Date-Time,Open,High,Low,Close,Volume
2006-01-02T06:00:00Z,96.9,96.9,96.9,96.9,80.0
2006-01-02T07:00:00Z,96.9,96.91,96.88,96.885,4056.0
2006-01-02T08:00:00Z,96.88,96.88,96.865,96.87,4556.0
2006-01-02T09:00:00Z,96.87,96.875,96.865,96.87,2518.0
2006-01-02T10:00:00Z,96.87,96.875,96.855,96.86,11858.0
2006-01-02T11:00:00Z,96.865,96.865,96.855,96.86,3191.0
2006-01-02T12:00:00Z,96.86,96.86,96.855,96.86,1294.0
2006-01-02T13:00:00Z,96.855,96.86,96.855,96.86,1844.0
2006-01-02T14:00:00Z,96.86,96.865,96.86,96.86,887.0
2006-01-02T15:00:00Z,96.86,96.865,96.86,96.865,1126.0
2006-01-02T16:00:00Z,96.86,96.865,96.86,96.865,2630.0
2006-01-02T17:00:00Z,96.865,96.87,96.865,96.865,2578.0
2006-01-02T18:00:00Z,96.865,96.865,96.865,96.865,50.0
2006-01-03T06:00:00Z,96.895,96.895,96.855,96.855,148.0
2006-01-03T07:00:00Z,96.855,96.865,96.85,96.86,9291.0
2006-01-03T08:00:00Z,96.86,96.875,96.86,96.865,8320.0
2006-01-03T09:00:00Z,96.865,96.865,96.845,96.85,12449.0
2006-01-03T10:00:00Z,96.845,96.86,96.845,96.855,11493.0
2006-01-03T11:00:00Z,96.855,96.855,96.84,96.85,12350.0
2006-01-03T12:00:00Z,96.85,96.855,96.84,96.845,9593.0
2006-01-03T13:00:00Z,96.845,96.85,96.835,96.85,7789.0
2006-01-03T14:00:00Z,96.85,96.86,96.845,96.855,13886.0
2006-01-03T15:00:00Z,96.855,96.89,96.855,96.885,20249.0
2006-01-03T16:00:00Z,96.885,96.895,96.88,96.89,5879.0
2006-01-03T17:00:00Z,96.89,96.9,96.88,96.89,4149.0
2006-01-03T18:00:00Z,96.89,96.89,96.88,96.885,1508.0
2006-01-03T19:00:00Z,96.885,96.89,96.885,96.89,962.0
2006-01-03T20:00:00Z,96.885,96.89,96.885,96.885,382.0
2006-01-04T06:00:00Z,96.855,96.91,96.855,96.9,359.0
2006-01-04T07:00:00Z,96.9,96.93,96.895,96.92,18724.0
2006-01-04T08:00:00Z,96.92,96.94,96.92,96.93,56397.0
2006-01-04T09:00:00Z,96.93,97.045,96.925,96.93,98139.0
2006-01-04T10:00:00Z,96.93,96.955,96.925,96.945,13639.0
2006-01-04T11:00:00Z,96.95,96.965,96.945,96.96,16282.0
2006-01-04T12:00:00Z,96.96,96.965,96.955,96.96,13434.0
2006-01-04T13:00:00Z,96.96,96.98,96.96,96.96,23714.0
2006-01-04T14:00:00Z,96.96,96.995,96.96,96.99,33803.0
2006-01-04T15:00:00Z,96.985,97.025,96.98,97.025,55710.0
2006-01-04T16:00:00Z,97.02,97.025,97.015,97.015,21448.0
2006-01-04T17:00:00Z,97.015,97.025,97.01,97.02,12668.0
2006-01-04T18:00:00Z,97.025,97.025,97.02,97.02,523.0
2006-01-04T19:00:00Z,97.025,97.025,97.02,97.02,61.0
2006-01-04T20:00:00Z,97.025,97.025,97.015,97.02,2072.0
2006-01-05T06:00:00Z,97.03,97.03,97.03,97.03,31.0
2006-01-05T07:00:00Z,97.03,97.05,97.03,97.035,19609.0
2006-01-05T08:00:00Z,97.035,97.045,96.99,97.0,28146.0
2006-01-05T09:00:00Z,97.0,97.0,96.97,96.98,22668.0
