#RIC,Alias Underlying RIC,Domain,Date-Time,GMT Offset,Type,Open,High,Low,Last,Volume
YBAc12,YBAH7,Market Price,2004-04-29T05:16:00.000000000Z,+10,Intraday 1Min,93.7,93.7,93.7,93.7,30
YBAc12,YBAH7,Market Price,2004-05-03T23:51:00.000000000Z,+10,Intraday 1Min,93.65,93.65,93.65,93.65,17
YBAc12,YBAH7,Market Price,2004-05-04T01:07:00.000000000Z,+10,Intraday 1Min,93.65,93.65,93.65,93.65,13
YBAc12,YBAH7,Market Price,2004-05-04T01:30:00.000000000Z,+10,Intraday 1Min,93.64,93.64,93.64,93.64,32
YBAc12,YBAH7,Market Price,2004-05-04T01:34:00.000000000Z,+10,Intraday 1Min,93.64,93.64,93.64,93.64,6
YBAc12,YBAH7,Market Price,2004-05-04T02:23:00.000000000Z,+10,Intraday 1Min,93.64,93.64,93.64,93.64,20
YBAc12,YBAH7,Market Price,2004-05-04T02:27:00.000000000Z,+10,Intraday 1Min,93.64,93.64,93.64,93.64,8
YBAc12,YBAH7,Market Price,2004-05-04T03:02:00.000000000Z,+10,Intraday 1Min,93.64,93.64,93.64,93.64,20
YBAc12,YBAH7,Market Price,2004-05-04T03:42:00.000000000Z,+10,Intraday 1Min,93.64,93.64,93.64,93.64,20
YBAc12,YBAH7,Market Price,2004-05-04T03:48:00.000000000Z,+10,Intraday 1Min,93.64,93.64,93.64,93.64,20
YBAc12,YBAH7,Market Price,2004-05-04T06:30:00.000000000Z,+10,Intraday 1Min,93.63,93.63,93.63,93.63,10
YBAc12,YBAH7,Market Price,2004-05-05T05:30:00.000000000Z,+10,Intraday 1Min,93.63,93.63,93.63,93.63,10
YBAc12,YBAH7,Market Price,2004-05-07T06:28:00.000000000Z,+10,Intraday 1Min,93.62,93.62,93.62,93.62,1
YBAc12,YBAH7,Market Price,2004-05-10T00:41:00.000000000Z,+10,Intraday 1Min,93.5,93.5,93.5,93.5,1
YBAc12,YBAH7,Market Price,2004-05-10T06:25:00.000000000Z,+10,Intraday 1Min,93.52,93.52,93.52,93.52,1
YBAc12,YBAH7,Market Price,2004-05-10T06:29:00.000000000Z,+10,Intraday 1Min,93.51,93.51,93.51,93.51,6
YBAc12,YBAH7,Market Price,2004-05-11T01:17:00.000000000Z,+10,Intraday 1Min,93.53,93.53,93.53,93.53,30
YBAc12,YBAH7,Market Price,2004-05-11T04:49:00.000000000Z,+10,Intraday 1Min,93.53,93.53,93.53,93.53,20
YBAc12,YBAH7,Market Price,2004-05-11T05:43:00.000000000Z,+10,Intraday 1Min,93.55,93.55,93.55,93.55,20
YBAc12,YBAH7,Market Price,2004-05-11T05:48:00.000000000Z,+10,Intraday 1Min,93.55,93.55,93.55,93.55,30
YBAc12,YBAH7,Market Price,2004-05-12T06:19:00.000000000Z,+10,Intraday 1Min,93.61,93.61,93.61,93.61,3
YBAc12,YBAH7,Market Price,2004-05-18T04:42:00.000000000Z,+10,Intraday 1Min,93.68,93.68,93.68,93.68,50
YBAc12,YBAH7,Market Price,2004-05-18T05:12:00.000000000Z,+10,Intraday 1Min,93.68,93.68,93.68,93.68,50
YBAc12,YBAH7,Market Price,2004-05-26T23:05:00.000000000Z,+10,Intraday 1Min,93.77,93.77,93.77,93.77,3
YBAc12,YBAH7,Market Price,2004-05-28T00:16:00.000000000Z,+10,Intraday 1Min,93.82,93.82,93.82,93.82,10
YBAc12,YBAH7,Market Price,2004-05-28T05:11:00.000000000Z,+10,Intraday 1Min,93.83,93.83,93.83,93.83,10
YBAc12,YBAH7,Market Price,2004-05-31T06:28:00.000000000Z,+10,Intraday 1Min,93.82,93.82,93.82,93.82,10
YBAc12,YBAH7,Market Price,2004-06-01T01:10:00.000000000Z,+10,Intraday 1Min,93.8,93.8,93.8,93.8,25
YBAc12,YBAH7,Market Price,2004-06-01T06:25:00.000000000Z,+10,Intraday 1Min,93.81,93.81,93.81,93.81,10
YBAc12,YBAH7,Market Price,2004-06-02T06:18:00.000000000Z,+10,Intraday 1Min,93.9,93.9,93.9,93.9,50
YBAc12,YBAH7,Market Price,2004-06-04T02:38:00.000000000Z,+10,Intraday 1Min,93.94,93.94,93.94,93.94,10
YBAc12,YBAH7,Market Price,2004-06-04T06:29:00.000000000Z,+10,Intraday 1Min,93.96,93.96,93.96,93.96,10
YBAc12,YBAH7,Market Price,2004-06-07T04:57:00.000000000Z,+10,Intraday 1Min,93.89,93.89,93.89,93.89,48
YBAc12,YBAH7,Market Price,2004-06-07T04:58:00.000000000Z,+10,Intraday 1Min,93.89,93.89,93.89,93.89,43
YBAc12,YBAH7,Market Price,2004-06-07T04:59:00.000000000Z,+10,Intraday 1Min,93.89,93.89,93.89,93.89,9
YBAc12,YBAH7,Market Price,2004-06-07T05:21:00.000000000Z,+10,Intraday 1Min,93.89,93.89,93.89,93.89,10
YBAc12,YBAM7,Market Price,2004-06-11T06:25:00.000000000Z,+10,Intraday 1Min,93.73,93.73,93.73,93.73,20
YBAc12,YBAM7,Market Price,2004-06-17T06:25:00.000000000Z,+10,Intraday 1Min,93.87,93.87,93.87,93.87,10
YBAc12,YBAM7,Market Price,2004-07-01T00:28:00.000000000Z,+10,Intraday 1Min,93.75,93.75,93.75,93.75,2
YBAc12,YBAM7,Market Price,2004-07-06T00:35:00.000000000Z,+10,Intraday 1Min,93.79,93.79,93.79,93.79,8
YBAc12,YBAM7,Market Price,2004-07-06T00:36:00.000000000Z,+10,Intraday 1Min,93.79,93.79,93.79,93.79,61
YBAc12,YBAM7,Market Price,2004-07-06T00:39:00.000000000Z,+10,Intraday 1Min,93.79,93.79,93.79,93.79,31
YBAc12,YBAM7,Market Price,2004-07-06T03:22:00.000000000Z,+10,Intraday 1Min,93.8,93.8,93.8,93.8,2
YBAc12,YBAM7,Market Price,2004-07-06T03:57:00.000000000Z,+10,Intraday 1Min,93.83,93.83,93.83,93.83,80
YBAc12,YBAM7,Market Price,2004-07-06T06:26:00.000000000Z,+10,Intraday 1Min,93.81,93.81,93.81,93.81,43
YBAc12,YBAM7,Market Price,2004-07-06T06:28:00.000000000Z,+10,Intraday 1Min,93.81,93.81,93.81,93.81,37
YBAc12,YBAM7,Market Price,2004-07-06T06:29:00.000000000Z,+10,Intraday 1Min,93.81,93.81,93.8,93.8,15
YBAc12,YBAM7,Market Price,2004-07-07T23:41:00.000000000Z,+10,Intraday 1Min,93.87,93.87,93.87,93.87,20
YBAc12,YBAM7,Market Price,2004-07-09T06:20:00.000000000Z,+10,Intraday 1Min,93.97,93.97,93.97,93.97,1
YBAc12,YBAM7,Market Price,2004-07-09T06:21:00.000000000Z,+10,Intraday 1Min,93.97,93.97,93.97,93.97,19
YBAc12,YBAM7,Market Price,2004-07-12T01:17:00.000000000Z,+10,Intraday 1Min,94,94,94,94,1
YBAc12,YBAM7,Market Price,2004-07-12T06:27:00.000000000Z,+10,Intraday 1Min,94,94,94,94,10
YBAc12,YBAM7,Market Price,2004-07-13T06:27:00.000000000Z,+10,Intraday 1Min,93.97,93.97,93.97,93.97,25
YBAc12,YBAM7,Market Price,2004-07-27T16:05:00.000000000Z,+10,Intraday 1Min,93.88,93.88,93.88,93.88,50
YBAc12,YBAM7,Market Price,2004-07-28T02:16:00.000000000Z,+10,Intraday 1Min,93.82,93.82,93.82,93.82,1
YBAc12,YBAM7,Market Price,2004-08-05T05:11:00.000000000Z,+10,Intraday 1Min,93.91,93.91,93.91,93.91,1
YBAc12,YBAM7,Market Price,2004-08-10T03:15:00.000000000Z,+10,Intraday 1Min,94.02,94.02,94.02,94.02,31
YBAc12,YBAM7,Market Price,2004-09-01T05:05:00.000000000Z,+10,Intraday 1Min,94.06,94.06,94.06,94.06,20
YBAc12,YBAM7,Market Price,2004-09-01T05:19:00.000000000Z,+10,Intraday 1Min,94.08,94.08,94.08,94.08,5
YBAc12,YBAM7,Market Price,2004-09-01T05:53:00.000000000Z,+10,Intraday 1Min,94.08,94.08,94.08,94.08,20
YBAc12,YBAM7,Market Price,2004-09-02T00:15:00.000000000Z,+10,Intraday 1Min,94.12,94.12,94.12,94.12,20
YBAc12,YBAM7,Market Price,2004-09-02T05:59:00.000000000Z,+10,Intraday 1Min,94.14,94.14,94.14,94.14,10
YBAc12,YBAM7,Market Price,2004-09-02T23:53:00.000000000Z,+10,Intraday 1Min,94.12,94.12,94.12,94.12,20
YBAc12,YBAM7,Market Price,2004-09-03T00:05:00.000000000Z,+10,Intraday 1Min,94.12,94.12,94.12,94.12,30
YBAc12,YBAM7,Market Price,2004-09-06T03:54:00.000000000Z,+10,Intraday 1Min,94,94,94,94,1
YBAc12,YBAM7,Market Price,2004-09-09T01:48:00.000000000Z,+10,Intraday 1Min,94.05,94.05,94.05,94.05,1
YBAc12,YBAU7,Market Price,2004-09-09T03:26:00.000000000Z,+10,Intraday 1Min,94.07,94.07,94.07,94.07,10
YBAc12,YBAU7,Market Price,2004-09-09T03:34:00.000000000Z,+10,Intraday 1Min,94.07,94.07,94.07,94.07,30
YBAc12,YBAU7,Market Price,2004-09-09T04:52:00.000000000Z,+10,Intraday 1Min,94.09,94.09,94.09,94.09,2
YBAc12,YBAU7,Market Price,2004-09-09T05:00:00.000000000Z,+10,Intraday 1Min,94.09,94.09,94.09,94.09,50
YBAc12,YBAU7,Market Price,2004-09-09T05:06:00.000000000Z,+10,Intraday 1Min,94.1,94.1,94.1,94.1,2
YBAc12,YBAU7,Market Price,2004-09-09T05:11:00.000000000Z,+10,Intraday 1Min,94.1,94.1,94.1,94.1,15
YBAc12,YBAU7,Market Price,2004-09-09T05:45:00.000000000Z,+10,Intraday 1Min,94.13,94.13,94.13,94.13,50
YBAc12,YBAU7,Market Price,2004-09-14T06:16:00.000000000Z,+10,Intraday 1Min,94.2,94.2,94.2,94.2,20
YBAc12,YBAU7,Market Price,2004-09-15T06:04:00.000000000Z,+10,Intraday 1Min,94.25,94.25,94.25,94.25,20
YBAc12,YBAU7,Market Price,2004-09-15T06:28:00.000000000Z,+10,Intraday 1Min,94.24,94.24,94.24,94.24,20
YBAc12,YBAU7,Market Price,2004-09-15T06:29:00.000000000Z,+10,Intraday 1Min,94.24,94.24,94.24,94.24,30
YBAc12,YBAU7,Market Price,2004-09-15T23:57:00.000000000Z,+10,Intraday 1Min,94.22,94.22,94.22,94.22,20
YBAc12,YBAU7,Market Price,2004-09-16T05:51:00.000000000Z,+10,Intraday 1Min,94.22,94.22,94.22,94.22,70
YBAc12,YBAU7,Market Price,2004-09-16T06:00:00.000000000Z,+10,Intraday 1Min,94.24,94.24,94.24,94.24,50
YBAc12,YBAU7,Market Price,2004-09-17T04:45:00.000000000Z,+10,Intraday 1Min,94.31,94.31,94.31,94.31,11
YBAc12,YBAU7,Market Price,2004-09-17T04:51:00.000000000Z,+10,Intraday 1Min,94.31,94.31,94.31,94.31,50
YBAc12,YBAU7,Market Price,2004-09-17T04:54:00.000000000Z,+10,Intraday 1Min,94.31,94.31,94.31,94.31,8
YBAc12,YBAU7,Market Price,2004-09-17T05:06:00.000000000Z,+10,Intraday 1Min,94.3,94.3,94.3,94.3,50
YBAc12,YBAU7,Market Price,2004-09-17T05:27:00.000000000Z,+10,Intraday 1Min,94.32,94.32,94.32,94.32,10
YBAc12,YBAU7,Market Price,2004-09-17T05:32:00.000000000Z,+10,Intraday 1Min,94.32,94.32,94.32,94.32,20
YBAc12,YBAU7,Market Price,2004-09-17T06:01:00.000000000Z,+10,Intraday 1Min,94.33,94.33,94.33,94.33,20
YBAc12,YBAU7,Market Price,2004-09-17T06:21:00.000000000Z,+10,Intraday 1Min,94.31,94.31,94.31,94.31,37
YBAc12,YBAU7,Market Price,2004-09-17T06:22:00.000000000Z,+10,Intraday 1Min,94.31,94.31,94.31,94.31,3
YBAc12,YBAU7,Market Price,2004-09-29T06:17:00.000000000Z,+10,Intraday 1Min,94.12,94.12,94.12,94.12,50
YBAc12,YBAU7,Market Price,2004-10-06T05:01:00.000000000Z,+10,Intraday 1Min,94.12,94.12,94.12,94.12,1
YBAc12,YBAU7,Market Price,2004-10-06T05:57:00.000000000Z,+10,Intraday 1Min,94.12,94.12,94.12,94.12,1
YBAc12,YBAU7,Market Price,2004-10-13T05:17:00.000000000Z,+10,Intraday 1Min,94.17,94.17,94.17,94.17,1
YBAc12,YBAU7,Market Price,2004-10-13T06:06:00.000000000Z,+10,Intraday 1Min,94.18,94.18,94.18,94.18,100
YBAc12,YBAU7,Market Price,2004-10-18T05:57:00.000000000Z,+10,Intraday 1Min,94.27,94.27,94.27,94.27,1
YBAc12,YBAU7,Market Price,2004-10-26T23:26:00.000000000Z,+10,Intraday 1Min,94.24,94.24,94.24,94.24,10
YBAc12,YBAU7,Market Price,2004-10-27T00:21:00.000000000Z,+10,Intraday 1Min,94.24,94.24,94.24,94.24,10
YBAc12,YBAU7,Market Price,2004-10-27T02:05:00.000000000Z,+10,Intraday 1Min,94.3,94.3,94.3,94.3,10
YBAc12,YBAU7,Market Price,2004-10-27T02:19:00.000000000Z,+10,Intraday 1Min,94.32,94.32,94.32,94.32,20
YBAc12,YBAU7,Market Price,2004-10-27T06:23:00.000000000Z,+10,Intraday 1Min,94.29,94.29,94.29,94.29,5
YBAc12,YBAU7,Market Price,2004-11-01T04:53:00.000000000Z,+11,Intraday 1Min,94.25,94.25,94.25,94.25,30
YBAc12,YBAU7,Market Price,2004-11-03T05:00:00.000000000Z,+11,Intraday 1Min,94.27,94.27,94.27,94.27,5
YBAc12,YBAU7,Market Price,2004-11-04T05:25:00.000000000Z,+11,Intraday 1Min,94.24,94.25,94.24,94.25,20
YBAc12,YBAU7,Market Price,2004-11-04T05:28:00.000000000Z,+11,Intraday 1Min,94.27,94.27,94.27,94.27,8
YBAc12,YBAU7,Market Price,2004-11-05T04:01:00.000000000Z,+11,Intraday 1Min,94.27,94.27,94.27,94.27,7
YBAc12,YBAU7,Market Price,2004-11-10T04:35:00.000000000Z,+11,Intraday 1Min,94.15,94.15,94.15,94.15,13
YBAc12,YBAU7,Market Price,2004-11-22T23:52:00.000000000Z,+11,Intraday 1Min,94.3,94.3,94.3,94.3,50
YBAc12,YBAU7,Market Price,2004-11-23T00:03:00.000000000Z,+11,Intraday 1Min,94.3,94.3,94.3,94.3,50
YBAc12,YBAU7,Market Price,2004-11-23T05:26:00.000000000Z,+11,Intraday 1Min,94.29,94.29,94.29,94.29,25
YBAc12,YBAU7,Market Price,2004-11-23T23:57:00.000000000Z,+11,Intraday 1Min,94.29,94.29,94.29,94.29,50
YBAc12,YBAU7,Market Price,2004-11-23T23:59:00.000000000Z,+11,Intraday 1Min,94.29,94.29,94.29,94.29,50
YBAc12,YBAU7,Market Price,2004-11-24T00:00:00.000000000Z,+11,Intraday 1Min,94.29,94.29,94.29,94.29,50
YBAc12,YBAU7,Market Price,2004-11-24T00:03:00.000000000Z,+11,Intraday 1Min,94.29,94.29,94.29,94.29,50
YBAc12,YBAU7,Market Price,2004-11-24T00:36:00.000000000Z,+11,Intraday 1Min,94.3,94.3,94.3,94.3,1
YBAc12,YBAU7,Market Price,2004-11-24T04:23:00.000000000Z,+11,Intraday 1Min,94.31,94.31,94.31,94.31,10
YBAc12,YBAU7,Market Price,2004-11-24T05:15:00.000000000Z,+11,Intraday 1Min,94.32,94.32,94.32,94.32,10
YBAc12,YBAU7,Market Price,2004-11-26T05:05:00.000000000Z,+11,Intraday 1Min,94.43,94.43,94.43,94.43,40
YBAc12,YBAU7,Market Price,2004-11-30T04:05:00.000000000Z,+11,Intraday 1Min,94.51,94.51,94.51,94.51,10
YBAc12,YBAU7,Market Price,2004-11-30T04:20:00.000000000Z,+11,Intraday 1Min,94.49,94.49,94.49,94.49,10
YBAc12,YBAU7,Market Price,2004-12-01T05:09:00.000000000Z,+11,Intraday 1Min,94.44,94.44,94.44,94.44,10
YBAc12,YBAU7,Market Price,2004-12-01T23:50:00.000000000Z,+11,Intraday 1Min,94.39,94.39,94.39,94.39,10
YBAc12,YBAZ7,Market Price,2005-01-05T01:09:00.000000000Z,+11,Intraday 1Min,94.01,94.01,94.01,94.01,20
YBAc12,YBAZ7,Market Price,2005-01-05T01:10:00.000000000Z,+11,Intraday 1Min,94.01,94.01,94.01,94.01,25
YBAc12,YBAZ7,Market Price,2005-01-05T01:19:00.000000000Z,+11,Intraday 1Min,94.01,94.01,94.01,94.01,25
YBAc12,YBAZ7,Market Price,2005-01-05T23:44:00.000000000Z,+11,Intraday 1Min,94.03,94.03,94.03,94.03,50
YBAc12,YBAZ7,Market Price,2005-01-11T03:07:00.000000000Z,+11,Intraday 1Min,94.22,94.22,94.22,94.22,75
YBAc12,YBAZ7,Market Price,2005-01-11T03:08:00.000000000Z,+11,Intraday 1Min,94.22,94.22,94.22,94.22,25
YBAc12,YBAZ7,Market Price,2005-01-25T05:29:00.000000000Z,+11,Intraday 1Min,94.2,94.2,94.2,94.2,15
YBAc12,YBAZ7,Market Price,2005-01-27T02:24:00.000000000Z,+11,Intraday 1Min,94.16,94.16,94.16,94.16,5
YBAc12,YBAZ7,Market Price,2005-02-09T04:25:00.000000000Z,+11,Intraday 1Min,94.29,94.29,94.29,94.29,5
YBAc12,YBAZ7,Market Price,2005-02-10T01:46:00.000000000Z,+11,Intraday 1Min,94.21,94.21,94.21,94.21,20
YBAc12,YBAZ7,Market Price,2005-02-10T23:19:00.000000000Z,+11,Intraday 1Min,94.25,94.25,94.25,94.25,5
YBAc12,YBAZ7,Market Price,2005-02-11T00:10:00.000000000Z,+11,Intraday 1Min,94.23,94.23,94.23,94.23,45
YBAc12,YBAZ7,Market Price,2005-02-11T01:04:00.000000000Z,+11,Intraday 1Min,94.21,94.21,94.21,94.21,9
YBAc12,YBAZ7,Market Price,2005-02-11T01:07:00.000000000Z,+11,Intraday 1Min,94.21,94.21,94.21,94.21,44
YBAc12,YBAZ7,Market Price,2005-02-11T02:12:00.000000000Z,+11,Intraday 1Min,94.21,94.21,94.21,94.21,27
YBAc12,YBAZ7,Market Price,2005-02-24T05:29:00.000000000Z,+11,Intraday 1Min,94.05,94.05,94.05,94.05,50
YBAc12,YBAZ7,Market Price,2005-02-25T05:08:00.000000000Z,+11,Intraday 1Min,93.99,93.99,93.99,93.99,6
YBAc12,YBAZ7,Market Price,2005-03-03T22:06:00.000000000Z,+11,Intraday 1Min,93.98,93.98,93.98,93.98,1
YBAc12,YBAH8,Market Price,2005-03-29T04:46:00.000000000Z,+10,Intraday 1Min,93.74,93.74,93.74,93.74,25
YBAc12,YBAH8,Market Price,2005-03-29T04:51:00.000000000Z,+10,Intraday 1Min,93.74,93.74,93.74,93.74,25
YBAc12,YBAH8,Market Price,2005-03-29T05:01:00.000000000Z,+10,Intraday 1Min,93.75,93.75,93.75,93.75,25
YBAc12,YBAH8,Market Price,2005-03-31T06:20:00.000000000Z,+10,Intraday 1Min,93.83,93.83,93.83,93.83,1
YBAc12,YBAH8,Market Price,2005-04-14T04:31:00.000000000Z,+10,Intraday 1Min,94.13,94.13,94.13,94.13,100
YBAc12,YBAH8,Market Price,2005-04-15T06:16:00.000000000Z,+10,Intraday 1Min,94.14,94.14,94.14,94.14,20
YBAc12,YBAH8,Market Price,2005-04-15T06:20:00.000000000Z,+10,Intraday 1Min,94.14,94.14,94.14,94.14,50
YBAc12,YBAH8,Market Price,2005-04-15T06:21:00.000000000Z,+10,Intraday 1Min,94.14,94.14,94.14,94.14,50
YBAc12,YBAH8,Market Price,2005-04-15T06:29:00.000000000Z,+10,Intraday 1Min,94.14,94.14,94.14,94.14,81
YBAc12,YBAH8,Market Price,2005-04-15T07:11:00.000000000Z,+10,Intraday 1Min,94.14,94.14,94.14,94.14,19
YBAc12,YBAH8,Market Price,2005-04-22T03:58:00.000000000Z,+10,Intraday 1Min,94.15,94.15,94.15,94.15,10
YBAc12,YBAH8,Market Price,2005-04-26T05:51:00.000000000Z,+10,Intraday 1Min,94.17,94.17,94.17,94.17,5
YBAc12,YBAH8,Market Price,2005-04-26T05:59:00.000000000Z,+10,Intraday 1Min,94.17,94.17,94.17,94.17,1
YBAc12,YBAH8,Market Price,2005-05-12T01:43:00.000000000Z,+10,Intraday 1Min,94.27,94.27,94.27,94.27,25
YBAc12,YBAH8,Market Price,2005-05-18T06:29:00.000000000Z,+10,Intraday 1Min,94.26,94.27,94.25,94.25,7
YBAc12,YBAH8,Market Price,2005-05-31T06:27:00.000000000Z,+10,Intraday 1Min,94.36,94.36,94.36,94.36,1
YBAc12,YBAH8,Market Price,2005-05-31T06:29:00.000000000Z,+10,Intraday 1Min,94.37,94.37,94.37,94.37,1
YBAc12,YBAH8,Market Price,2005-06-03T06:29:00.000000000Z,+10,Intraday 1Min,94.41,94.41,94.41,94.41,1
YBAc12,YBAH8,Market Price,2005-06-06T06:28:00.000000000Z,+10,Intraday 1Min,94.38,94.38,94.38,94.38,10
YBAc12,YBAM8,Market Price,2005-07-05T06:18:00.000000000Z,+10,Intraday 1Min,94.3,94.3,94.3,94.3,11
YBAc12,YBAM8,Market Price,2005-07-05T06:19:00.000000000Z,+10,Intraday 1Min,94.3,94.3,94.3,94.3,40
YBAc12,YBAM8,Market Price,2005-07-05T07:34:00.000000000Z,+10,Intraday 1Min,94.3,94.3,94.3,94.3,60
YBAc12,YBAM8,Market Price,2005-07-06T23:08:00.000000000Z,+10,Intraday 1Min,94.31,94.31,94.31,94.31,1
YBAc12,YBAM8,Market Price,2005-07-07T06:25:00.000000000Z,+10,Intraday 1Min,94.29,94.29,94.29,94.29,10
YBAc12,YBAM8,Market Price,2005-07-13T00:14:00.000000000Z,+10,Intraday 1Min,94.28,94.28,94.28,94.28,10
YBAc12,YBAM8,Market Price,2005-07-13T00:20:00.000000000Z,+10,Intraday 1Min,94.28,94.28,94.28,94.28,1
YBAc12,YBAM8,Market Price,2005-07-13T05:15:00.000000000Z,+10,Intraday 1Min,94.3,94.3,94.3,94.3,49
