#RIC,Alias Underlying RIC,Domain,Date-Time,GMT Offset,Type,Open,High,Low,Last,Volume
YBAc10,YBAU6,Market Price,2004-04-01T01:53:00.000000000Z,+10,Intraday 1Min,94.29,94.29,94.29,94.29,8
YBAc10,YBAU6,Market Price,2004-04-01T04:31:00.000000000Z,+10,Intraday 1Min,94.29,94.29,94.29,94.29,17
YBAc10,YBAU6,Market Price,2004-04-01T06:10:00.000000000Z,+10,Intraday 1Min,94.29,94.29,94.29,94.29,4
YBAc10,YBAU6,Market Price,2004-04-01T06:20:00.000000000Z,+10,Intraday 1Min,94.29,94.29,94.29,94.29,4
YBAc10,YBAU6,Market Price,2004-04-02T01:53:00.000000000Z,+10,Intraday 1Min,94.25,94.25,94.25,94.25,25
YBAc10,YBAU6,Market Price,2004-04-02T02:07:00.000000000Z,+10,Intraday 1Min,94.26,94.26,94.26,94.26,2
YBAc10,YBAU6,Market Price,2004-04-02T05:53:00.000000000Z,+10,Intraday 1Min,94.23,94.23,94.23,94.23,25
YBAc10,YBAU6,Market Price,2004-04-02T06:28:00.000000000Z,+10,Intraday 1Min,94.23,94.23,94.23,94.23,25
YBAc10,YBAU6,Market Price,2004-04-05T01:57:00.000000000Z,+10,Intraday 1Min,93.92,93.92,93.92,93.92,10
YBAc10,YBAU6,Market Price,2004-04-07T00:12:00.000000000Z,+10,Intraday 1Min,94,94,94,94,100
YBAc10,YBAU6,Market Price,2004-04-07T01:14:00.000000000Z,+10,Intraday 1Min,94.02,94.02,94.02,94.02,50
YBAc10,YBAU6,Market Price,2004-04-07T06:05:00.000000000Z,+10,Intraday 1Min,94.02,94.02,94.02,94.02,100
YBAc10,YBAU6,Market Price,2004-04-07T06:06:00.000000000Z,+10,Intraday 1Min,94.02,94.02,94.02,94.02,5
YBAc10,YBAU6,Market Price,2004-04-14T00:18:00.000000000Z,+10,Intraday 1Min,93.8,93.8,93.8,93.8,51
YBAc10,YBAU6,Market Price,2004-04-14T02:42:00.000000000Z,+10,Intraday 1Min,93.8,93.8,93.8,93.8,1
YBAc10,YBAU6,Market Price,2004-04-14T02:43:00.000000000Z,+10,Intraday 1Min,93.8,93.8,93.8,93.8,1
YBAc10,YBAU6,Market Price,2004-04-14T05:51:00.000000000Z,+10,Intraday 1Min,93.78,93.78,93.78,93.78,2
YBAc10,YBAU6,Market Price,2004-04-14T05:52:00.000000000Z,+10,Intraday 1Min,93.78,93.78,93.78,93.78,18
YBAc10,YBAU6,Market Price,2004-04-15T05:29:00.000000000Z,+10,Intraday 1Min,93.8,93.8,93.8,93.8,100
YBAc10,YBAU6,Market Price,2004-04-15T05:30:00.000000000Z,+10,Intraday 1Min,93.8,93.8,93.8,93.8,37
YBAc10,YBAU6,Market Price,2004-04-16T05:31:00.000000000Z,+10,Intraday 1Min,93.85,93.85,93.85,93.85,5
YBAc10,YBAU6,Market Price,2004-04-19T23:42:00.000000000Z,+10,Intraday 1Min,93.83,93.83,93.83,93.83,50
YBAc10,YBAU6,Market Price,2004-04-20T06:24:00.000000000Z,+10,Intraday 1Min,93.84,93.84,93.84,93.84,8
YBAc10,YBAU6,Market Price,2004-04-21T03:28:00.000000000Z,+10,Intraday 1Min,93.81,93.81,93.81,93.81,50
YBAc10,YBAU6,Market Price,2004-04-22T05:53:00.000000000Z,+10,Intraday 1Min,93.9,93.9,93.9,93.9,50
YBAc10,YBAU6,Market Price,2004-04-22T06:27:00.000000000Z,+10,Intraday 1Min,93.91,93.91,93.91,93.91,50
YBAc10,YBAU6,Market Price,2004-04-27T01:05:00.000000000Z,+10,Intraday 1Min,93.93,93.93,93.93,93.93,25
YBAc10,YBAU6,Market Price,2004-04-27T03:42:00.000000000Z,+10,Intraday 1Min,93.95,93.95,93.95,93.95,50
YBAc10,YBAU6,Market Price,2004-04-29T06:29:00.000000000Z,+10,Intraday 1Min,93.8,93.8,93.8,93.8,25
YBAc10,YBAU6,Market Price,2004-05-03T06:19:00.000000000Z,+10,Intraday 1Min,93.76,93.76,93.76,93.76,1
YBAc10,YBAU6,Market Price,2004-05-03T06:20:00.000000000Z,+10,Intraday 1Min,93.76,93.76,93.76,93.76,2
YBAc10,YBAU6,Market Price,2004-05-03T06:21:00.000000000Z,+10,Intraday 1Min,93.76,93.76,93.76,93.76,1
YBAc10,YBAU6,Market Price,2004-05-03T06:25:00.000000000Z,+10,Intraday 1Min,93.76,93.76,93.76,93.76,1
YBAc10,YBAU6,Market Price,2004-05-03T23:26:00.000000000Z,+10,Intraday 1Min,93.76,93.76,93.76,93.76,10
YBAc10,YBAU6,Market Price,2004-05-03T23:27:00.000000000Z,+10,Intraday 1Min,93.76,93.76,93.76,93.76,10
YBAc10,YBAU6,Market Price,2004-05-03T23:50:00.000000000Z,+10,Intraday 1Min,93.76,93.76,93.76,93.76,30
YBAc10,YBAU6,Market Price,2004-05-03T23:51:00.000000000Z,+10,Intraday 1Min,93.76,93.76,93.76,93.76,27
YBAc10,YBAU6,Market Price,2004-05-04T00:35:00.000000000Z,+10,Intraday 1Min,93.75,93.75,93.75,93.75,2
YBAc10,YBAU6,Market Price,2004-05-04T01:30:00.000000000Z,+10,Intraday 1Min,93.75,93.75,93.75,93.75,50
YBAc10,YBAU6,Market Price,2004-05-04T01:34:00.000000000Z,+10,Intraday 1Min,93.75,93.75,93.75,93.75,50
YBAc10,YBAU6,Market Price,2004-05-04T01:48:00.000000000Z,+10,Intraday 1Min,93.75,93.75,93.75,93.75,18
YBAc10,YBAU6,Market Price,2004-05-04T04:32:00.000000000Z,+10,Intraday 1Min,93.77,93.77,93.77,93.77,20
YBAc10,YBAU6,Market Price,2004-05-04T04:55:00.000000000Z,+10,Intraday 1Min,93.76,93.76,93.76,93.76,30
YBAc10,YBAU6,Market Price,2004-05-04T04:56:00.000000000Z,+10,Intraday 1Min,93.76,93.76,93.76,93.76,20
YBAc10,YBAU6,Market Price,2004-05-04T06:29:00.000000000Z,+10,Intraday 1Min,93.75,93.75,93.75,93.75,20
YBAc10,YBAU6,Market Price,2004-05-05T05:30:00.000000000Z,+10,Intraday 1Min,93.75,93.75,93.75,93.75,10
YBAc10,YBAU6,Market Price,2004-05-05T06:29:00.000000000Z,+10,Intraday 1Min,93.77,93.77,93.77,93.77,2
YBAc10,YBAU6,Market Price,2004-05-06T06:29:00.000000000Z,+10,Intraday 1Min,93.76,93.76,93.76,93.76,1
YBAc10,YBAU6,Market Price,2004-05-10T06:29:00.000000000Z,+10,Intraday 1Min,93.64,93.64,93.64,93.64,6
YBAc10,YBAU6,Market Price,2004-05-11T01:22:00.000000000Z,+10,Intraday 1Min,93.66,93.66,93.66,93.66,20
YBAc10,YBAU6,Market Price,2004-05-11T01:24:00.000000000Z,+10,Intraday 1Min,93.66,93.66,93.66,93.66,10
YBAc10,YBAU6,Market Price,2004-05-11T05:11:00.000000000Z,+10,Intraday 1Min,93.67,93.67,93.67,93.67,20
YBAc10,YBAU6,Market Price,2004-05-11T05:38:00.000000000Z,+10,Intraday 1Min,93.67,93.67,93.67,93.67,10
YBAc10,YBAU6,Market Price,2004-05-14T06:25:00.000000000Z,+10,Intraday 1Min,93.65,93.65,93.65,93.65,4
YBAc10,YBAU6,Market Price,2004-05-16T23:56:00.000000000Z,+10,Intraday 1Min,93.72,93.72,93.72,93.72,25
YBAc10,YBAU6,Market Price,2004-05-17T02:09:00.000000000Z,+10,Intraday 1Min,93.75,93.75,93.75,93.75,33
YBAc10,YBAU6,Market Price,2004-05-17T03:45:00.000000000Z,+10,Intraday 1Min,93.75,93.75,93.75,93.75,17
YBAc10,YBAU6,Market Price,2004-05-17T23:33:00.000000000Z,+10,Intraday 1Min,93.82,93.82,93.82,93.82,50
YBAc10,YBAU6,Market Price,2004-05-18T00:07:00.000000000Z,+10,Intraday 1Min,93.82,93.82,93.82,93.82,20
YBAc10,YBAU6,Market Price,2004-05-18T00:18:00.000000000Z,+10,Intraday 1Min,93.83,93.83,93.83,93.83,30
YBAc10,YBAU6,Market Price,2004-05-18T00:19:00.000000000Z,+10,Intraday 1Min,93.83,93.83,93.83,93.83,20
YBAc10,YBAU6,Market Price,2004-05-18T00:26:00.000000000Z,+10,Intraday 1Min,93.82,93.82,93.82,93.82,20
YBAc10,YBAU6,Market Price,2004-05-18T00:27:00.000000000Z,+10,Intraday 1Min,93.82,93.82,93.82,93.82,20
YBAc10,YBAU6,Market Price,2004-05-18T06:16:00.000000000Z,+10,Intraday 1Min,93.79,93.79,93.79,93.79,2
YBAc10,YBAU6,Market Price,2004-05-21T00:10:00.000000000Z,+10,Intraday 1Min,93.8,93.8,93.8,93.8,95
YBAc10,YBAU6,Market Price,2004-05-26T23:05:00.000000000Z,+10,Intraday 1Min,93.89,93.89,93.89,93.89,3
YBAc10,YBAU6,Market Price,2004-05-27T23:37:00.000000000Z,+10,Intraday 1Min,93.94,93.94,93.94,93.94,20
YBAc10,YBAU6,Market Price,2004-05-28T00:19:00.000000000Z,+10,Intraday 1Min,93.94,93.94,93.94,93.94,1
YBAc10,YBAU6,Market Price,2004-05-28T00:20:00.000000000Z,+10,Intraday 1Min,93.94,93.94,93.94,93.94,9
YBAc10,YBAU6,Market Price,2004-05-28T03:45:00.000000000Z,+10,Intraday 1Min,93.95,93.95,93.95,93.95,30
YBAc10,YBAU6,Market Price,2004-06-02T01:48:00.000000000Z,+10,Intraday 1Min,94,94,94,94,60
YBAc10,YBAU6,Market Price,2004-06-02T03:09:00.000000000Z,+10,Intraday 1Min,93.99,93.99,93.99,93.99,50
YBAc10,YBAU6,Market Price,2004-06-02T05:14:00.000000000Z,+10,Intraday 1Min,94,94,94,94,50
YBAc10,YBAU6,Market Price,2004-06-02T05:15:00.000000000Z,+10,Intraday 1Min,94,94,94,94,50
YBAc10,YBAU6,Market Price,2004-06-02T05:21:00.000000000Z,+10,Intraday 1Min,94,94,94,94,50
YBAc10,YBAU6,Market Price,2004-06-02T05:28:00.000000000Z,+10,Intraday 1Min,94,94,94,94,50
YBAc10,YBAU6,Market Price,2004-06-04T06:13:00.000000000Z,+10,Intraday 1Min,94.08,94.08,94.08,94.08,20
YBAc10,YBAU6,Market Price,2004-06-04T06:29:00.000000000Z,+10,Intraday 1Min,94.1,94.1,94.1,94.1,11
YBAc10,YBAU6,Market Price,2004-06-07T01:17:00.000000000Z,+10,Intraday 1Min,94.03,94.03,94.03,94.03,50
YBAc10,YBAU6,Market Price,2004-06-07T04:56:00.000000000Z,+10,Intraday 1Min,94.03,94.03,94.03,94.03,100
YBAc10,YBAU6,Market Price,2004-06-08T06:06:00.000000000Z,+10,Intraday 1Min,94.04,94.04,94.04,94.04,5
YBAc10,YBAU6,Market Price,2004-06-08T06:07:00.000000000Z,+10,Intraday 1Min,94.04,94.04,94.04,94.04,10
YBAc10,YBAU6,Market Price,2004-06-08T06:22:00.000000000Z,+10,Intraday 1Min,94.03,94.03,94.03,94.03,20
YBAc10,YBAU6,Market Price,2004-06-08T06:30:00.000000000Z,+10,Intraday 1Min,94.02,94.02,94.02,94.02,25
YBAc10,YBAU6,Market Price,2004-06-09T05:10:00.000000000Z,+10,Intraday 1Min,93.97,93.97,93.97,93.97,15
YBAc10,YBAU6,Market Price,2004-06-09T05:53:00.000000000Z,+10,Intraday 1Min,93.98,93.98,93.98,93.98,35
YBAc10,YBAZ6,Market Price,2004-06-10T05:00:00.000000000Z,+10,Intraday 1Min,93.9,93.9,93.9,93.9,20
YBAc10,YBAZ6,Market Price,2004-06-10T05:01:00.000000000Z,+10,Intraday 1Min,93.9,93.9,93.9,93.9,10
YBAc10,YBAZ6,Market Price,2004-06-10T05:04:00.000000000Z,+10,Intraday 1Min,93.9,93.9,93.9,93.9,10
YBAc10,YBAZ6,Market Price,2004-06-10T05:24:00.000000000Z,+10,Intraday 1Min,93.9,93.9,93.9,93.9,50
YBAc10,YBAZ6,Market Price,2004-06-15T05:57:00.000000000Z,+10,Intraday 1Min,93.86,93.86,93.86,93.86,10
YBAc10,YBAZ6,Market Price,2004-06-15T22:53:00.000000000Z,+10,Intraday 1Min,93.98,93.98,93.98,93.98,10
YBAc10,YBAZ6,Market Price,2004-06-15T22:54:00.000000000Z,+10,Intraday 1Min,93.98,93.98,93.98,93.98,77
YBAc10,YBAZ6,Market Price,2004-06-17T06:25:00.000000000Z,+10,Intraday 1Min,94.01,94.01,94.01,94.01,10
YBAc10,YBAZ6,Market Price,2004-06-18T06:29:00.000000000Z,+10,Intraday 1Min,94.05,94.05,94.05,94.05,20
YBAc10,YBAZ6,Market Price,2004-07-01T00:28:00.000000000Z,+10,Intraday 1Min,93.89,93.89,93.89,93.89,33
YBAc10,YBAZ6,Market Price,2004-07-02T06:13:00.000000000Z,+10,Intraday 1Min,93.84,93.84,93.84,93.84,1
YBAc10,YBAZ6,Market Price,2004-07-06T00:21:00.000000000Z,+10,Intraday 1Min,93.91,93.91,93.91,93.91,60
YBAc10,YBAZ6,Market Price,2004-07-06T00:23:00.000000000Z,+10,Intraday 1Min,93.91,93.91,93.91,93.91,40
YBAc10,YBAZ6,Market Price,2004-07-06T03:57:00.000000000Z,+10,Intraday 1Min,93.95,93.95,93.95,93.95,80
YBAc10,YBAZ6,Market Price,2004-07-06T23:55:00.000000000Z,+10,Intraday 1Min,93.93,93.93,93.93,93.93,2
YBAc10,YBAZ6,Market Price,2004-07-07T02:21:00.000000000Z,+10,Intraday 1Min,93.96,93.96,93.96,93.96,50
YBAc10,YBAZ6,Market Price,2004-07-07T02:24:00.000000000Z,+10,Intraday 1Min,93.95,93.95,93.95,93.95,50
YBAc10,YBAZ6,Market Price,2004-07-07T06:29:00.000000000Z,+10,Intraday 1Min,93.94,93.94,93.94,93.94,50
YBAc10,YBAZ6,Market Price,2004-07-07T23:41:00.000000000Z,+10,Intraday 1Min,93.98,93.98,93.98,93.98,20
YBAc10,YBAZ6,Market Price,2004-07-08T01:38:00.000000000Z,+10,Intraday 1Min,94,94,94,94,1
YBAc10,YBAZ6,Market Price,2004-07-13T05:53:00.000000000Z,+10,Intraday 1Min,94.07,94.07,94.07,94.07,50
YBAc10,YBAZ6,Market Price,2004-07-13T05:54:00.000000000Z,+10,Intraday 1Min,94.07,94.07,94.07,94.07,50
YBAc10,YBAZ6,Market Price,2004-07-13T06:24:00.000000000Z,+10,Intraday 1Min,94.08,94.08,94.08,94.08,50
YBAc10,YBAZ6,Market Price,2004-07-13T06:28:00.000000000Z,+10,Intraday 1Min,94.08,94.08,94.08,94.08,10
YBAc10,YBAZ6,Market Price,2004-07-19T06:30:00.000000000Z,+10,Intraday 1Min,94.08,94.08,94.08,94.08,1
YBAc10,YBAZ6,Market Price,2004-07-21T06:28:00.000000000Z,+10,Intraday 1Min,93.98,93.98,93.98,93.98,1
YBAc10,YBAZ6,Market Price,2004-07-22T06:29:00.000000000Z,+10,Intraday 1Min,94.02,94.02,94.02,94.02,10
YBAc10,YBAZ6,Market Price,2004-07-26T00:38:00.000000000Z,+10,Intraday 1Min,94.06,94.06,94.06,94.06,75
YBAc10,YBAZ6,Market Price,2004-07-26T06:29:00.000000000Z,+10,Intraday 1Min,94.05,94.05,94.05,94.05,1
YBAc10,YBAZ6,Market Price,2004-07-26T23:12:00.000000000Z,+10,Intraday 1Min,94.01,94.01,94.01,94.01,15
YBAc10,YBAZ6,Market Price,2004-07-26T23:20:00.000000000Z,+10,Intraday 1Min,94,94,94,94,15
YBAc10,YBAZ6,Market Price,2004-07-27T06:29:00.000000000Z,+10,Intraday 1Min,94.01,94.01,94.01,94.01,1
YBAc10,YBAZ6,Market Price,2004-07-28T02:11:00.000000000Z,+10,Intraday 1Min,93.94,93.94,93.94,93.94,50
YBAc10,YBAZ6,Market Price,2004-07-28T02:19:00.000000000Z,+10,Intraday 1Min,93.92,93.92,93.92,93.92,1
YBAc10,YBAZ6,Market Price,2004-07-30T06:29:00.000000000Z,+10,Intraday 1Min,93.88,93.88,93.88,93.88,1
YBAc10,YBAZ6,Market Price,2004-08-04T02:23:00.000000000Z,+10,Intraday 1Min,94,94,94,94,1
YBAc10,YBAZ6,Market Price,2004-08-04T05:43:00.000000000Z,+10,Intraday 1Min,94.03,94.03,94.03,94.03,1
YBAc10,YBAZ6,Market Price,2004-08-05T05:11:00.000000000Z,+10,Intraday 1Min,94.03,94.03,94.03,94.03,1
YBAc10,YBAZ6,Market Price,2004-08-10T06:25:00.000000000Z,+10,Intraday 1Min,94.13,94.13,94.13,94.13,1
YBAc10,YBAZ6,Market Price,2004-08-13T01:04:00.000000000Z,+10,Intraday 1Min,94.1,94.1,94.1,94.1,2
YBAc10,YBAZ6,Market Price,2004-08-24T06:18:00.000000000Z,+10,Intraday 1Min,94.08,94.08,94.08,94.08,5
YBAc10,YBAZ6,Market Price,2004-08-26T01:44:00.000000000Z,+10,Intraday 1Min,94.1,94.1,94.1,94.1,1
YBAc10,YBAZ6,Market Price,2004-08-26T02:04:00.000000000Z,+10,Intraday 1Min,94.1,94.1,94.1,94.1,29
YBAc10,YBAZ6,Market Price,2004-08-27T06:27:00.000000000Z,+10,Intraday 1Min,94.18,94.18,94.18,94.18,120
YBAc10,YBAZ6,Market Price,2004-08-31T06:29:00.000000000Z,+10,Intraday 1Min,94.12,94.12,94.12,94.12,20
YBAc10,YBAZ6,Market Price,2004-08-31T07:19:00.000000000Z,+10,Intraday 1Min,94.15,94.15,94.15,94.15,5
YBAc10,YBAZ6,Market Price,2004-08-31T22:49:00.000000000Z,+10,Intraday 1Min,94.16,94.16,94.16,94.16,30
YBAc10,YBAZ6,Market Price,2004-09-02T00:15:00.000000000Z,+10,Intraday 1Min,94.22,94.22,94.22,94.22,40
YBAc10,YBAZ6,Market Price,2004-09-02T02:05:00.000000000Z,+10,Intraday 1Min,94.25,94.25,94.25,94.25,25
YBAc10,YBAZ6,Market Price,2004-09-02T04:08:00.000000000Z,+10,Intraday 1Min,94.24,94.24,94.24,94.24,2
YBAc10,YBAZ6,Market Price,2004-09-02T05:59:00.000000000Z,+10,Intraday 1Min,94.24,94.24,94.24,94.24,10
YBAc10,YBAZ6,Market Price,2004-09-03T00:20:00.000000000Z,+10,Intraday 1Min,94.21,94.21,94.21,94.21,20
YBAc10,YBAZ6,Market Price,2004-09-03T06:23:00.000000000Z,+10,Intraday 1Min,94.21,94.21,94.21,94.21,10
YBAc10,YBAZ6,Market Price,2004-09-06T03:54:00.000000000Z,+10,Intraday 1Min,94.08,94.08,94.08,94.08,1
YBAc10,YBAZ6,Market Price,2004-09-06T03:56:00.000000000Z,+10,Intraday 1Min,94.08,94.08,94.08,94.08,19
YBAc10,YBAZ6,Market Price,2004-09-08T02:01:00.000000000Z,+10,Intraday 1Min,94.08,94.08,94.08,94.08,20
YBAc10,YBAH7,Market Price,2004-09-09T04:51:00.000000000Z,+10,Intraday 1Min,94.19,94.19,94.19,94.19,1
YBAc10,YBAH7,Market Price,2004-09-09T04:52:00.000000000Z,+10,Intraday 1Min,94.19,94.19,94.19,94.19,2
YBAc10,YBAH7,Market Price,2004-09-09T05:06:00.000000000Z,+10,Intraday 1Min,94.2,94.2,94.2,94.2,3
YBAc10,YBAH7,Market Price,2004-09-14T06:16:00.000000000Z,+10,Intraday 1Min,94.28,94.28,94.28,94.28,20
YBAc10,YBAH7,Market Price,2004-09-15T23:58:00.000000000Z,+10,Intraday 1Min,94.3,94.3,94.3,94.3,40
YBAc10,YBAH7,Market Price,2004-09-15T23:59:00.000000000Z,+10,Intraday 1Min,94.3,94.3,94.3,94.3,20
YBAc10,YBAH7,Market Price,2004-09-16T06:16:00.000000000Z,+10,Intraday 1Min,94.34,94.34,94.34,94.34,43
YBAc10,YBAH7,Market Price,2004-09-17T04:39:00.000000000Z,+10,Intraday 1Min,94.37,94.37,94.37,94.37,68
YBAc10,YBAH7,Market Price,2004-09-17T04:45:00.000000000Z,+10,Intraday 1Min,94.37,94.37,94.37,94.37,36
YBAc10,YBAH7,Market Price,2004-09-17T04:53:00.000000000Z,+10,Intraday 1Min,94.37,94.37,94.37,94.37,114
YBAc10,YBAH7,Market Price,2004-09-17T05:06:00.000000000Z,+10,Intraday 1Min,94.37,94.37,94.37,94.37,100
YBAc10,YBAH7,Market Price,2004-09-17T06:01:00.000000000Z,+10,Intraday 1Min,94.37,94.37,94.37,94.37,20
YBAc10,YBAH7,Market Price,2004-09-20T01:41:00.000000000Z,+10,Intraday 1Min,94.34,94.34,94.34,94.34,100
YBAc10,YBAH7,Market Price,2004-09-20T01:43:00.000000000Z,+10,Intraday 1Min,94.34,94.34,94.34,94.34,100
YBAc10,YBAH7,Market Price,2004-09-20T03:40:00.000000000Z,+10,Intraday 1Min,94.34,94.34,94.34,94.34,2
YBAc10,YBAH7,Market Price,2004-09-20T06:24:00.000000000Z,+10,Intraday 1Min,94.32,94.32,94.32,94.32,20
YBAc10,YBAH7,Market Price,2004-10-06T01:28:00.000000000Z,+10,Intraday 1Min,94.22,94.22,94.22,94.22,10
YBAc10,YBAH7,Market Price,2004-10-06T05:07:00.000000000Z,+10,Intraday 1Min,94.2,94.2,94.2,94.2,20
YBAc10,YBAH7,Market Price,2004-10-07T01:07:00.000000000Z,+10,Intraday 1Min,94.19,94.19,94.19,94.19,50
YBAc10,YBAH7,Market Price,2004-10-14T05:29:00.000000000Z,+10,Intraday 1Min,94.31,94.31,94.31,94.31,10
YBAc10,YBAH7,Market Price,2004-10-18T05:57:00.000000000Z,+10,Intraday 1Min,94.34,94.34,94.34,94.34,1
YBAc10,YBAH7,Market Price,2004-10-19T23:01:00.000000000Z,+10,Intraday 1Min,94.35,94.35,94.35,94.35,50
YBAc10,YBAH7,Market Price,2004-10-19T23:02:00.000000000Z,+10,Intraday 1Min,94.35,94.35,94.35,94.35,50
