Date-Time,FEIcm1_ohlcv_1d_FEIcm2_ohlcv_1d_FEIcm3_ohlcv_1d_butterfly,FEIcm2_ohlcv_1d_FEIcm3_ohlcv_1d_FEIcm4_ohlcv_1d_butterfly,FEIcm3_ohlcv_1d_FEIcm4_ohlcv_1d_FEIcm5_ohlcv_1d_butterfly,FEIcm4_ohlcv_1d_FEIcm5_ohlcv_1d_FEIcm6_ohlcv_1d_butterfly,FEIcm5_ohlcv_1d_FEIcm6_ohlcv_1d_FEIcm7_ohlcv_1d_butterfly,FEIcm6_ohlcv_1d_FEIcm7_ohlcv_1d_FEIcm8_ohlcv_1d_butterfly,FEIcm7_ohlcv_1d_FEIcm8_ohlcv_1d_FEIcm9_ohlcv_1d_butterfly,FEIcm8_ohlcv_1d_FEIcm9_ohlcv_1d_FEIcm10_ohlcv_1d_butterfly,FEIcm9_ohlcv_1d_FEIcm10_ohlcv_1d_FEIcm11_ohlcv_1d_butterfly,FEIcm10_ohlcv_1d_FEIcm11_ohlcv_1d_FEIcm12_ohlcv_1d_butterfly,FEIcm11_ohlcv_1d_FEIcm12_ohlcv_1d_FEIcm13_ohlcv_1d_butterfly,FEIcm12_ohlcv_1d_FEIcm13_ohlcv_1d_FEIcm14_ohlcv_1d_butterfly,FEIcm13_ohlcv_1d_FEIcm14_ohlcv_1d_FEIcm15_ohlcv_1d_butterfly,FEIcm14_ohlcv_1d_FEIcm15_ohlcv_1d_FEIcm16_ohlcv_1d_butterfly
2009-02-16 00:00:00+00:00,-0.07,-0.06,0.0275,-0.0525,-0.005,-0.0225,0.0425,-0.0225,0.015,-0.0125,,,,
2009-02-17 00:00:00+00:00,-0.0775,-0.0525,0.0225,-0.0525,-0.005,-0.0175,0.0275,-0.0225,0.0225,0.0025,0.015,,,
2009-02-18 00:00:00+00:00,-0.0625,-0.0475,0.0225,-0.0525,-0.0075,-0.0125,0.025,-0.0125,0.005,0.0075,,,,
2009-02-19 00:00:00+00:00,-0.065,-0.05,0.035,-0.0525,-0.0025,-0.015,0.03,-0.02,0.015,-0.0025,,,,
2009-02-20 00:00:00+00:00,-0.07,-0.05,0.0225,-0.05,-0.005,-0.0175,0.03,-0.01,0.01,0.0025,0.0275,0.02,,
2009-02-23 00:00:00+00:00,-0.0575,-0.0525,0.03,-0.0575,-0.005,-0.015,0.025,-0.005,0.01,-0.0075,0.025,0.0625,,
2009-02-24 00:00:00+00:00,-0.0775,-0.0525,0.0325,-0.05,-0.0025,-0.0175,0.035,-0.025,0.025,-0.015,0.035,-0.0075,0.04,-0.0125
2009-02-25 00:00:00+00:00,-0.07,-0.06,0.0375,-0.0475,-0.0075,-0.0125,0.0325,-0.025,0.02,0.0125,0.0375,-0.0075,,
2009-02-26 00:00:00+00:00,-0.0825,-0.0625,0.0375,-0.0475,-0.0075,-0.01,0.025,-0.0075,0.015,-0.0075,0.0925,-0.0175,,
2009-02-27 00:00:00+00:00,-0.0875,-0.0625,0.04,-0.045,-0.0075,-0.02,0.0375,-0.025,0.025,-0.0075,0.065,-0.005,0.015,
2009-03-02 00:00:00+00:00,-0.0875,-0.0675,0.0375,-0.0475,-0.01,-0.0125,0.03,-0.02,0.02,-0.0075,0.0625,,,
2009-03-03 00:00:00+00:00,-0.105,-0.07,0.0425,-0.0425,-0.01,-0.01,0.0175,-0.01,0.0075,0.0075,0.0375,0.0225,,
2009-03-04 00:00:00+00:00,-0.1075,-0.0675,0.0375,-0.055,0.005,-0.0175,0.0175,-0.0125,0.02,-0.0025,0.0525,0.0225,,
2009-03-05 00:00:00+00:00,-0.095,-0.0625,0.0325,-0.065,0,-0.0175,0.0275,-0.0125,0.01,-0.01,0.05,0.0225,,
2009-03-06 00:00:00+00:00,-0.09,-0.0575,0.04,-0.0575,-0.005,-0.015,0.0225,-0.0175,0.01,-0.0075,0.0575,0.02,-0.035,0.02
2009-03-09 00:00:00+00:00,-0.0825,-0.0475,0.05,-0.0625,-0.005,-0.0175,0.025,-0.0175,0.0125,-0.0075,0.0575,,,
2009-03-10 00:00:00+00:00,-0.0775,-0.065,0.0625,-0.0575,-0.005,-0.015,0.025,-0.02,0.0125,-0.0075,0.0575,,,
2009-03-11 00:00:00+00:00,-0.09,-0.07,0.0725,-0.0525,-0.005,-0.02,0.0225,-0.015,0.015,-0.0125,0.05,,,
2009-03-12 00:00:00+00:00,-0.1125,-0.0675,0.0625,-0.055,-0.0025,-0.0125,0.02,-0.0175,0.0125,-0.0075,0.06,,,
2009-03-13 00:00:00+00:00,-0.1125,-0.06,0.065,-0.065,0,-0.015,0.0275,-0.025,0.01,-0.0025,0.04,-0.0075,0.03,-0.015
2009-03-16 00:00:00+00:00,-0.0925,-0.0825,0.0625,-0.06,-0.0025,-0.015,0.025,-0.01,0.0075,-0.0075,0.0475,-0.02,,
2009-03-17 00:00:00+00:00,-0.0775,0.0625,-0.05,0,-0.0175,0.0325,-0.0125,0.005,-0.005,0.055,0.01,-0.03,0.055,
2009-03-18 00:00:00+00:00,-0.08,0.0625,-0.0575,-0.0025,-0.0175,0.03,-0.03,0.0275,-0.0025,0.0375,,,,
2009-03-19 00:00:00+00:00,-0.075,0.0625,-0.06,0.005,-0.02,0.035,-0.0125,0.0075,-0.0125,0.05,0.03,-0.0325,0.0225,
2009-03-20 00:00:00+00:00,-0.0725,0.0425,-0.0425,-0.015,-0.02,0.0375,-0.005,0,-0.0025,0.0375,-0.0075,,,
2009-03-23 00:00:00+00:00,-0.0775,0.0575,-0.055,-0.005,-0.0275,0.045,-0.015,0.0125,-0.005,0.0375,-0.0075,-0.005,0.035,-0.015
2009-03-24 00:00:00+00:00,-0.0725,0.05,-0.0525,-0.0075,-0.0225,0.03,-0.0075,0.0125,-0.0125,0.045,,,,
2009-03-25 00:00:00+00:00,-0.075,0.04,-0.05,-0.005,-0.0225,0.04,-0.0075,0.0125,-0.0075,0.0375,,,,
2009-03-26 00:00:00+00:00,-0.07,0.03,-0.045,-0.005,-0.02,0.0375,0,0.01,-0.0075,0.0475,,,,
2009-03-27 00:00:00+00:00,-0.075,0.0375,-0.05,-0.015,-0.015,0.035,-0.0075,0.0125,-0.0025,0.04,0.01,-0.005,,
2009-03-30 00:00:00+00:00,-0.075,0.03,-0.055,-0.01,-0.0225,0.04,-0.015,0.0175,-0.0125,0.045,-0.01,0.01,,
2009-03-31 00:00:00+00:00,-0.0775,0.0475,-0.0575,-0.0125,-0.025,0.0325,-0.0125,0.015,-0.0025,0.04,-0.005,,,
2009-04-01 00:00:00+00:00,-0.0825,0.06,-0.055,-0.0125,-0.035,0.0275,-0.0075,0.015,-0.0075,0.045,,,,
2009-04-02 00:00:00+00:00,-0.0875,0.06,-0.0575,-0.005,-0.03,0.0425,-0.0125,0.0075,0.0025,0.0525,0.0575,,,
2009-04-03 00:00:00+00:00,-0.0775,0.055,-0.0525,0.0025,-0.02,0.04,-0.0025,0.0225,-0.0075,0.05,-0.03,,,
2009-04-06 00:00:00+00:00,-0.08,0.045,-0.0375,0.005,-0.0275,0.0425,-0.005,0.0175,-0.005,0.0625,-0.0125,,,
2009-04-07 00:00:00+00:00,-0.0775,0.0425,-0.04,0.005,-0.02,0.03,-0.005,0.015,0.0025,0.055,-0.0225,0.01,,
2009-04-08 00:00:00+00:00,-0.0725,0.05,-0.05,0.005,-0.0225,0.03,-0.0075,0.0125,0.01,0.0475,,,,
2009-04-09 00:00:00+00:00,-0.0825,0.0425,-0.045,-0.0025,-0.0125,0.025,-0.01,0.0175,-0.0025,0.04,,,,
2009-04-14 00:00:00+00:00,-0.085,0.045,-0.045,0,-0.0225,0.0325,-0.0075,0.01,0.0025,0.035,-0.0025,,,
2009-04-15 00:00:00+00:00,-0.0875,0.0425,-0.0525,0.005,-0.0175,0.0325,-0.01,0.01,0.005,0.035,0.005,,,
2009-04-16 00:00:00+00:00,-0.0925,0.045,-0.045,0.0075,-0.03,0.0375,-0.0175,0.02,0,0.0475,-0.02,0.0025,,
2009-04-17 00:00:00+00:00,-0.0875,0.055,-0.045,0.0075,-0.0225,0.0275,-0.01,0.02,0.0025,0.0375,0.025,-0.0225,,
2009-04-20 00:00:00+00:00,-0.0775,0.0375,-0.045,0,-0.025,0.0325,-0.01,0.015,-0.0025,0.06,-0.08,0.065,,
2009-04-21 00:00:00+00:00,-0.085,0.0425,-0.0425,0.0025,-0.0175,0.0275,-0.015,0.0175,0.005,0.0375,0.01,-0.03,0.035,-0.01
2009-04-22 00:00:00+00:00,-0.08,0.0325,-0.0425,0.0025,-0.02,0.0375,-0.0175,0.015,0,0.0475,0.0025,0.015,,
2009-04-23 00:00:00+00:00,-0.0775,0.0375,-0.0475,0,-0.02,0.035,-0.0125,0.02,-0.0075,0.06,-0.0125,0,0.005,0.0025
2009-04-24 00:00:00+00:00,-0.08,0.035,-0.0475,0,-0.02,0.0325,-0.0125,0.015,0,0.05,-0.0175,,,
2009-04-26 00:00:00+00:00,,,,,,,,,,,,,,
2009-04-27 00:00:00+00:00,-0.075,0.0325,-0.0575,0,-0.02,0.0325,-0.0175,0.015,0.0025,0.04,0.02,,,
2009-04-28 00:00:00+00:00,-0.0675,0.015,-0.0425,0.005,-0.0325,0.0275,-0.0125,0.0175,0.0025,0.045,-0.0175,0.02,0.005,-0.0075
2009-04-29 00:00:00+00:00,-0.075,0.0375,-0.055,0,-0.0325,0.025,-0.0075,0.015,-0.01,0.055,-0.0125,0.0275,,
2009-04-30 00:00:00+00:00,-0.0725,0.04,-0.0575,-0.005,-0.025,0.0225,-0.015,0.0125,-0.0025,0.0475,-0.01,0.0025,0.005,0.035
2009-05-01 00:00:00+00:00,-0.0775,0.045,-0.06,0,-0.0275,0.025,-0.0175,0.01,0.0025,0.0425,,,,
2009-05-04 00:00:00+00:00,-0.0775,0.045,-0.0475,-0.005,-0.03,0.0275,-0.015,0.01,0.0025,0.0375,0,0.0175,-0.0225,0.0225
2009-05-05 00:00:00+00:00,-0.08,0.045,-0.0575,-0.0025,-0.0225,0.0225,-0.015,0.015,0.0025,0.045,-0.0025,0.0225,,
2009-05-06 00:00:00+00:00,-0.075,0.0325,-0.05,0,-0.03,0.025,-0.015,0.015,-0.0025,0.045,-0.02,0.0225,0.0025,0.01
2009-05-07 00:00:00+00:00,-0.095,0.03,-0.0575,0,-0.03,0.0275,-0.015,0.02,0.0025,0.035,0.0125,-0.0025,0,0.06
2009-05-08 00:00:00+00:00,-0.1,0.025,-0.0575,-0.005,-0.03,0.0225,-0.01,0.0175,0.005,0.0475,-0.03,0.0325,,
2009-05-11 00:00:00+00:00,-0.0875,0.0275,-0.0575,-0.0125,-0.03,0.0275,-0.01,0.0175,0.005,0.0425,-0.0075,0.01,-0.005,0.045
2009-05-12 00:00:00+00:00,-0.085,0.0275,-0.0525,-0.0025,-0.035,0.03,-0.0075,0.015,0.005,0.0425,-0.02,0.0075,,
2009-05-13 00:00:00+00:00,-0.085,0.0225,-0.0525,-0.005,-0.035,0.03,-0.015,0.015,0,0.0375,0,0.0175,,
2009-05-14 00:00:00+00:00,-0.0925,0.03,-0.06,-0.005,-0.035,0.03,-0.015,0.02,-0.0075,0.0475,-0.0075,0.01,0.005,0.02
2009-05-15 00:00:00+00:00,-0.0975,0.0225,-0.05,-0.01,-0.0375,0.025,-0.0125,0.0125,0.005,0.04,0.0125,-0.01,,
2009-05-18 00:00:00+00:00,-0.0875,0.0125,-0.055,-0.005,-0.04,0.025,-0.015,0.02,0.005,0.0375,0.0175,-0.01,0,0.005
2009-05-19 00:00:00+00:00,-0.0875,0.015,-0.0525,-0.0125,-0.04,0.035,-0.0175,0.0175,0.005,0.0425,-0.0075,0.0075,,
2009-05-20 00:00:00+00:00,-0.095,0.0175,-0.0625,-0.0075,-0.035,0.0325,-0.0125,0.0175,0,0.0425,-0.02,0.02,0.005,
2009-05-21 00:00:00+00:00,-0.07,-0.0175,-0.0425,-0.02,-0.0325,0.0325,-0.0175,0.02,0.005,0.055,-0.0025,-0.0125,-0.0125,
2009-05-22 00:00:00+00:00,-0.0825,0.015,-0.0625,-0.015,-0.0325,0.0275,-0.015,0.02,0,0.0425,0.015,-0.025,,
2009-05-25 00:00:00+00:00,-0.0875,0.015,-0.065,-0.0075,-0.0375,0.0325,-0.01,0.02,0,0.0425,-0.0075,0.015,,
2009-05-26 00:00:00+00:00,-0.0825,0.0125,-0.0675,-0.01,-0.0325,0.035,-0.015,0.025,-0.0025,0.0525,-0.01,0.0125,,
2009-05-27 00:00:00+00:00,-0.0925,0.0175,-0.065,-0.01,-0.035,0.0425,-0.0175,0.015,0.01,0.045,0.005,-0.0025,0.015,
2009-05-28 00:00:00+00:00,-0.0875,0.005,-0.07,-0.0125,-0.025,0.03,-0.0125,0.0125,0.0075,0.04,-0.01,0.02,,
2009-05-29 00:00:00+00:00,-0.0975,0.0075,-0.07,-0.0125,-0.03,0.03,-0.015,0.01,0.01,0.045,-0.0175,-0.0025,,
2009-06-01 00:00:00+00:00,-0.105,0.015,-0.065,-0.0125,-0.0325,0.035,-0.02,0.0175,-0.005,0.05,-0.0025,0.0275,,
2009-06-02 00:00:00+00:00,-0.1075,0.0075,-0.07,-0.015,-0.0275,0.03,-0.0175,0.0125,-0.0025,0.045,-0.0075,0.015,,
2009-06-03 00:00:00+00:00,-0.09,0.005,-0.0625,-0.015,-0.0325,0.025,-0.0175,0.01,0.0025,0.045,-0.02,0.0275,,
2009-06-04 00:00:00+00:00,-0.08,0.015,-0.0625,-0.0075,-0.0225,0.03,-0.0225,0.0125,0,0.0425,-0.0025,0.0325,,
2009-06-05 00:00:00+00:00,-0.1125,0.0325,-0.05,-0.0075,-0.0225,0.03,-0.015,0.015,0.0075,0.05,0.0075,-0.0025,0.0575,-0.0525
2009-06-07 00:00:00+00:00,,,,,,,,,,,,,,
2009-06-08 00:00:00+00:00,-0.1125,0.01,-0.0375,-0.0025,0,0.0375,-0.0075,0.015,0.0025,0.065,0.0025,-0.025,-0.04,0.09
2009-06-09 00:00:00+00:00,-0.0925,-0.0075,-0.0475,-0.0025,-0.0075,0.04,-0.0125,0.0175,0.0025,0.0475,-0.015,0.0325,,
2009-06-10 00:00:00+00:00,-0.1025,-0.005,-0.055,0.0025,-0.0075,0.045,-0.0075,0.0175,-0.0025,0.055,0,0.0075,,
2009-06-11 00:00:00+00:00,-0.1,-0.0075,-0.0575,-0.0025,-0.0025,0.05,-0.0075,0.0125,0.005,0.0475,0.0025,-0.0125,,
2009-06-12 00:00:00+00:00,-0.12,-0.0125,-0.04,-0.01,0.0025,0.0375,0,0.02,-0.0025,0.04,-0.0025,0.01,,
2009-06-15 00:00:00+00:00,-0.1125,-0.025,-0.055,-0.0025,-0.005,0.045,-0.0075,0.025,-0.0025,0.0425,-0.005,0.0225,-0.0075,-0.03
2009-06-16 00:00:00+00:00,-0.0225,-0.045,-0.005,-0.01,0.045,-0.0075,0.02,0,0.04,-0.005,0.0125,-0.0025,0.0325,-0.0075
2009-06-17 00:00:00+00:00,-0.02,-0.045,-0.0075,-0.005,0.035,-0.005,0.0175,0.005,0.03,0.005,0.0075,-0.005,,
2009-06-18 00:00:00+00:00,-0.025,-0.065,-0.0025,-0.0125,0.0425,0,0.015,0.01,0.035,-0.005,0.035,-0.025,,
2009-06-19 00:00:00+00:00,-0.0225,-0.075,-0.005,-0.015,0.035,-0.005,0.0275,0.0025,0.0375,-0.0075,0.01,0.0025,,
2009-06-22 00:00:00+00:00,-0.02,-0.07,-0.0075,-0.01,0.03,0,0.02,0.0075,0.04,-0.0175,0.0275,-0.035,,
2009-06-23 00:00:00+00:00,-0.0175,-0.07,-0.01,-0.0125,0.035,-0.0025,0.03,0.005,0.035,0,-0.01,0.01,,
2009-06-24 00:00:00+00:00,-0.015,-0.075,-0.015,-0.02,0.045,-0.0025,0.025,0.0075,0.035,-0.005,0.0075,0,,
2009-06-25 00:00:00+00:00,-0.01,-0.0775,-0.0175,-0.02,0.035,-0.0025,0.0275,0.0025,0.0375,0,-0.0275,0.0325,,
2009-06-26 00:00:00+00:00,-0.01,-0.08,-0.0175,-0.0225,0.0375,0.0025,0.0225,0.01,0.04,-0.0075,0.015,0,,
2009-06-28 00:00:00+00:00,,,,,,,,,,,,,,
2009-06-29 00:00:00+00:00,0.005,-0.08,-0.02,-0.0175,0.04,0.005,0.0275,0.005,0.04,-0.01,0.0125,-0.0025,,
2009-06-30 00:00:00+00:00,0.0075,-0.085,-0.01,-0.0225,0.0425,0.005,0.0225,0.01,0.0375,-0.0075,0.0125,-0.0025,,
2009-07-01 00:00:00+00:00,0.0025,-0.0775,-0.0225,-0.0175,0.0375,0.0075,0.02,0.015,0.0375,-0.0175,0.015,0.0075,,
2009-07-02 00:00:00+00:00,0,-0.08,-0.0175,-0.0275,0.0375,-0.005,0.025,0.0075,0.03,0.0025,0.0025,0.015,0.015,
2009-07-03 00:00:00+00:00,0.01,-0.075,-0.02,-0.0325,0.0375,-0.0025,0.0175,0.005,0.04,-0.01,0.025,0,,
2009-07-05 00:00:00+00:00,,,,,,,,,,,,,,
2009-07-06 00:00:00+00:00,0.005,-0.065,-0.0225,-0.03,0.03,-0.005,0.02,0.0075,0.04,-0.0025,0.015,-0.005,,
2009-07-07 00:00:00+00:00,0.0075,-0.0675,-0.02,-0.03,0.0275,-0.005,0.0225,0.0025,0.0375,-0.005,0.015,-0.005,,
2009-07-08 00:00:00+00:00,0.015,-0.065,-0.025,-0.035,0.04,-0.0125,0.0175,0.0075,0.045,-0.0075,0.0175,0.0025,,
2009-07-09 00:00:00+00:00,0.01,-0.0625,-0.0225,-0.03,0.0275,0,0.0175,0.015,0.04,0,0.0025,0.0075,,
2009-07-10 00:00:00+00:00,0.01,-0.055,-0.0175,-0.0325,0.0275,-0.0025,0.02,0.0125,0.035,0.0125,0.005,0.0025,,
2009-07-13 00:00:00+00:00,0.01,-0.0625,-0.0175,-0.035,0.035,-0.0025,0.0225,0.0125,0.0325,0.01,0.01,0.005,,
2009-07-14 00:00:00+00:00,0.0125,-0.07,-0.0225,-0.0275,0.0375,0,0.025,0.0175,0.04,-0.0025,0.005,0.0075,,
2009-07-15 00:00:00+00:00,0.005,-0.0675,-0.01,-0.025,0.0375,0.0025,0.02,0.0175,0.0375,0.01,0.005,0.005,,
2009-07-16 00:00:00+00:00,-0.0125,-0.0625,-0.015,-0.0225,0.03,-0.0025,0.0275,0.01,0.045,0.0075,0.01,-0.005,-0.0075,
2009-07-17 00:00:00+00:00,-0.0025,-0.0625,-0.0175,-0.02,0.03,0.005,0.02,0.02,0.0225,0.0125,0.0225,-0.01,,
2009-07-20 00:00:00+00:00,-0.005,-0.07,-0.0175,-0.015,0.0375,0.005,0.0175,0.015,0.035,0.005,0.0025,0.01,,
2009-07-21 00:00:00+00:00,-0.0075,-0.07,-0.0175,-0.02,0.035,0.0025,0.025,0.01,0.035,0,0.02,0.0025,,
2009-07-22 00:00:00+00:00,-0.0075,-0.0675,-0.0175,-0.02,0.035,0,0.0275,0.0075,0.035,0.0025,0.02,-0.005,0.0075,
2009-07-23 00:00:00+00:00,-0.015,-0.065,-0.015,-0.0075,0.0425,-0.0075,0.03,0.0075,0.0325,0.0125,0.01,0.0075,,
2009-07-24 00:00:00+00:00,-0.02,-0.0675,-0.01,-0.0075,0.035,0,0.025,0.005,0.0375,0.0075,0.01,0.0075,,
2009-07-27 00:00:00+00:00,-0.0125,-0.075,-0.0175,0,0.0425,0.005,0.0275,0.01,0.035,0.0025,0.0125,-0.005,,
2009-07-28 00:00:00+00:00,-0.0125,-0.08,-0.01,-0.0025,0.0475,0.005,0.0225,0.0125,0.035,-0.0075,0.0175,0.015,-0.0075,
2009-07-29 00:00:00+00:00,-0.0275,-0.0825,-0.005,0.0025,0.04,0.01,0.025,0.005,0.04,-0.0075,0.015,0.0025,0.0275,
2009-07-30 00:00:00+00:00,-0.0325,-0.095,-0.005,0,0.055,0.005,0.0225,0.0175,0.025,0.01,0.0025,-0.005,,
2009-07-31 00:00:00+00:00,-0.0275,-0.0875,-0.015,-0.0075,0.0475,0.0025,0.0275,0.0125,0.04,-0.0075,0.0175,-0.0125,,
2009-08-03 00:00:00+00:00,-0.0675,-0.0575,-0.0125,0.0025,0.055,0.005,0.0275,0.0225,0.035,-0.0025,0.0125,-0.0075,,
2009-08-04 00:00:00+00:00,-0.03,-0.0775,-0.0025,0.0025,0.05,0.0125,0.03,0.025,0.03,-0.0025,-0.0025,0.0025,,
2009-08-05 00:00:00+00:00,-0.02,-0.0725,-0.01,0.015,0.0525,0.01,0.0325,0.01,0.0375,0.0075,-0.0125,0.0075,,
2009-08-06 00:00:00+00:00,-0.0325,-0.075,-0.005,0.01,0.0625,0.005,0.0325,0.015,0.0375,-0.0025,0.0025,-0.015,,
2009-08-07 00:00:00+00:00,-0.0525,-0.065,0.01,0.025,0.0575,0.015,0.03,0.01,0.045,-0.01,0.005,-0.015,0.07,
2009-08-10 00:00:00+00:00,-0.0375,-0.085,0.005,0.0225,0.0625,0.02,0.0175,0.0175,0.04,-0.0075,-0.0025,-0.005,,
2009-08-11 00:00:00+00:00,-0.0375,-0.0825,0.005,0.01,0.06,0.01,0.0275,0.025,0.0275,-0.005,0.005,-0.0125,0.04,
2009-08-12 00:00:00+00:00,-0.0575,-0.09,-0.0075,0.015,0.06,0.0175,0.0325,0.0125,0.04,-0.0025,0.0075,-0.005,,
2009-08-13 00:00:00+00:00,-0.0525,-0.075,-0.01,0.0025,0.0575,0.015,0.035,0.01,0.0375,-0.005,0.0025,0.0025,-0.065,
2009-08-14 00:00:00+00:00,-0.06,-0.075,-0.0075,0.0075,0.0475,0.015,0.0275,0.015,0.035,-0.0075,0.015,-0.015,0.0175,
2009-08-17 00:00:00+00:00,-0.04,-0.0725,-0.005,0.005,0.04,0.02,0.0275,0.01,0.03,-0.0175,0.025,-0.005,0.025,-0.0225
2009-08-18 00:00:00+00:00,-0.0325,-0.0675,-0.01,0.0025,0.0475,0.0125,0.0275,0.01,0.035,-0.01,0,0,0.01,0.035
2009-08-19 00:00:00+00:00,-0.045,-0.065,-0.0075,0.005,0.0375,0.02,0.02,0.02,0.02,-0.005,0.0075,-0.005,0.0125,
2009-08-20 00:00:00+00:00,-0.0475,-0.065,-0.01,0.005,0.04,0.02,0.015,0.0175,0.0275,0,-0.0025,-0.0075,,
2009-08-21 00:00:00+00:00,-0.06,-0.0625,-0.005,0.02,0.0425,0.0225,0.0225,0.01,0.0175,0.01,0.0025,-0.01,,
2009-08-24 00:00:00+00:00,-0.05,-0.0775,-0.0125,0.015,0.05,0.0075,0.03,0.0025,0.0375,-0.0075,0,0.0125,,
2009-08-25 00:00:00+00:00,-0.0525,-0.0775,-0.01,0.02,0.0425,0.015,0.02,0.0125,0.0275,0.0025,-0.01,0.0075,,
2009-08-26 00:00:00+00:00,-0.0575,-0.0675,-0.005,0.0175,0.03,0.02,0.0225,0.005,0.0325,-0.005,0.0075,-0.005,,
2009-08-27 00:00:00+00:00,-0.065,-0.065,0,0.0075,0.0375,0.0125,0.025,0.005,0.03,0,0.005,0,,
2009-08-28 00:00:00+00:00,-0.0825,-0.06,-0.005,0.015,0.04,0.01,0.025,0.005,0.03,0,0.0075,0,,
2009-08-31 00:00:00+00:00,-0.08,-0.0625,-0.0025,0.0075,0.0325,0.0125,0.025,0.005,0.0275,-0.0025,0.0175,-0.025,,
2009-09-01 00:00:00+00:00,-0.07,-0.06,-0.0075,0.0025,0.03,0.015,0.0175,0.005,0.0275,0.0025,0.0025,-0.005,-0.01,
2009-09-02 00:00:00+00:00,-0.06,-0.0625,0.005,-0.005,0.0275,0.0125,0.02,0.005,0.03,-0.005,0.0075,-0.01,0.0275,
2009-09-03 00:00:00+00:00,-0.0875,-0.0625,-0.005,-0.0025,0.03,0.01,0.025,0.0025,0.04,-0.0075,0.0125,-0.0125,0.02,
2009-09-04 00:00:00+00:00,-0.0925,-0.0675,-0.01,-0.0025,0.0325,0.01,0.025,0.0075,0.0375,-0.0075,0.0025,0,,
2009-09-07 00:00:00+00:00,-0.09,-0.085,-0.015,0.0025,0.0275,0.0125,0.0275,0.0025,0.0425,-0.0125,0.02,-0.0075,,
2009-09-08 00:00:00+00:00,-0.105,-0.075,-0.02,0.0025,0.025,0.0075,0.0375,0.005,0.035,-0.005,0.0175,-0.02,0.025,
2009-09-09 00:00:00+00:00,-0.11,-0.075,-0.02,0,0.035,-0.005,0.0525,0.0025,0.0225,0.0025,0.005,0.0025,,
2009-09-10 00:00:00+00:00,-0.1125,-0.0725,-0.02,-0.0125,0.03,0.01,0.0325,0.005,0.0325,-0.0025,0.01,-0.0125,0.0225,0.005
2009-09-11 00:00:00+00:00,-0.1175,-0.0725,-0.005,-0.01,0.02,0.01,0.025,0.01,0.035,-0.0125,0.02,0,,
2009-09-13 00:00:00+00:00,,,,,,,,,,,,,,
2009-09-14 00:00:00+00:00,-0.1125,-0.0625,-0.0125,-0.0125,0.0175,0.0075,0.035,0.0125,0.03,0,0.0125,0,0.0225,
2009-09-15 00:00:00+00:00,-0.0725,-0.005,-0.0125,0.0175,0.0075,0.035,0.0175,0.0275,-0.0075,0.0225,-0.0125,0.0375,-0.025,0.01
2009-09-16 00:00:00+00:00,-0.0675,-0.0175,-0.005,0.02,0.0125,0.0225,0.015,0.035,-0.0025,0.015,0.0025,0.0275,,
2009-09-17 00:00:00+00:00,-0.0625,-0.02,-0.0075,0.0225,0.0125,0.0225,0.0125,0.0375,-0.015,0.0325,-0.01,0.02,,
2009-09-18 00:00:00+00:00,-0.0575,-0.02,-0.005,0.025,0.015,0.0225,0.0075,0.0275,0.01,0.0125,0.01,0.015,,
2009-09-21 00:00:00+00:00,-0.0625,-0.0125,-0.015,0.025,0.0125,0.025,0.0125,0.0275,0.0075,0.01,0,0.025,,
2009-09-22 00:00:00+00:00,-0.0575,-0.0275,-0.0025,0.0275,0.0075,0.03,0.01,0.0225,0.0125,0.01,-0.0025,0.025,,
2009-09-23 00:00:00+00:00,-0.0675,-0.0175,-0.01,0.0275,0.0075,0.0225,0.01,0.03,0.0075,0.0075,-0.01,0.0375,,
2009-09-24 00:00:00+00:00,-0.055,-0.015,-0.01,0.025,0.01,0.0125,0.0075,0.035,0,0.015,0.0075,0.01,,
2009-09-25 00:00:00+00:00,-0.0575,-0.0125,0,0.025,0.0075,0.02,0.0025,0.03,0,0.02,-0.0025,0.0125,,
2009-09-28 00:00:00+00:00,-0.0525,-0.0175,0.0025,0.025,0.01,0.02,0.0025,0.025,-0.0025,0.02,-0.0025,0.03,,
2009-09-29 00:00:00+00:00,-0.0525,-0.02,0.005,0.03,0.0125,0.02,0,0.0275,0,0.02,-0.005,0.02,,
2009-09-30 00:00:00+00:00,-0.0575,-0.02,0.0025,0.0325,0.0125,0.015,0.005,0.03,-0.005,0.015,0.005,0.02,,
2009-10-01 00:00:00+00:00,-0.05,-0.0225,0.0025,0.03,0.005,0.015,0.005,0.0175,0.01,0.0125,0.005,0.0125,-0.0075,-0.005
2009-10-02 00:00:00+00:00,-0.0575,-0.015,-0.0075,0.0325,0.0075,0.02,-0.0025,0.035,-0.005,0.01,0.005,0.0125,,
2009-10-05 00:00:00+00:00,-0.0525,-0.02,-0.005,0.0325,0.0025,0.0225,0.0025,0.0275,0.0025,0.01,0.0025,0.02,,
2009-10-06 00:00:00+00:00,-0.05,-0.0175,-0.005,0.0275,0.0075,0.02,0.0025,0.035,-0.0125,0.02,-0.0025,0.02,,
2009-10-07 00:00:00+00:00,-0.04,-0.015,-0.0025,0.0175,0.0075,0.0225,0.0025,0.02,0.005,0.0175,-0.0075,0.025,,
2009-10-08 00:00:00+00:00,-0.04,-0.0125,-0.005,0.025,0,0.02,0.005,0.0275,-0.0025,0.0125,0.0025,0.0225,,
