Date-Time,Open,High,Low,Close,Volume
2006-01-03T00:00:00Z,96.695,96.695,96.67,96.67,1580.0
2006-01-04T00:00:00Z,96.75,96.76,96.75,96.76,400.0
2006-01-05T00:00:00Z,96.765,96.765,96.765,96.765,120.0
2006-01-06T00:00:00Z,96.78,96.78,96.78,96.78,87.0
2006-01-09T00:00:00Z,96.78,96.78,96.78,96.78,48.0
2006-01-10T00:00:00Z,96.79,96.79,96.77,96.77,161.0
2006-01-11T00:00:00Z,96.755,96.755,96.755,96.755,2.0
2006-01-12T00:00:00Z,96.74,96.78,96.74,96.78,602.0
2006-01-13T00:00:00Z,96.785,96.785,96.75,96.755,409.0
2006-01-16T00:00:00Z,96.75,96.75,96.75,96.75,120.0
2006-01-19T00:00:00Z,96.7,96.7,96.695,96.7,156.0
2006-01-20T00:00:00Z,96.685,96.685,96.685,96.685,182.0
2006-01-23T00:00:00Z,96.67,96.67,96.62,96.63,642.0
2006-01-24T00:00:00Z,96.64,96.65,96.635,96.65,1700.0
2006-01-25T00:00:00Z,96.635,96.635,96.585,96.585,727.0
2006-01-26T00:00:00Z,96.59,96.59,96.505,96.505,2139.0
2006-01-27T00:00:00Z,96.54,96.54,96.54,96.54,203.0
2006-01-30T00:00:00Z,96.485,96.53,96.485,96.53,116.0
2006-01-31T00:00:00Z,96.55,96.55,96.525,96.535,776.0
2006-02-01T00:00:00Z,96.555,96.555,96.49,96.49,288.0
2006-02-02T00:00:00Z,96.47,96.495,96.47,96.495,210.0
2006-02-03T00:00:00Z,96.51,96.535,96.51,96.535,90.0
2006-02-06T00:00:00Z,96.52,96.53,96.52,96.53,502.0
2006-02-07T00:00:00Z,96.535,96.535,96.525,96.525,172.0
2006-02-09T00:00:00Z,96.485,96.485,96.485,96.485,202.0
2006-02-10T00:00:00Z,96.54,96.565,96.535,96.54,658.0
2006-02-13T00:00:00Z,96.515,96.515,96.51,96.51,1910.0
2006-02-14T00:00:00Z,96.52,96.53,96.52,96.53,70.0
2006-02-15T00:00:00Z,96.53,96.53,96.53,96.53,12.0
2006-02-16T00:00:00Z,96.51,96.51,96.49,96.49,1169.0
2006-02-17T00:00:00Z,96.535,96.54,96.53,96.54,1904.0
2006-02-20T00:00:00Z,96.575,96.575,96.575,96.575,15.0
2006-02-21T00:00:00Z,96.6,96.6,96.565,96.565,128.0
2006-02-22T00:00:00Z,96.55,96.575,96.55,96.575,136.0
2006-02-23T00:00:00Z,96.55,96.55,96.515,96.515,386.0
2006-02-24T00:00:00Z,96.515,96.52,96.51,96.52,617.0
2006-02-27T00:00:00Z,96.46,96.485,96.46,96.47,1640.0
2006-02-28T00:00:00Z,96.455,96.47,96.455,96.47,1016.0
2006-03-01T00:00:00Z,96.485,96.485,96.465,96.475,603.0
2006-03-02T00:00:00Z,96.47,96.48,96.4,96.4,677.0
2006-03-03T00:00:00Z,96.39,96.39,96.355,96.365,1078.0
2006-03-06T00:00:00Z,96.375,96.375,96.36,96.37,283.0
2006-03-07T00:00:00Z,96.355,96.36,96.325,96.345,185.0
2006-03-08T00:00:00Z,96.36,96.365,96.345,96.35,4102.0
