Date-Time,FEIc6-FEIc5_s,FEIc3-FEIc2_s,FEIc5-FEIc4_s,FEIc4-FEIc3_s,FEIc2-FEIc1_s,FEIc6-FEIc5_s_signal,FEIc3-FEIc2_s_signal,FEIc5-FEIc4_s_signal,FEIc4-FEIc3_s_signal,FEIc2-FEIc1_s_signal
2009-06-19 00:00:00+00:00,-0.19,0.02,0.14,-0.05,0.01,0,0,0,0,0
2009-06-22 00:00:00+00:00,-0.19,0.03,0.14,-0.06,-0.005,0,0,0,0,0
2009-06-23 00:00:00+00:00,-0.195,0.015,0.14,-0.065,0.015,0,0,0,0,0
2009-06-24 00:00:00+00:00,-0.13,0.035,0.14,-0.12,-0.005,0,0,0,0,0
2009-06-25 00:00:00+00:00,-0.08,0.04,0.14,-0.155,-0.005,0,0,0,0,0
2009-06-26 00:00:00+00:00,-0.095,0.005,0.14,-0.145,0.01,0,0,0,0,0
2009-06-28 00:00:00+00:00,-0.095,0.005,0.14,-0.145,0.01,0,0,0,0,0
2009-06-29 00:00:00+00:00,-0.13,0.0,0.14,-0.14,0.015,0,0,0,0,0
2009-06-30 00:00:00+00:00,-0.135,0.005,0.08,-0.08,0.0,0,0,0,0,0
2009-07-01 00:00:00+00:00,-0.115,0.005,0.08,-0.09,0.005,0,0,0,0,0
2009-07-02 00:00:00+00:00,-0.025,0.015,0.08,-0.155,0.02,0,0,0,0,0
2009-07-03 00:00:00+00:00,-0.045,0.015,0.08,-0.15,0.025,0,0,0,0,0
2009-07-05 00:00:00+00:00,-0.065,0.015,0.08,-0.15,0.025,0,0,0,0,0
2009-07-06 00:00:00+00:00,-0.02,0.025,0.08,-0.175,0.04,0,0,0,0,0
2009-07-07 00:00:00+00:00,-0.015,0.01,0.08,-0.18,0.055,0,0,0,0,0
2009-07-08 00:00:00+00:00,-0.015,0.02,0.08,-0.19,0.06,0,0,0,0,0
2009-07-09 00:00:00+00:00,-0.03,0.005,0.08,-0.185,0.065,0,0,0,0,0
2009-07-10 00:00:00+00:00,-0.035,0.0,-0.01,-0.105,0.08,0,0,0,0,0
2009-07-13 00:00:00+00:00,-0.03,0.0,-0.01,-0.105,0.075,0,0,0,0,0
2009-07-14 00:00:00+00:00,-0.005,-0.075,-0.045,-0.03,-0.005,0,0,0,0,0
2009-07-15 00:00:00+00:00,0.0,-0.095,-0.05,-0.025,0.005,0,0,0,0,0
2009-07-16 00:00:00+00:00,-0.075,-0.085,0.025,-0.07,0.005,0,0,0,0,0
2009-07-17 00:00:00+00:00,-0.05,-0.07,0.0,-0.085,-0.005,0,0,0,0,0
2009-07-20 00:00:00+00:00,-0.065,-0.085,0.015,-0.075,0.0,0,0,0,0,0
2009-07-21 00:00:00+00:00,-0.09,-0.065,0.04,-0.105,0.015,0,0,0,0,0
2009-07-22 00:00:00+00:00,-0.065,-0.065,0.015,-0.08,-0.005,0,0,0,0,0
2009-07-23 00:00:00+00:00,-0.05,-0.09,0.0,-0.06,0.005,0,0,0,0,0
2009-07-24 00:00:00+00:00,-0.065,-0.09,0.015,-0.065,0.01,0,0,0,0,0
2009-07-27 00:00:00+00:00,-0.05,-0.09,0.0,-0.065,0.005,0,0,0,0,0
2009-07-28 00:00:00+00:00,-0.06,-0.075,0.01,-0.09,-0.005,0,0,0,0,0
2009-07-29 00:00:00+00:00,-0.09,-0.06,0.04,-0.11,-0.005,0,0,0,0,0
2009-07-30 00:00:00+00:00,-0.15,-0.06,0.1,-0.15,0.02,0,0,0,0,0
2009-07-31 00:00:00+00:00,-0.18,-0.065,0.13,-0.16,0.035,0,0,0,0,0
2009-08-03 00:00:00+00:00,-0.15,-0.05,0.1,-0.16,0.03,0,0,0,0,0
2009-08-04 00:00:00+00:00,-0.075,-0.045,0.025,-0.14,0.015,0,0,0,0,0
2009-08-05 00:00:00+00:00,-0.02,-0.06,-0.03,-0.095,-0.01,0,0,0,0,0
2009-08-06 00:00:00+00:00,-0.055,-0.08,0.005,-0.095,0.01,0,0,0,0,0
2009-08-07 00:00:00+00:00,-0.01,-0.095,-0.04,-0.065,0.0,0,0,0,0,0
2009-08-10 00:00:00+00:00,-0.025,-0.09,-0.025,-0.065,0.005,0,0,0,0,0
2009-08-11 00:00:00+00:00,-0.05,-0.08,0.0,-0.085,0.01,0,0,0,0,0
2009-08-12 00:00:00+00:00,-0.12,-0.07,0.07,-0.115,0.02,0,0,0,0,0
2009-08-13 00:00:00+00:00,-0.14,-0.055,0.09,-0.15,0.04,0,0,0,0,0
2009-08-14 00:00:00+00:00,-0.165,-0.045,0.115,-0.165,0.045,0,0,0,0,0
2009-08-17 00:00:00+00:00,-0.125,-0.04,0.075,-0.165,0.035,0,0,0,0,0
2009-08-18 00:00:00+00:00,-0.125,0.025,0.02,-0.11,-0.055,0,0,0,0,1
2009-08-19 00:00:00+00:00,-0.125,0.015,-0.01,-0.08,-0.055,0,0,0,0,1
2009-08-20 00:00:00+00:00,-0.125,0.005,-0.03,-0.06,-0.055,0,0,0,0,1
2009-08-21 00:00:00+00:00,-0.125,0.005,0.0,-0.09,-0.045,0,0,0,0,1
2009-08-24 00:00:00+00:00,-0.125,0.005,-0.04,-0.05,-0.06,0,0,0,0,1
2009-08-25 00:00:00+00:00,-0.125,-0.01,-0.04,-0.05,-0.04,0,0,0,0,1
2009-08-26 00:00:00+00:00,-0.125,-0.035,-0.05,-0.04,-0.025,0,0,0,0,1
2009-08-27 00:00:00+00:00,-0.125,-0.055,-0.09,0.0,-0.035,0,0,0,0,1
2009-08-28 00:00:00+00:00,-0.125,-0.065,-0.11,0.02,-0.025,0,0,1,0,1
2009-08-31 00:00:00+00:00,-0.125,-0.065,-0.115,0.025,-0.015,0,0,1,0,0
2009-09-01 00:00:00+00:00,-0.125,-0.02,-0.1,0.01,-0.04,0,0,1,0,0
2009-09-02 00:00:00+00:00,-0.125,-0.045,-0.09,0.0,-0.025,0,0,1,0,0
2009-09-03 00:00:00+00:00,-0.125,-0.08,-0.155,0.065,-0.005,0,0,1,-1,0
2009-09-04 00:00:00+00:00,-0.125,-0.1,-0.175,0.085,0.015,0,0,1,-1,0
2009-09-07 00:00:00+00:00,-0.125,-0.13,-0.215,0.125,0.03,0,1,1,-1,0
2009-09-08 00:00:00+00:00,-0.125,-0.145,-0.235,0.145,0.045,0,1,1,-1,0
2009-09-09 00:00:00+00:00,-0.125,-0.14,-0.235,0.145,0.04,0,1,1,-1,0
2009-09-10 00:00:00+00:00,-0.125,-0.155,-0.255,0.165,0.06,0,1,1,-1,0
2009-09-11 00:00:00+00:00,-0.125,-0.16,-0.255,0.165,0.065,0,1,1,-1,0
2009-09-13 00:00:00+00:00,-0.125,-0.16,-0.25,0.16,0.065,0,1,1,-1,0
2009-09-14 00:00:00+00:00,-0.125,-0.15,-0.24,0.15,0.05,0,1,1,-1,0
2009-09-15 00:00:00+00:00,0.055,0.0,-0.235,0.01,0.0,-1,0,1,0,0
2009-09-16 00:00:00+00:00,0.025,-0.03,-0.235,0.04,0.025,-1,0,1,0,0
2009-09-17 00:00:00+00:00,0.01,-0.01,-0.235,0.055,-0.005,-1,0,1,0,0
2009-09-18 00:00:00+00:00,-0.005,-0.005,-0.235,0.05,-0.015,-1,0,1,0,0
2009-09-21 00:00:00+00:00,0.01,0.0,-0.235,0.045,-0.03,-1,0,1,0,0
2009-09-22 00:00:00+00:00,0.045,0.04,-0.235,0.005,-0.04,-1,0,1,0,0
2009-09-23 00:00:00+00:00,0.095,0.01,-0.235,-0.025,0.01,-1,0,1,0,0
2009-09-24 00:00:00+00:00,0.085,0.02,-0.235,-0.03,0.0,-1,0,1,0,0
2009-09-25 00:00:00+00:00,0.06,0.005,-0.235,-0.01,0.005,-1,0,1,0,0
2009-09-28 00:00:00+00:00,0.065,0.01,-0.235,-0.02,0.005,-1,0,1,0,0
2009-09-29 00:00:00+00:00,0.045,0.005,-0.235,-0.005,0.0,-1,0,1,0,0
2009-09-30 00:00:00+00:00,0.025,-0.02,-0.235,0.03,0.015,-1,0,1,0,0
2009-10-01 00:00:00+00:00,0.035,-0.005,-0.235,0.03,0.0,-1,0,1,0,0
2009-10-02 00:00:00+00:00,0.05,-0.01,-0.235,0.02,0.01,-1,0,1,0,0
2009-10-05 00:00:00+00:00,0.05,0.0,-0.235,0.015,0.0,-1,0,1,0,0
2009-10-06 00:00:00+00:00,0.035,-0.005,-0.235,0.025,0.0,-1,0,1,0,0
2009-10-07 00:00:00+00:00,-0.01,-0.02,-0.235,0.065,-0.015,0,0,1,0,0
2009-10-08 00:00:00+00:00,-0.05,-0.035,-0.235,0.105,-0.035,0,0,1,0,0
2009-10-09 00:00:00+00:00,-0.105,-0.045,-0.235,0.145,-0.05,0,0,1,0,0
2009-10-12 00:00:00+00:00,-0.07,-0.055,-0.235,0.12,-0.035,0,0,0,0,0
2009-10-13 00:00:00+00:00,-0.06,-0.045,-0.235,0.105,-0.035,0,0,0,0,0
2009-10-14 00:00:00+00:00,-0.08,-0.055,-0.045,-0.075,-0.03,0,0,0,0,0
2009-10-15 00:00:00+00:00,-0.115,-0.07,-0.045,-0.06,-0.035,0,0,0,0,0
2009-10-16 00:00:00+00:00,-0.13,-0.065,-0.045,-0.06,-0.05,0,0,0,0,0
2009-10-19 00:00:00+00:00,-0.13,-0.055,-0.065,-0.055,-0.045,0,0,0,0,0
2009-10-20 00:00:00+00:00,-0.03,-0.075,-0.17,0.02,-0.065,0,0,0,0,0
2009-10-21 00:00:00+00:00,-0.02,-0.085,-0.18,0.025,-0.06,0,0,0,0,0
2009-10-22 00:00:00+00:00,-0.05,-0.09,-0.15,0.005,-0.06,0,0,0,0,0
2009-10-23 00:00:00+00:00,-0.065,-0.095,-0.135,0.005,-0.05,0,0,0,0,0
2009-10-26 00:00:00+00:00,-0.095,-0.105,-0.105,0.005,-0.04,0,0,0,0,0
2009-10-27 00:00:00+00:00,-0.135,-0.055,-0.065,-0.07,-0.03,0,0,0,0,0
2009-10-28 00:00:00+00:00,-0.155,-0.05,-0.045,-0.08,-0.03,0,0,0,0,0
2009-10-29 00:00:00+00:00,-0.1,-0.03,-0.1,-0.08,-0.035,0,0,0,0,0
2009-10-30 00:00:00+00:00,-0.125,-0.03,-0.075,-0.08,-0.045,0,0,0,0,0
2009-11-02 00:00:00+00:00,-0.135,-0.04,-0.065,-0.08,-0.03,0,0,0,0,0
2009-11-03 00:00:00+00:00,-0.15,-0.05,-0.05,-0.08,-0.03,0,0,0,0,0
2009-11-04 00:00:00+00:00,-0.155,-0.05,-0.045,-0.08,-0.03,0,0,0,0,0
2009-11-05 00:00:00+00:00,-0.195,-0.075,-0.005,-0.08,-0.025,0,0,0,0,0
2009-11-06 00:00:00+00:00,-0.255,-0.025,0.055,-0.14,-0.005,1,0,-1,0,0
2009-11-09 00:00:00+00:00,-0.25,-0.02,0.05,-0.14,0.0,1,0,-1,0,0
2009-11-10 00:00:00+00:00,-0.24,-0.02,0.04,-0.135,-0.015,1,0,-1,0,0
2009-11-11 00:00:00+00:00,-0.275,-0.025,-0.005,-0.055,-0.015,1,0,-1,0,0
2009-11-12 00:00:00+00:00,-0.295,-0.04,0.015,-0.055,0.0,1,0,-1,0,0
2009-11-13 00:00:00+00:00,-0.29,-0.04,0.01,-0.055,-0.005,1,0,-1,0,0
2009-11-16 00:00:00+00:00,-0.305,-0.01,0.025,-0.075,-0.015,1,0,-1,0,0
2009-11-17 00:00:00+00:00,-0.305,-0.005,0.01,-0.06,0.005,1,0,-1,0,0
2009-11-18 00:00:00+00:00,-0.305,0.015,0.01,-0.06,-0.015,1,0,-1,0,0
2009-11-19 00:00:00+00:00,-0.305,0.01,0.015,-0.065,-0.005,1,0,-1,0,0
2009-11-20 00:00:00+00:00,-0.305,0.035,0.05,-0.1,-0.03,1,0,-1,0,0
2009-11-23 00:00:00+00:00,-0.305,0.045,0.085,-0.135,-0.035,1,0,-1,0,0
2009-11-24 00:00:00+00:00,-0.305,-0.035,0.085,-0.045,-0.035,1,0,-1,0,0
2009-11-25 00:00:00+00:00,-0.305,-0.04,0.115,-0.06,-0.045,1,0,-1,0,0
2009-11-26 00:00:00+00:00,-0.305,-0.05,0.075,-0.02,-0.045,1,0,-1,0,0
2009-11-27 00:00:00+00:00,-0.305,-0.025,0.105,-0.05,-0.06,1,0,-1,0,0
2009-11-30 00:00:00+00:00,-0.305,-0.05,0.13,-0.05,-0.06,1,0,-1,0,0
2009-12-01 00:00:00+00:00,-0.305,-0.045,0.095,-0.04,-0.04,1,0,-1,0,0
2009-12-02 00:00:00+00:00,-0.305,-0.06,0.09,-0.035,-0.03,1,0,-1,0,0
2009-12-03 00:00:00+00:00,-0.305,-0.08,0.055,0.0,-0.03,1,0,-1,0,0
2009-12-04 00:00:00+00:00,-0.305,-0.03,0.055,-0.05,-0.03,1,0,-1,0,0
2009-12-07 00:00:00+00:00,-0.305,-0.03,0.045,-0.05,-0.03,1,0,-1,0,0
2009-12-08 00:00:00+00:00,-0.305,-0.02,0.01,-0.03,-0.03,1,0,0,0,0
2009-12-09 00:00:00+00:00,-0.305,-0.02,0.035,-0.06,-0.02,1,0,0,0,0
2009-12-10 00:00:00+00:00,-0.305,-0.005,0.035,-0.07,-0.025,1,0,0,0,0
2009-12-11 00:00:00+00:00,-0.305,-0.05,0.045,-0.035,-0.025,1,0,0,0,0
2009-12-14 00:00:00+00:00,-0.305,-0.04,0.04,-0.03,-0.045,1,0,0,0,0
2009-12-15 00:00:00+00:00,-0.37,-0.05,0.04,0.015,-0.04,1,0,0,0,0
2009-12-16 00:00:00+00:00,-0.315,-0.04,0.04,-0.025,-0.03,1,0,0,0,0
2009-12-17 00:00:00+00:00,-0.265,-0.04,0.04,-0.05,-0.015,0,0,0,0,0
2009-12-18 00:00:00+00:00,-0.255,-0.035,0.04,-0.05,-0.02,0,0,0,0,0
2009-12-21 00:00:00+00:00,-0.29,-0.045,0.04,-0.05,-0.015,0,0,0,0,0
2009-12-22 00:00:00+00:00,-0.295,-0.045,0.04,-0.045,-0.025,0,0,0,0,0
2009-12-23 00:00:00+00:00,-0.29,-0.04,0.04,-0.06,-0.015,0,0,0,0,0
2009-12-24 00:00:00+00:00,-0.31,-0.04,0.04,-0.06,-0.015,0,0,0,0,0
2009-12-28 00:00:00+00:00,-0.31,-0.045,0.04,-0.055,-0.02,0,0,0,0,0
2009-12-29 00:00:00+00:00,-0.34,-0.04,0.04,-0.055,-0.02,0,0,0,0,0
2009-12-30 00:00:00+00:00,-0.34,-0.045,0.04,-0.06,-0.01,0,0,0,0,0
2009-12-31 00:00:00+00:00,-0.345,-0.05,0.04,-0.055,-0.005,0,0,0,0,0
