Date-Time,FEIc10_ohlcv_1d,FEIc11_ohlcv_1d,FEIc12_ohlcv_1d,FEIc13_ohlcv_1d,FEIc14_ohlcv_1d,FEIc15_ohlcv_1d,FEIc16_ohlcv_1d,FEIc1_ohlcv_1d,FEIc2_ohlcv_1d,FEIc3_ohlcv_1d,FEIc4_ohlcv_1d,FEIc5_ohlcv_1d,FEIc6_ohlcv_1d,FEIc7_ohlcv_1d,FEIc8_ohlcv_1d,FEIc9_ohlcv_1d,FEIc2_ohlcv_1d-FEIc1_ohlcv_1d_spread,FEIc3_ohlcv_1d-FEIc2_ohlcv_1d_spread,FEIc4_ohlcv_1d-FEIc3_ohlcv_1d_spread,FEIc5_ohlcv_1d-FEIc4_ohlcv_1d_spread,FEIc6_ohlcv_1d-FEIc5_ohlcv_1d_spread,FEIc7_ohlcv_1d-FEIc6_ohlcv_1d_spread,FEIc8_ohlcv_1d-FEIc7_ohlcv_1d_spread,FEIc9_ohlcv_1d-FEIc8_ohlcv_1d_spread,FEIc10_ohlcv_1d-FEIc9_ohlcv_1d_spread,FEIc11_ohlcv_1d-FEIc10_ohlcv_1d_spread,FEIc12_ohlcv_1d-FEIc11_ohlcv_1d_spread,FEIc13_ohlcv_1d-FEIc12_ohlcv_1d_spread,FEIc14_ohlcv_1d-FEIc13_ohlcv_1d_spread,FEIc15_ohlcv_1d-FEIc14_ohlcv_1d_spread,FEIc16_ohlcv_1d-FEIc15_ohlcv_1d_spread,FEIc1_ohlcv_1d_FEIc2_ohlcv_1d_FEIc3_ohlcv_1d_butterfly,FEIc2_ohlcv_1d_FEIc3_ohlcv_1d_FEIc4_ohlcv_1d_butterfly,FEIc3_ohlcv_1d_FEIc4_ohlcv_1d_FEIc5_ohlcv_1d_butterfly,FEIc4_ohlcv_1d_FEIc5_ohlcv_1d_FEIc6_ohlcv_1d_butterfly,FEIc5_ohlcv_1d_FEIc6_ohlcv_1d_FEIc7_ohlcv_1d_butterfly,FEIc6_ohlcv_1d_FEIc7_ohlcv_1d_FEIc8_ohlcv_1d_butterfly,FEIc7_ohlcv_1d_FEIc8_ohlcv_1d_FEIc9_ohlcv_1d_butterfly,FEIc8_ohlcv_1d_FEIc9_ohlcv_1d_FEIc10_ohlcv_1d_butterfly,FEIc9_ohlcv_1d_FEIc10_ohlcv_1d_FEIc11_ohlcv_1d_butterfly,FEIc10_ohlcv_1d_FEIc11_ohlcv_1d_FEIc12_ohlcv_1d_butterfly,FEIc11_ohlcv_1d_FEIc12_ohlcv_1d_FEIc13_ohlcv_1d_butterfly,FEIc12_ohlcv_1d_FEIc13_ohlcv_1d_FEIc14_ohlcv_1d_butterfly,FEIc13_ohlcv_1d_FEIc14_ohlcv_1d_FEIc15_ohlcv_1d_butterfly,FEIc14_ohlcv_1d_FEIc15_ohlcv_1d_FEIc16_ohlcv_1d_butterfly
2006-01-16 00:00:00+00:00,96.91,96.885,96.855,96.85,96.83,96.805,96.765,97.495,97.41,97.33,,,97.175,97.07,96.995,96.955,-0.08500000000000796,-0.0799999999999983,,,,-0.10500000000000398,-0.07499999999998863,-0.04000000000000625,-0.045000000000001705,-0.024999999999991473,-0.030000000000001137,-0.005000000000009663,-0.01999999999999602,-0.024999999999991473,-0.04000000000000625,0.0024999999999977263,,,,,0.01500000000001478,0.017499999999984084,-0.0024999999999977263,0.010000000000005116,-0.002500000000011937,0.012500000000002842,-0.007499999999993179,-0.0024999999999977263,-0.00750000000000739
2006-01-17 00:00:00+00:00,96.945,96.92,96.88,96.88,96.845,96.83,96.795,97.415,97.335,,,97.2,,97.1,97.025,96.985,-0.0800000000000125,,,,,,-0.07499999999998863,-0.04000000000000625,-0.04000000000000625,-0.024999999999991473,-0.04000000000000625,0.0,-0.03499999999999659,-0.015000000000000568,-0.03499999999999659,,,,,,,0.017499999999984084,0.0,0.00750000000000739,-0.00750000000000739,0.020000000000010232,-0.017499999999998295,0.009999999999990905,-0.010000000000005116
2006-01-18 00:00:00+00:00,96.905,96.885,96.845,96.835,96.81,96.79,96.755,97.41,97.33,97.285,,97.18,,97.07,96.995,96.95,-0.0799999999999983,-0.045000000000001705,,,,,-0.07499999999998863,-0.045000000000001705,-0.045000000000001705,-0.01999999999999602,-0.04000000000000625,-0.010000000000005116,-0.024999999999991473,-0.01999999999999602,-0.0350000000000108,0.017499999999998295,,,,,,0.014999999999986358,0.0,0.012500000000002842,-0.010000000000005116,0.015000000000000568,-0.007499999999993179,0.0024999999999977263,-0.00750000000000739
2006-01-19 00:00:00+00:00,96.845,96.815,96.775,96.76,96.745,96.715,96.69,97.395,97.305,97.245,,97.14,,97.015,96.93,96.885,-0.0899999999999892,-0.060000000000002274,,,,,-0.08499999999999375,-0.045000000000001705,-0.04000000000000625,-0.030000000000001137,-0.03999999999999204,-0.015000000000000568,-0.015000000000000568,-0.030000000000001137,-0.025000000000005684,0.014999999999986358,,,,,,0.01999999999999602,0.0024999999999977263,0.0049999999999954525,-0.0049999999999954525,0.012499999999988631,0.0,-0.007499999999993179,0.0024999999999977263
2006-01-20 00:00:00+00:00,96.84,96.815,96.78,96.77,96.735,96.705,96.68,97.4,97.32,97.24,,97.145,,97.025,96.935,96.885,-0.0800000000000125,-0.0799999999999983,,,,,-0.09000000000000341,-0.04999999999999716,-0.045000000000001705,-0.025000000000005684,-0.03499999999999659,-0.010000000000005116,-0.03499999999999659,-0.030000000000001137,-0.024999999999991473,0.0,,,,,,0.020000000000010232,0.0024999999999977263,0.009999999999990905,-0.0049999999999954525,0.012499999999988631,-0.012500000000002842,0.0024999999999977263,0.002500000000011937
2006-01-23 00:00:00+00:00,96.815,96.775,96.745,96.73,96.705,96.685,96.645,97.405,97.32,97.25,,97.135,,97.01,96.915,96.865,-0.08500000000000796,-0.06999999999999318,,,,,-0.09499999999999886,-0.05000000000001137,-0.04999999999999716,-0.03999999999999204,-0.030000000000001137,-0.015000000000000568,-0.025000000000005684,-0.01999999999999602,-0.04000000000000625,0.00750000000000739,,,,,,0.022499999999993747,1.4210854715202004e-14,0.0049999999999954525,0.0049999999999954525,0.007499999999993179,-0.005000000000009663,0.002500000000011937,-0.010000000000005116
2006-01-24 00:00:00+00:00,96.805,96.77,96.74,96.725,96.71,96.695,96.655,97.41,97.315,97.26,,97.14,,97.015,96.915,96.86,-0.09499999999999886,-0.05499999999999261,,,,,-0.09999999999999432,-0.05500000000000682,-0.05499999999999261,-0.0350000000000108,-0.030000000000001137,-0.015000000000000568,-0.015000000000000568,-0.015000000000000568,-0.03999999999999204,0.020000000000010232,,,,,,0.022499999999993747,1.4210854715202004e-14,0.009999999999990905,0.002500000000011937,0.00750000000000739,0.0,0.0,-0.012499999999988631
2006-01-25 00:00:00+00:00,96.775,96.735,96.7,96.685,96.66,96.64,96.6,97.405,97.315,97.255,,97.125,,96.99,96.885,96.835,-0.09000000000000341,-0.060000000000002274,,,,,-0.10499999999998977,-0.05000000000001137,-0.05999999999998806,-0.04000000000000625,-0.03499999999999659,-0.015000000000000568,-0.025000000000005684,-0.01999999999999602,-0.04000000000000625,0.015000000000000568,,,,,,0.0274999999999892,-0.004999999999981242,0.009999999999990905,0.002500000000011937,0.010000000000005116,-0.0049999999999954525,0.0024999999999977263,-0.010000000000005116
2006-01-26 00:00:00+00:00,96.755,96.715,96.67,96.66,96.63,96.6,96.555,97.41,97.315,97.255,,97.12,,96.985,96.88,96.82,-0.09499999999999886,-0.060000000000002274,,,,,-0.10500000000000398,-0.060000000000002274,-0.06499999999999773,-0.03999999999999204,-0.045000000000001705,-0.010000000000005116,-0.030000000000001137,-0.030000000000001137,-0.044999999999987494,0.017499999999998295,,,,,,0.022500000000007958,-0.0024999999999977263,0.012500000000002842,-0.0024999999999977263,0.017499999999998295,-0.009999999999990905,0.0,-0.007499999999993179
2006-01-27 00:00:00+00:00,96.73,96.685,96.645,96.635,96.605,96.575,96.53,97.405,97.31,97.24,,97.115,,96.975,96.855,96.79,-0.09499999999999886,-0.07000000000000739,,,,,-0.11999999999999034,-0.06499999999999773,-0.060000000000002274,-0.045000000000001705,-0.04000000000000625,-0.009999999999990905,-0.030000000000001137,-0.030000000000001137,-0.045000000000001705,0.012499999999988631,,,,,,0.0274999999999892,0.0024999999999977263,0.00750000000000739,0.0024999999999977263,0.015000000000000568,-0.010000000000005116,0.0,-0.00750000000000739
2006-01-30 00:00:00+00:00,96.72,96.68,96.645,96.63,96.605,96.58,96.535,97.4,97.305,97.23,,97.1,,96.955,96.835,96.775,-0.09499999999999886,-0.07500000000000284,,,,,-0.12000000000000455,-0.05999999999998806,-0.05500000000000682,-0.03999999999999204,-0.0350000000000108,-0.015000000000000568,-0.024999999999991473,-0.025000000000005684,-0.045000000000001705,0.009999999999990905,,,,,,0.030000000000015348,0.0024999999999977263,0.00750000000000739,0.0024999999999977263,0.010000000000005116,-0.0049999999999954525,-1.4210854715202004e-14,-0.010000000000005116
2006-01-31 00:00:00+00:00,96.71,96.68,96.645,96.635,96.615,96.59,96.55,97.405,97.305,97.23,,97.1,,96.955,96.835,96.77,-0.09999999999999432,-0.07500000000000284,,,,,-0.12000000000000455,-0.06499999999999773,-0.060000000000002274,-0.029999999999986926,-0.0350000000000108,-0.009999999999990905,-0.020000000000010232,-0.024999999999991473,-0.04000000000000625,0.012499999999988631,,,,,,0.02750000000000341,0.0024999999999977263,0.015000000000000568,-0.002500000000011937,0.012500000000002842,-0.005000000000009663,-0.0024999999999835154,-0.00750000000000739
2006-02-01 00:00:00+00:00,96.685,96.65,96.61,96.6,96.575,96.555,96.51,97.4,97.305,,,97.085,,96.93,96.805,96.74,-0.09499999999999886,,,,,,-0.125,-0.06500000000001194,-0.05499999999999261,-0.03499999999999659,-0.04000000000000625,-0.010000000000005116,-0.024999999999991473,-0.01999999999999602,-0.045000000000001705,,,,,,,0.030000000000001137,0.005000000000009663,0.009999999999990905,-0.0024999999999977263,0.015000000000000568,-0.007499999999993179,0.0024999999999977263,-0.012500000000002842
2006-02-02 00:00:00+00:00,96.7,96.67,96.62,96.61,96.595,96.565,96.525,97.405,97.31,,,97.095,,96.935,96.82,96.755,-0.09499999999999886,,,,,,-0.1150000000000091,-0.06499999999999773,-0.05499999999999261,-0.030000000000001137,-0.04999999999999716,-0.010000000000005116,-0.015000000000000568,-0.030000000000001137,-0.03999999999999204,,,,,,,0.025000000000005684,0.0049999999999954525,0.012500000000002842,-0.010000000000005116,0.01999999999999602,-0.0024999999999977263,-0.007499999999993179,-0.0049999999999954525
2006-02-03 00:00:00+00:00,96.745,96.7,96.665,96.645,96.61,96.585,96.54,97.41,97.315,,,97.115,,96.96,96.85,96.795,-0.09499999999999886,,,,,,-0.10999999999999943,-0.05499999999999261,-0.04999999999999716,-0.045000000000001705,-0.03499999999999659,-0.020000000000010232,-0.03499999999999659,-0.025000000000005684,-0.044999999999987494,,,,,,,0.02750000000000341,0.0024999999999977263,0.0024999999999977263,0.005000000000009663,0.007499999999993179,-0.007499999999993179,0.0049999999999954525,-0.009999999999990905
2006-02-06 00:00:00+00:00,96.735,96.695,96.66,96.645,96.61,96.58,96.54,97.41,97.32,,,97.105,,96.955,96.84,96.785,-0.09000000000000341,,,,,,-0.11499999999999488,-0.05500000000000682,-0.04999999999999716,-0.04000000000000625,-0.03499999999999659,-0.015000000000000568,-0.03499999999999659,-0.030000000000001137,-0.03999999999999204,,,,,,,0.030000000000001137,0.0024999999999977263,0.0049999999999954525,0.0024999999999977263,0.009999999999990905,-0.010000000000005116,0.0024999999999977263,-0.0049999999999954525
2006-02-07 00:00:00+00:00,96.74,96.695,96.655,96.635,96.6,96.57,96.525,97.41,97.315,,,97.105,,96.955,96.845,96.79,-0.09499999999999886,,,,,,-0.10999999999999943,-0.05499999999999261,-0.05000000000001137,-0.045000000000001705,-0.03999999999999204,-0.01999999999999602,-0.0350000000000108,-0.030000000000001137,-0.044999999999987494,,,,,,,0.02750000000000341,0.0024999999999835154,0.002500000000011937,0.0024999999999977263,0.009999999999990905,-0.00750000000000739,0.0024999999999977263,-0.007499999999993179
2006-02-08 00:00:00+00:00,96.755,96.705,96.65,96.625,96.6,96.575,96.525,97.41,97.315,,,97.11,,96.975,96.875,96.815,-0.09499999999999886,,,,,,-0.09999999999999432,-0.060000000000002274,-0.060000000000002274,-0.04999999999999716,-0.05499999999999261,-0.025000000000005684,-0.025000000000005684,-0.024999999999991473,-0.04999999999999716,,,,,,,0.01999999999999602,0.0,0.0049999999999954525,-0.0024999999999977263,0.014999999999986358,0.0,0.0,-0.012500000000002842
2006-02-09 00:00:00+00:00,96.775,96.735,96.685,96.67,96.635,96.605,96.565,97.41,97.32,,,97.125,,96.99,96.89,96.835,-0.09000000000000341,,,,,,-0.09999999999999432,-0.05500000000000682,-0.05999999999998806,-0.04000000000000625,-0.04999999999999716,-0.015000000000000568,-0.03499999999999659,-0.030000000000001137,-0.04000000000000625,,,,,,,0.022499999999993747,-0.0024999999999835154,0.009999999999990905,-0.0049999999999954525,0.017499999999998295,-0.010000000000005116,0.0024999999999977263,-0.005000000000009663
2006-02-10 00:00:00+00:00,96.78,96.735,96.69,96.66,96.625,96.585,96.565,97.41,97.32,97.255,,97.13,,96.99,96.89,96.83,-0.09000000000000341,-0.06499999999999773,,,,,-0.09999999999999432,-0.060000000000002274,-0.04999999999999716,-0.045000000000001705,-0.045000000000001705,-0.030000000000001137,-0.03499999999999659,-0.04000000000000625,-0.01999999999999602,0.012500000000002842,,,,,,0.01999999999999602,0.005000000000009663,0.0024999999999977263,0.0,0.007499999999993179,-0.0024999999999977263,-0.0024999999999977263,0.010000000000005116
2006-02-13 00:00:00+00:00,96.785,96.74,96.69,96.665,96.63,96.59,96.54,97.405,97.32,,,97.135,,97.0,96.9,96.835,-0.08500000000000796,,,,,,-0.09999999999999432,-0.06500000000001194,-0.04999999999999716,-0.045000000000001705,-0.04999999999999716,-0.024999999999991473,-0.0350000000000108,-0.03999999999999204,-0.04999999999999716,,,,,,,0.017499999999984084,0.00750000000000739,0.0024999999999977263,-0.0024999999999977263,0.012500000000002842,-0.005000000000009663,-0.0024999999999977263,-0.0049999999999954525
2006-02-14 00:00:00+00:00,96.78,96.725,96.67,96.655,96.62,96.57,96.535,97.325,,,97.14,,,97.0,96.9,96.84,,,,,,,-0.09999999999999432,-0.060000000000002274,-0.060000000000002274,-0.05500000000000682,-0.05499999999999261,-0.015000000000000568,-0.03499999999999659,-0.05000000000001137,-0.03499999999999659,,,,,,,0.01999999999999602,0.0,0.0024999999999977263,0.0,0.01999999999999602,-0.009999999999990905,-0.00750000000000739,0.00750000000000739
2006-02-15 00:00:00+00:00,96.78,96.725,96.675,96.65,96.61,96.575,96.525,97.325,,,97.135,,,97.005,96.905,96.84,,,,,,,-0.09999999999999432,-0.06499999999999773,-0.060000000000002274,-0.05500000000000682,-0.04999999999999716,-0.024999999999991473,-0.04000000000000625,-0.03499999999999659,-0.04999999999999716,,,,,,,0.017499999999998295,0.0024999999999977263,0.0024999999999977263,0.0024999999999977263,0.012500000000002842,-0.00750000000000739,0.002500000000011937,-0.00750000000000739
2006-02-16 00:00:00+00:00,96.77,96.72,96.665,96.64,96.605,96.57,96.515,97.32,,,97.135,,,97.005,96.895,96.83,,,,,,,-0.10999999999999943,-0.06499999999999773,-0.060000000000002274,-0.04999999999999716,-0.05499999999999261,-0.025000000000005684,-0.03499999999999659,-0.0350000000000108,-0.05499999999999261,,,,,,,0.022499999999993747,0.0024999999999977263,0.005000000000009663,-0.0024999999999977263,0.015000000000000568,-0.0049999999999954525,-1.4210854715202004e-14,-0.009999999999990905
2006-02-17 00:00:00+00:00,96.82,96.77,96.72,96.695,96.66,96.63,96.57,97.33,,97.21,97.16,,,97.04,96.94,96.88,,,-0.04999999999999716,,,,-0.10000000000000853,-0.060000000000002274,-0.060000000000002274,-0.04999999999999716,-0.04999999999999716,-0.025000000000005684,-0.03499999999999659,-0.030000000000001137,-0.060000000000002274,,,,,,,0.020000000000010232,0.0,0.0049999999999954525,0.0,0.012499999999988631,-0.0049999999999954525,0.0024999999999977263,-0.015000000000000568
2006-02-20 00:00:00+00:00,96.845,96.795,96.745,96.72,96.68,96.64,96.6,97.325,,,97.16,,,97.04,96.955,96.9,,,,,,,-0.08500000000000796,-0.05499999999999261,-0.05500000000000682,-0.04999999999999716,-0.04999999999999716,-0.025000000000005684,-0.03999999999999204,-0.04000000000000625,-0.04000000000000625,,,,,,,0.015000000000000568,0.0,0.0024999999999977263,0.0,0.012499999999988631,-0.007499999999993179,0.0,0.0
2006-02-21 00:00:00+00:00,96.815,96.77,96.72,96.7,96.66,96.63,96.585,97.32,,,97.145,,,97.015,96.915,96.865,,,,,,,-0.09999999999999432,-0.05000000000001137,-0.04999999999999716,-0.045000000000001705,-0.04999999999999716,-0.01999999999999602,-0.04000000000000625,-0.030000000000001137,-0.045000000000001705,,,,,,,0.024999999999991473,1.4210854715202004e-14,0.0024999999999977263,-0.0024999999999977263,0.015000000000000568,-0.010000000000005116,0.0049999999999954525,-0.007499999999993179
2006-02-22 00:00:00+00:00,96.805,96.755,96.715,96.7,96.675,96.65,96.605,97.32,97.255,97.2,97.14,,,97.0,96.9,96.85,-0.06499999999999773,-0.05499999999999261,-0.060000000000002274,,,,-0.09999999999999432,-0.05000000000001137,-0.044999999999987494,-0.05000000000001137,-0.03999999999999204,-0.015000000000000568,-0.025000000000005684,-0.024999999999991473,-0.045000000000001705,0.0049999999999954525,-0.002500000000011937,,,,,0.024999999999991473,0.002500000000011937,-0.002500000000011937,0.005000000000009663,0.012499999999988631,-0.005000000000009663,1.4210854715202004e-14,-0.010000000000005116
2006-02-23 00:00:00+00:00,96.725,96.685,96.65,96.63,96.6,96.575,96.535,97.315,97.25,97.18,97.11,,,96.95,96.835,96.775,-0.06499999999999773,-0.06999999999999318,-0.07000000000000739,,,,-0.1150000000000091,-0.05999999999998806,-0.05000000000001137,-0.03999999999999204,-0.03499999999999659,-0.020000000000010232,-0.030000000000001137,-0.024999999999991473,-0.04000000000000625,-0.0024999999999977263,0.0,,,,,0.02750000000001762,0.0049999999999954525,0.005000000000009663,0.0024999999999977263,0.007499999999993179,-0.0049999999999954525,0.0024999999999977263,-0.00750000000000739
2006-02-24 00:00:00+00:00,96.705,96.665,96.63,96.615,96.595,96.57,96.53,97.31,97.245,97.175,97.1,,,96.935,96.815,96.755,-0.06499999999999773,-0.07000000000000739,-0.07500000000000284,,,,-0.12000000000000455,-0.060000000000002274,-0.04999999999999716,-0.03999999999999204,-0.0350000000000108,-0.015000000000000568,-0.01999999999999602,-0.025000000000005684,-0.03999999999999204,-0.0024999999999977263,-0.0024999999999977263,,,,,0.030000000000001137,0.0049999999999954525,0.005000000000009663,0.0024999999999835154,0.010000000000005116,-0.0024999999999977263,-0.0024999999999977263,-0.007499999999993179
