Date-Time,FEIc2-FEIc1_s,FEIc3-FEIc2_s,FEIc4-FEIc3_s,FEIc5-FEIc4_s,FEIc6-FEIc5_s,FEIc7-FEIc6_s,FEIc8-FEIc7_s,FEIc9-FEIc8_s,FEIc10-FEIc9_s,FEIc11-FEIc10_s,FEIc12-FEIc11_s,FEIc13-FEIc12_s,FEIc14-FEIc13_s,FEIc15-FEIc14_s,FEIc16-FEIc15_s
2006-07-17 00:00:00+00:00,-0.115,-0.105,0.035,0.01,-0.305,-0.125,-0.065,-0.035,-0.035,-0.02,-0.035,-0.03,-0.035,-0.02,-0.03
2006-07-18 00:00:00+00:00,-0.105,0.005,0.035,-0.31,0.015,-0.165,-0.065,-0.035,-0.035,-0.02,-0.035,-0.025,-0.045,-0.005,-0.025
2006-07-19 00:00:00+00:00,-0.105,0.005,0.035,-0.31,0.015,-0.145,-0.06,-0.04,-0.04,-0.02,-0.025,-0.035,-0.03,-0.01,-0.015
2006-07-20 00:00:00+00:00,-0.1,0.005,0.035,-0.3,0.005,-0.135,-0.06,-0.035,-0.04,-0.02,-0.035,-0.03,-0.04,-0.01,-0.03
2006-07-21 00:00:00+00:00,-0.105,0.005,0.035,-0.29,-0.005,-0.115,-0.05,-0.035,-0.04,-0.025,-0.03,-0.03,-0.035,-0.015,-0.025
2006-07-24 00:00:00+00:00,-0.105,0.015,0.035,-0.305,0.01,-0.12,-0.05,-0.025,-0.045,-0.02,-0.03,-0.03,-0.04,-0.005,-0.015
2006-07-25 00:00:00+00:00,-0.11,0.015,0.035,-0.29,-0.005,-0.11,-0.05,-0.03,-0.04,-0.02,-0.035,-0.03,-0.04,-0.01,-0.03
2006-07-26 00:00:00+00:00,-0.1,-0.115,0.155,-0.3,0.005,-0.13,-0.06,-0.03,-0.035,-0.015,-0.03,-0.03,-0.035,-0.02,-0.02
2006-07-27 00:00:00+00:00,-0.105,-0.115,0.155,-0.29,-0.005,-0.11,-0.05,-0.03,-0.035,-0.02,-0.03,-0.025,-0.045,-0.015,-0.02
2006-07-28 00:00:00+00:00,-0.105,-0.105,0.145,-0.28,-0.015,-0.085,-0.055,-0.025,-0.035,-0.02,-0.025,-0.035,-0.035,-0.01,-0.02
2006-07-31 00:00:00+00:00,-0.1,-0.11,0.15,-0.285,-0.01,-0.085,-0.05,-0.025,-0.04,-0.01,-0.025,-0.035,-0.04,-0.01,-0.015
2006-08-01 00:00:00+00:00,-0.11,-0.095,0.14,-0.275,-0.02,-0.07,-0.05,-0.03,-0.035,-0.02,-0.02,-0.035,-0.04,-0.005,-0.025
2006-08-02 00:00:00+00:00,-0.095,-0.1,0.14,-0.275,-0.02,-0.085,-0.05,-0.03,-0.03,-0.015,-0.03,-0.03,-0.04,-0.015,-0.025
2006-08-03 00:00:00+00:00,-0.12,-0.105,0.17,-0.34,0.045,-0.16,-0.06,-0.03,-0.03,-0.01,-0.025,-0.04,-0.03,-0.03,-0.025
2006-08-04 00:00:00+00:00,-0.115,-0.11,0.17,-0.325,0.03,-0.13,-0.055,-0.015,-0.025,-0.005,-0.02,-0.025,-0.035,-0.01,-0.03
2006-08-07 00:00:00+00:00,-0.12,-0.105,0.17,-0.325,0.03,-0.135,-0.045,-0.025,-0.01,-0.005,-0.02,-0.025,-0.025,-0.01,-0.03
2006-08-08 00:00:00+00:00,-0.11,-0.12,0.18,-0.315,0.02,-0.115,-0.045,-0.02,-0.02,-0.005,-0.015,-0.04,-0.035,0.0,-0.015
2006-08-09 00:00:00+00:00,-0.11,-0.13,0.19,-0.345,0.05,-0.15,-0.045,-0.015,-0.025,-0.005,-0.025,-0.02,-0.035,-0.01,-0.03
2006-08-10 00:00:00+00:00,-0.105,-0.14,0.19,-0.34,0.045,-0.145,-0.04,-0.015,-0.025,-0.01,-0.02,-0.025,-0.025,-0.01,-0.03
2006-08-11 00:00:00+00:00,-0.115,-0.13,0.19,-0.36,0.065,-0.19,-0.055,-0.025,-0.025,-0.01,-0.02,-0.015,-0.035,-0.005,-0.02
2006-08-14 00:00:00+00:00,-0.125,-0.12,0.19,-0.39,0.095,-0.24,-0.07,-0.02,-0.02,0.0,-0.03,-0.015,-0.03,-0.005,-0.015
2006-08-15 00:00:00+00:00,-0.14,0.015,-0.195,0.0,0.09,-0.22,-0.06,-0.015,-0.01,0.0,-0.015,-0.015,-0.03,-0.015,-0.02
2006-08-16 00:00:00+00:00,-0.13,0.005,-0.185,-0.01,0.09,-0.21,-0.05,-0.01,-0.01,0.01,-0.01,-0.005,-0.025,-0.005,-0.025
2006-08-17 00:00:00+00:00,-0.15,0.025,-0.205,0.01,0.09,-0.235,-0.05,-0.005,-0.005,0.015,-0.01,-0.01,-0.025,0.0,-0.015
2006-08-18 00:00:00+00:00,-0.15,-0.085,-0.1,0.015,0.09,-0.24,-0.045,0.0,0.0,0.015,0.0,-0.005,-0.025,0.0,-0.01
2006-08-21 00:00:00+00:00,-0.155,-0.085,-0.085,0.0,0.09,-0.205,-0.04,0.005,0.005,0.02,0.0,0.0,-0.02,-0.005,-0.02
2006-08-22 00:00:00+00:00,-0.16,-0.085,-0.04,-0.045,0.09,-0.12,-0.01,0.0,0.0,0.01,0.0,-0.01,-0.02,-0.005,-0.02
2006-08-23 00:00:00+00:00,-0.155,-0.085,-0.035,-0.05,0.09,-0.12,-0.015,0.01,-0.01,0.005,-0.005,-0.005,-0.025,-0.01,-0.03
2006-08-24 00:00:00+00:00,-0.13,-0.115,-0.04,-0.045,0.09,-0.135,-0.005,0.01,-0.005,0.005,0.0,-0.01,-0.025,-0.01,-0.01
2006-08-25 00:00:00+00:00,-0.12,-0.125,-0.035,-0.05,0.09,-0.115,-0.01,0.015,0.0,0.005,-0.005,-0.01,-0.025,-0.015,-0.02
2006-08-28 00:00:00+00:00,-0.125,-0.12,-0.03,-0.055,0.09,-0.11,0.0,0.005,0.0,0.005,-0.01,-0.01,-0.02,-0.015,-0.02
2006-08-29 00:00:00+00:00,-0.14,-0.11,-0.04,-0.045,0.09,-0.125,-0.015,0.005,0.0,0.005,-0.005,-0.03,-0.025,-0.005,-0.025
2006-08-30 00:00:00+00:00,-0.125,-0.12,-0.05,-0.035,0.09,-0.13,-0.01,0.01,-0.015,0.015,-0.01,-0.01,-0.03,-0.005,-0.02
2006-08-31 00:00:00+00:00,-0.125,-0.115,-0.055,-0.03,0.09,-0.14,0.01,0.02,0.015,0.01,-0.005,-0.015,-0.025,0.0,-0.015
2006-09-01 00:00:00+00:00,-0.13,-0.115,-0.065,-0.02,0.09,-0.15,0.005,0.03,0.02,0.02,-0.005,0.005,-0.03,0.0,-0.01
2006-09-04 00:00:00+00:00,-0.13,-0.115,-0.075,-0.01,0.09,-0.16,0.0,0.035,0.015,0.025,0.005,-0.01,-0.015,-0.005,-0.015
2006-09-05 00:00:00+00:00,-0.145,-0.095,-0.095,0.01,0.09,-0.2,-0.005,0.02,0.025,0.02,0.015,0.005,-0.03,0.005,-0.015
2006-09-06 00:00:00+00:00,-0.145,-0.09,-0.105,0.02,0.09,-0.215,-0.025,0.02,0.025,0.025,0.01,-0.01,-0.02,-0.01,-0.01
2006-09-07 00:00:00+00:00,-0.145,-0.085,-0.115,0.03,0.09,-0.22,-0.03,0.005,0.02,0.035,0.01,0.005,-0.015,0.0,-0.01
2006-09-08 00:00:00+00:00,-0.14,-0.09,-0.12,0.035,0.09,-0.24,-0.025,0.01,0.025,0.035,0.01,0.015,-0.02,0.01,-0.015
2006-09-11 00:00:00+00:00,-0.15,-0.085,-0.125,0.05,0.09,-0.265,-0.03,0.005,0.025,0.04,0.01,0.01,-0.015,0.01,0.0
2006-09-12 00:00:00+00:00,-0.16,-0.09,-0.11,0.045,0.09,-0.265,-0.03,0.005,0.02,0.035,0.02,0.005,-0.01,0.01,-0.01
2006-09-13 00:00:00+00:00,-0.155,-0.09,-0.105,0.04,0.09,-0.26,-0.035,0.01,0.02,0.045,0.02,0.01,0.0,0.005,0.0
2006-09-14 00:00:00+00:00,-0.16,-0.09,-0.105,0.04,0.09,-0.265,-0.045,0.005,0.02,0.04,0.02,0.01,-0.005,0.005,-0.005
2006-09-15 00:00:00+00:00,-0.155,-0.08,-0.125,0.04,0.09,-0.265,-0.04,0.0,0.005,0.035,0.015,0.02,-0.005,0.01,0.0
2006-09-18 00:00:00+00:00,-0.175,-0.07,-0.125,0.045,0.09,-0.285,-0.05,-0.01,0.015,0.03,0.02,0.015,-0.01,0.01,-0.01
2006-09-19 00:00:00+00:00,-0.08,-0.105,-0.02,0.045,-0.15,-0.035,0.01,0.01,0.04,0.01,0.01,-0.015,0.015,-0.01,-0.01
2006-09-20 00:00:00+00:00,-0.08,-0.12,-0.005,0.045,-0.18,-0.03,0.01,0.015,0.035,0.02,0.01,-0.01,0.005,0.015,-0.015
2006-09-21 00:00:00+00:00,-0.08,-0.11,-0.025,0.045,-0.13,-0.015,0.025,0.03,0.04,0.02,-0.015,-0.01,0.005,-0.01,-0.01
2006-09-22 00:00:00+00:00,-0.07,-0.1,-0.05,0.045,-0.08,0.0,0.035,0.03,0.03,0.01,-0.005,-0.02,0.02,-0.005,-0.01
2006-09-25 00:00:00+00:00,-0.06,-0.085,-0.095,0.045,-0.015,0.005,0.04,0.025,0.025,0.005,-0.01,-0.015,0.0,-0.015,-0.01
2006-09-26 00:00:00+00:00,-0.065,-0.1,-0.06,0.045,-0.06,0.0,0.04,0.025,0.03,0.01,0.005,-0.02,0.01,-0.01,-0.015
2006-09-27 00:00:00+00:00,-0.075,-0.11,-0.04,0.045,-0.08,0.005,0.035,0.025,0.035,0.01,-0.01,-0.015,0.005,-0.01,-0.02
2006-09-28 00:00:00+00:00,-0.075,-0.105,-0.04,0.045,-0.1,0.0,0.04,0.025,0.035,0.005,0.0,-0.015,-0.005,-0.015,-0.015
2006-09-29 00:00:00+00:00,-0.06,-0.125,-0.03,0.045,-0.12,-0.005,0.035,0.025,0.035,0.0,0.0,-0.025,0.01,-0.02,-0.015
2006-10-02 00:00:00+00:00,-0.08,-0.11,-0.025,0.045,-0.12,0.0,0.025,0.03,0.04,0.015,-0.005,-0.015,0.0,-0.01,-0.015
2006-10-03 00:00:00+00:00,-0.08,-0.105,-0.03,0.045,-0.125,-0.01,0.025,0.025,0.03,0.01,-0.005,-0.02,0.01,-0.01,-0.005
2006-10-04 00:00:00+00:00,-0.08,-0.105,-0.035,0.045,-0.105,0.0,0.03,0.03,0.04,0.02,0.0,-0.025,-0.01,-0.005,-0.025
2006-10-05 00:00:00+00:00,-0.08,-0.11,-0.03,0.045,-0.115,-0.005,0.03,0.03,0.04,0.01,0.0,-0.02,0.0,-0.015,-0.005
2006-10-06 00:00:00+00:00,-0.085,-0.11,-0.03,0.045,-0.125,-0.015,0.025,0.025,0.035,0.015,-0.005,-0.03,0.0,-0.01,-0.01
2006-10-09 00:00:00+00:00,-0.08,-0.11,-0.03,0.045,-0.135,-0.02,0.02,0.03,0.035,0.015,0.0,-0.02,0.0,-0.01,-0.015
2006-10-10 00:00:00+00:00,-0.095,-0.12,0.0,0.045,-0.18,-0.03,0.015,0.02,0.025,0.015,0.0,-0.015,-0.015,-0.005,-0.02
2006-10-11 00:00:00+00:00,-0.085,-0.125,0.0,0.045,-0.185,-0.035,0.015,0.01,0.03,0.015,0.005,-0.02,0.02,-0.02,-0.02
2006-10-12 00:00:00+00:00,-0.07,-0.135,-0.005,0.045,-0.165,-0.03,0.015,0.025,0.035,0.015,-0.01,-0.015,0.005,-0.02,-0.015
2006-10-13 00:00:00+00:00,-0.08,-0.12,-0.01,0.045,-0.165,-0.035,0.0,0.02,0.03,0.015,-0.005,-0.02,0.005,-0.02,-0.015
2006-10-16 00:00:00+00:00,-0.07,-0.125,-0.01,0.045,-0.16,-0.035,0.005,0.025,0.03,0.01,-0.005,-0.025,0.0,-0.02,-0.01
2006-10-17 00:00:00+00:00,-0.12,0.005,-0.1,-0.025,0.0,-0.025,0.015,0.025,0.03,0.01,-0.005,-0.025,0.01,-0.015,-0.01
2006-10-18 00:00:00+00:00,-0.12,-0.005,-0.1,-0.005,-0.02,-0.01,0.01,0.015,0.03,0.005,-0.005,-0.02,-0.005,-0.02,-0.02
2006-10-19 00:00:00+00:00,-0.115,0.0,-0.085,-0.035,-0.005,-0.03,0.0,0.01,0.025,0.015,-0.01,-0.015,-0.015,-0.015,-0.02
2006-10-20 00:00:00+00:00,-0.115,-0.005,-0.085,-0.05,0.01,-0.05,0.0,0.01,0.025,0.01,0.0,-0.02,0.0,-0.02,-0.01
2006-10-23 00:00:00+00:00,-0.125,0.015,-0.125,-0.04,0.04,-0.09,-0.005,0.01,0.025,0.01,-0.005,-0.02,0.0,-0.01,-0.015
2006-10-24 00:00:00+00:00,-0.13,-0.045,-0.06,-0.045,0.045,-0.09,-0.005,0.005,0.03,0.015,0.005,-0.03,0.0,-0.005,-0.025
2006-10-25 00:00:00+00:00,-0.125,-0.055,-0.05,-0.05,0.05,-0.1,0.0,0.02,0.035,0.005,0.005,-0.02,-0.01,-0.01,-0.015
2006-10-26 00:00:00+00:00,-0.13,-0.045,-0.055,-0.06,0.06,-0.105,0.01,0.02,0.03,0.015,0.005,-0.025,0.005,-0.005,-0.005
2006-10-27 00:00:00+00:00,-0.13,-0.045,-0.055,-0.055,0.055,-0.095,0.015,0.03,0.04,0.02,0.005,-0.015,-0.005,-0.005,-0.005
2006-10-30 00:00:00+00:00,-0.115,-0.055,-0.055,-0.055,0.055,-0.095,0.015,0.035,0.045,0.025,0.005,-0.03,0.015,-0.005,-0.02
2006-10-31 00:00:00+00:00,-0.125,-0.055,-0.055,-0.02,0.02,-0.05,0.03,0.04,0.05,0.02,0.01,-0.015,0.01,-0.005,-0.015
2006-11-01 00:00:00+00:00,-0.12,-0.06,-0.055,-0.005,0.005,-0.015,0.045,0.045,0.055,0.025,0.005,-0.025,0.0,-0.015,-0.015
2006-11-02 00:00:00+00:00,-0.125,-0.055,-0.065,-0.015,0.025,-0.05,0.045,0.05,0.05,0.025,0.005,-0.025,0.01,-0.015,-0.015
2006-11-03 00:00:00+00:00,-0.135,-0.045,-0.085,-0.035,0.065,-0.11,0.03,0.04,0.055,0.02,0.01,-0.015,-0.005,0.0,-0.01
2006-11-06 00:00:00+00:00,-0.135,-0.035,-0.085,-0.04,0.07,-0.115,0.02,0.035,0.055,0.025,0.015,-0.025,0.005,-0.01,-0.015
2006-11-07 00:00:00+00:00,-0.135,-0.035,-0.09,-0.04,0.075,-0.115,0.03,0.05,0.06,0.03,0.01,-0.01,0.005,-0.005,-0.015
2006-11-08 00:00:00+00:00,-0.145,-0.035,-0.1,-0.04,0.085,-0.135,0.03,0.045,0.06,0.035,0.01,-0.01,0.0,-0.01,-0.01
2006-11-09 00:00:00+00:00,-0.14,-0.035,-0.1,-0.035,0.08,-0.125,0.02,0.05,0.06,0.045,0.01,-0.01,0.005,0.0,-0.01
2006-11-10 00:00:00+00:00,-0.135,-0.05,-0.1,0.0,0.045,-0.08,0.035,0.045,0.055,0.04,0.015,-0.015,0.015,-0.015,-0.015
2006-11-13 00:00:00+00:00,-0.125,-0.055,-0.1,0.0,0.045,-0.09,0.03,0.045,0.055,0.035,0.015,-0.02,0.01,-0.015,-0.015
2006-11-14 00:00:00+00:00,0.005,-0.12,-0.035,0.0,0.045,-0.09,0.025,0.05,0.055,0.04,0.01,0.005,0.005,-0.01,-0.015
2006-11-15 00:00:00+00:00,-0.04,-0.075,-0.045,0.01,0.045,-0.105,0.02,0.035,0.055,0.035,0.025,-0.005,0.01,-0.01,-0.005
2006-11-16 00:00:00+00:00,-0.045,-0.075,-0.045,0.01,0.045,-0.11,0.005,0.03,0.055,0.035,0.015,-0.01,0.0,-0.015,-0.01
2006-11-17 00:00:00+00:00,-0.05,-0.08,-0.01,-0.025,0.045,-0.06,0.005,0.03,0.055,0.035,0.02,-0.005,0.0,0.0,-0.01
2006-11-20 00:00:00+00:00,-0.035,-0.11,0.02,-0.055,0.045,-0.025,0.01,0.03,0.045,0.03,0.02,-0.015,0.005,-0.01,-0.015
2006-11-21 00:00:00+00:00,-0.04,-0.1,0.01,-0.045,0.045,-0.04,0.015,0.03,0.05,0.03,0.015,-0.01,0.01,-0.02,-0.005
2006-11-22 00:00:00+00:00,-0.045,-0.105,0.025,-0.06,0.045,-0.03,0.02,0.035,0.045,0.025,0.01,-0.005,0.01,-0.01,-0.01
2006-11-23 00:00:00+00:00,-0.035,-0.065,-0.045,-0.025,0.045,-0.08,0.015,0.035,0.05,0.025,0.015,-0.01,0.005,-0.01,-0.01
2006-11-24 00:00:00+00:00,-0.04,-0.075,-0.03,-0.04,0.045,-0.05,0.025,0.04,0.05,0.03,0.015,-0.01,0.005,0.0,-0.015
2006-11-27 00:00:00+00:00,-0.045,-0.075,-0.005,-0.065,0.045,-0.02,0.03,0.04,0.05,0.03,0.015,-0.015,0.0,-0.01,-0.015
2006-11-28 00:00:00+00:00,-0.05,-0.075,0.0,-0.07,0.045,-0.015,0.03,0.045,0.045,0.025,0.01,-0.015,0.0,-0.025,-0.01
2006-11-29 00:00:00+00:00,-0.045,-0.05,-0.045,-0.05,0.045,-0.055,0.025,0.04,0.05,0.02,0.005,-0.01,0.015,-0.01,-0.015
2006-11-30 00:00:00+00:00,-0.045,-0.05,-0.035,-0.06,0.045,-0.03,0.035,0.045,0.05,0.025,0.01,-0.015,0.01,-0.01,-0.01
2006-12-01 00:00:00+00:00,-0.05,0.005,-0.06,-0.09,0.045,0.025,0.03,0.045,0.05,0.02,0.005,-0.02,0.005,-0.01,-0.015
2006-12-04 00:00:00+00:00,-0.05,0.005,-0.025,-0.125,0.045,0.06,0.03,0.03,0.04,0.01,-0.005,-0.015,-0.005,-0.01,-0.015
2006-12-05 00:00:00+00:00,-0.04,0.005,-0.045,-0.105,0.045,0.025,0.02,0.035,0.04,0.01,0.0,-0.02,0.0,-0.005,-0.005
2006-12-06 00:00:00+00:00,-0.04,0.005,-0.07,-0.08,0.045,-0.01,0.025,0.04,0.04,0.015,0.0,-0.02,0.01,-0.01,-0.005
2006-12-07 00:00:00+00:00,-0.035,-0.055,-0.04,-0.05,0.045,-0.055,0.015,0.035,0.05,0.02,0.005,-0.02,0.01,-0.01,0.0
2006-12-08 00:00:00+00:00,-0.035,-0.055,-0.055,-0.035,0.045,-0.075,0.01,0.04,0.045,0.02,0.005,-0.015,0.01,-0.005,0.0
2006-12-11 00:00:00+00:00,-0.04,-0.055,-0.055,-0.035,0.045,-0.08,0.005,0.03,0.055,0.01,0.0,-0.02,0.005,0.0,0.0
2006-12-12 00:00:00+00:00,-0.04,-0.06,-0.045,-0.04,0.045,-0.075,0.01,0.03,0.04,0.015,0.0,-0.02,0.005,0.005,0.0
2006-12-13 00:00:00+00:00,-0.035,-0.06,-0.07,-0.015,0.045,-0.115,-0.01,0.035,0.035,0.02,0.005,-0.015,0.015,0.015,0.0
2006-12-14 00:00:00+00:00,-0.04,-0.055,-0.08,-0.005,0.045,-0.135,-0.01,0.025,0.04,0.015,0.005,-0.01,0.015,0.01,-0.005
2006-12-15 00:00:00+00:00,-0.04,-0.055,-0.08,-0.005,0.045,-0.145,-0.03,0.015,0.04,0.025,0.01,-0.015,0.02,0.0,0.0
2006-12-18 00:00:00+00:00,-0.04,-0.08,-0.06,0.0,0.045,-0.15,-0.035,0.02,0.04,0.03,0.015,-0.015,0.01,0.005,0.0
2006-12-19 00:00:00+00:00,-0.08,-0.06,0.015,0.0,-0.125,-0.04,0.015,0.045,0.03,0.02,-0.01,0.02,-0.005,0.0,-0.02
2006-12-20 00:00:00+00:00,-0.065,-0.08,0.02,0.0,-0.14,-0.035,0.02,0.045,0.04,0.015,0.0,0.005,-0.005,-0.005,-0.015
2006-12-21 00:00:00+00:00,-0.07,-0.075,0.015,0.0,-0.125,-0.035,0.02,0.05,0.035,0.015,-0.01,0.01,-0.015,0.005,-0.045
2006-12-22 00:00:00+00:00,-0.085,-0.065,0.03,0.0,-0.16,-0.04,0.015,0.05,0.04,0.02,-0.01,0.005,-0.01,-0.02,-0.015
2006-12-27 00:00:00+00:00,-0.085,-0.075,0.04,0.0,-0.18,-0.04,0.01,0.04,0.035,0.015,-0.01,0.005,0.005,-0.015,0.0
2006-12-28 00:00:00+00:00,-0.09,-0.085,0.05,0.0,-0.185,-0.045,0.005,0.04,0.025,0.02,-0.015,0.005,-0.01,-0.015,-0.01
2006-12-29 00:00:00+00:00,-0.075,-0.08,0.045,0.0,-0.185,-0.045,0.005,0.04,0.025,0.025,-0.025,0.015,-0.01,-0.01,0.0
2007-01-02 00:00:00+00:00,-0.085,-0.08,0.045,0.0,-0.175,-0.04,0.01,0.045,0.035,0.015,-0.005,0.01,-0.005,-0.01,-0.015
2007-01-03 00:00:00+00:00,-0.085,-0.08,0.045,0.0,-0.165,-0.045,0.015,0.045,0.035,0.02,-0.02,0.005,-0.01,0.005,-0.025
2007-01-04 00:00:00+00:00,-0.085,-0.08,0.045,0.0,-0.17,-0.04,0.0,0.045,0.035,0.02,-0.005,0.01,-0.01,0.005,-0.015
2007-01-05 00:00:00+00:00,-0.095,-0.075,0.055,0.0,-0.2,-0.045,0.005,0.04,0.035,0.02,-0.015,0.005,0.0,-0.005,-0.01
2007-01-08 00:00:00+00:00,-0.095,-0.075,0.055,0.0,-0.19,-0.045,0.005,0.045,0.03,0.02,-0.01,0.005,0.0,-0.005,-0.015
2007-01-09 00:00:00+00:00,-0.1,-0.08,0.07,0.0,-0.22,-0.05,0.005,0.04,0.035,0.02,-0.005,0.01,0.0,0.0,-0.02
2007-01-10 00:00:00+00:00,-0.1,-0.075,0.07,0.0,-0.225,-0.045,0.0,0.04,0.035,0.02,-0.005,0.01,-0.005,0.0,-0.02
2007-01-11 00:00:00+00:00,-0.125,-0.055,0.05,0.0,-0.205,-0.05,0.0,0.035,0.04,0.02,-0.015,0.025,-0.005,-0.005,-0.015
2007-01-12 00:00:00+00:00,-0.12,-0.055,0.05,0.0,-0.215,-0.05,-0.005,0.035,0.035,0.01,-0.005,0.015,-0.01,-0.01,-0.015
2007-01-15 00:00:00+00:00,-0.085,-0.085,0.05,0.0,-0.22,-0.05,-0.005,0.035,0.035,0.015,-0.01,0.01,-0.01,-0.005,-0.015
2007-01-16 00:00:00+00:00,-0.085,0.0,0.05,-0.215,-0.005,-0.05,0.0,0.03,0.03,0.015,-0.01,0.005,0.01,-0.015,-0.01
2007-01-17 00:00:00+00:00,-0.075,0.0,0.05,-0.22,0.0,-0.055,-0.005,0.035,0.03,0.01,-0.005,0.02,0.0,0.0,-0.015
2007-01-18 00:00:00+00:00,-0.08,0.0,0.05,-0.215,-0.005,-0.05,-0.01,0.03,0.03,0.015,-0.01,0.01,0.0,-0.005,-0.02
2007-01-19 00:00:00+00:00,-0.08,0.005,0.05,-0.23,0.01,-0.07,-0.005,0.035,0.025,0.02,-0.01,0.01,0.0,-0.005,-0.015
2007-01-22 00:00:00+00:00,-0.09,0.01,0.05,-0.22,0.0,-0.04,0.0,0.035,0.025,0.02,-0.005,0.015,-0.005,0.005,-0.02
2007-01-23 00:00:00+00:00,-0.09,0.01,0.05,-0.24,0.02,-0.065,0.0,0.035,0.035,0.02,-0.005,0.01,0.005,-0.01,-0.005
2007-01-24 00:00:00+00:00,-0.075,0.0,0.05,-0.225,0.005,-0.06,-0.005,0.03,0.03,0.02,-0.01,0.01,-0.01,-0.01,-0.01
2007-01-25 00:00:00+00:00,-0.085,0.005,0.05,-0.23,0.01,-0.07,-0.01,0.02,0.025,0.015,-0.01,0.0,-0.005,-0.01,-0.02
2007-01-26 00:00:00+00:00,-0.08,0.0,0.05,-0.22,0.0,-0.07,-0.015,0.025,0.02,0.01,-0.01,0.01,-0.005,-0.01,-0.01
2007-01-29 00:00:00+00:00,-0.085,0.005,0.05,-0.235,0.015,-0.085,-0.02,0.02,0.02,0.01,-0.005,0.005,-0.005,0.0,-0.015
2007-01-30 00:00:00+00:00,-0.08,0.0,0.05,-0.22,0.0,-0.07,-0.02,0.02,0.02,0.015,-0.01,0.01,-0.005,-0.01,-0.015
2007-01-31 00:00:00+00:00,-0.08,-0.005,0.05,-0.22,0.0,-0.065,-0.01,0.02,0.02,0.02,-0.005,0.01,-0.02,-0.005,-0.02
2007-02-01 00:00:00+00:00,-0.08,-0.005,0.05,-0.215,-0.005,-0.055,-0.015,0.015,0.025,0.02,-0.005,0.01,-0.01,-0.005,-0.02
2007-02-02 00:00:00+00:00,-0.08,-0.015,0.05,-0.175,-0.045,-0.005,0.0,0.025,0.02,0.015,-0.005,0.0,-0.005,-0.015,-0.02
2007-02-05 00:00:00+00:00,-0.08,-0.015,0.05,-0.175,-0.045,0.005,0.005,0.035,0.02,0.02,-0.015,0.005,-0.01,-0.01,-0.025
2007-02-06 00:00:00+00:00,-0.08,-0.01,0.05,-0.175,-0.045,0.0,0.01,0.04,0.025,0.015,-0.01,0.0,-0.015,-0.005,-0.015
2007-02-07 00:00:00+00:00,-0.08,-0.005,0.05,-0.19,-0.03,-0.015,0.01,0.04,0.03,0.03,-0.005,0.01,-0.01,-0.01,-0.02
2007-02-08 00:00:00+00:00,-0.08,-0.005,0.05,-0.21,-0.01,-0.05,0.0,0.03,0.04,0.02,-0.005,0.0,0.005,-0.015,-0.015
2007-02-09 00:00:00+00:00,-0.08,-0.005,0.05,-0.205,-0.015,-0.055,-0.015,0.035,0.025,0.015,-0.01,0.0,0.005,-0.01,-0.015
2007-02-12 00:00:00+00:00,-0.085,-0.005,0.05,-0.205,-0.015,-0.05,-0.015,0.025,0.015,0.01,0.0,0.01,-0.005,-0.01,-0.015
2007-02-13 00:00:00+00:00,-0.085,-0.005,0.05,-0.21,-0.01,-0.065,-0.02,0.02,0.02,0.015,0.0,0.005,-0.01,-0.005,-0.015
2007-02-14 00:00:00+00:00,-0.085,-0.005,0.05,-0.21,-0.01,-0.055,-0.01,0.02,0.025,0.02,0.005,0.0,-0.005,-0.015,-0.01
2007-02-15 00:00:00+00:00,-0.085,-0.005,0.05,-0.2,-0.02,-0.035,0.005,0.045,0.025,0.025,-0.005,0.015,-0.01,0.0,-0.035
2007-02-16 00:00:00+00:00,-0.09,-0.005,0.05,-0.21,-0.01,-0.06,0.0,0.035,0.03,0.025,0.0,0.0,-0.01,-0.01,-0.02
2007-02-19 00:00:00+00:00,-0.085,-0.005,0.05,-0.22,0.0,-0.07,-0.01,0.035,0.035,0.025,-0.005,0.005,-0.01,0.0,-0.025
2007-02-20 00:00:00+00:00,-0.005,-0.005,-0.165,-0.005,0.0,-0.06,0.005,0.025,0.03,0.025,0.0,0.01,-0.01,-0.025,-0.005
2007-02-21 00:00:00+00:00,-0.005,-0.005,-0.16,-0.01,0.0,-0.05,0.0,0.03,0.025,0.025,0.01,0.005,-0.005,-0.005,-0.025
2007-02-22 00:00:00+00:00,0.0,-0.005,-0.165,-0.005,0.0,-0.075,-0.015,0.025,0.025,0.025,-0.005,0.015,-0.01,-0.005,-0.025
2007-02-23 00:00:00+00:00,-0.005,-0.005,-0.165,-0.005,0.0,-0.06,-0.005,0.03,0.03,0.025,0.005,0.015,-0.015,-0.005,-0.02
2007-02-26 00:00:00+00:00,-0.01,-0.005,-0.15,-0.015,-0.005,-0.03,0.005,0.045,0.035,0.025,0.005,0.005,-0.005,-0.005,-0.025
2007-02-27 00:00:00+00:00,-0.03,-0.005,-0.07,-0.085,-0.015,0.07,0.025,0.06,0.04,0.02,-0.01,-0.005,-0.015,0.005,-0.01
2007-02-28 00:00:00+00:00,-0.01,-0.005,-0.115,-0.04,-0.015,0.015,0.01,0.045,0.035,0.025,-0.01,0.02,-0.015,-0.005,-0.025
