Date-Time,FEIc1_FEIc2_FEIc3_b,FEIc2_FEIc3_FEIc4_b,FEIc3_FEIc4_FEIc5_b,FEIc4_FEIc5_FEIc6_b,FEIc5_FEIc6_FEIc7_b,FEIc6_FEIc7_FEIc8_b,FEIc7_FEIc8_FEIc9_b,FEIc8_FEIc9_FEIc10_b,FEIc9_FEIc10_FEIc11_b,FEIc10_FEIc11_FEIc12_b,FEIc11_FEIc12_FEIc13_b,FEIc12_FEIc13_FEIc14_b,FEIc13_FEIc14_FEIc15_b,FEIc14_FEIc15_FEIc16_b
2007-09-18 00:00:00+00:00,0.1375,-0.1375,0.055,0.0475,-0.0575,-0.005,-0.0275,0.01,-0.0125,-0.0075,-0.0125,0.0075,0.0125,-0.005
2007-09-19 00:00:00+00:00,0.1225,-0.1125,0.0425,0.015,-0.04,0.0025,-0.0175,0.01,-0.0125,-0.0125,-0.005,0.0075,0.0025,-0.0025
2007-09-20 00:00:00+00:00,0.1,-0.0925,0.0325,0.0,-0.045,0.0025,0.005,0.005,-0.01,-0.0025,-0.0025,-0.0,-0.0075,0.01
2007-09-21 00:00:00+00:00,0.0725,-0.0625,0.0175,0.0225,-0.045,-0.0175,-0.005,0.005,-0.01,-0.0075,-0.0075,0.0175,-0.0,-0.0025
2007-09-24 00:00:00+00:00,0.025,0.0025,-0.015,0.0075,-0.015,-0.025,-0.015,0.005,-0.0075,-0.0025,-0.0125,0.0175,-0.005,0.005
2007-09-25 00:00:00+00:00,0.0025,0.0275,-0.0275,0.005,-0.0025,-0.03,-0.0125,0.0025,-0.015,-0.01,0.0,0.01,0.0,0.01
2007-09-26 00:00:00+00:00,-0.015,0.0475,-0.0375,-0.0175,0.0125,-0.025,-0.0125,0.0075,-0.0125,-0.01,-0.0075,0.02,-0.0075,0.0025
2007-09-27 00:00:00+00:00,0.0,0.0475,-0.045,-0.0275,0.025,-0.02,-0.0225,0.0075,-0.0125,-0.005,-0.0125,0.0225,-0.0075,0.0075
2007-09-28 00:00:00+00:00,0.0125,0.0375,-0.04,-0.03,0.0275,-0.015,-0.02,0.0025,-0.0125,-0.01,-0.0025,0.0175,-0.0075,0.005
2007-09-30 00:00:00+00:00,0.01,0.0425,-0.0425,-0.03,0.0275,-0.015,-0.02,0.0025,-0.0125,-0.01,-0.0025,0.0175,-0.0075,0.005
2007-10-01 00:00:00+00:00,0.005,0.0425,-0.0425,-0.0325,0.04,-0.02,-0.025,0.0,-0.0125,-0.005,-0.01,0.02,-0.0075,0.01
2007-10-02 00:00:00+00:00,-0.005,0.0525,-0.0475,-0.035,0.0525,-0.0225,-0.025,-0.0075,-0.015,-0.005,-0.005,0.015,0.0,-0.0025
2007-10-03 00:00:00+00:00,0.0,0.045,-0.0425,-0.0375,0.05,-0.025,-0.02,-0.005,-0.01,-0.0125,-0.0025,0.0125,0.0025,0.0
2007-10-04 00:00:00+00:00,-0.0025,0.03,-0.03,-0.02,0.0325,-0.0225,-0.02,-0.0025,-0.0125,-0.0075,-0.01,0.0175,-0.0025,0.005
2007-10-05 00:00:00+00:00,-0.0125,0.03,-0.025,-0.0325,0.0375,-0.02,-0.02,0.0025,-0.0125,-0.0025,-0.0125,0.0125,0.0,0.005
2007-10-08 00:00:00+00:00,-0.01,0.0275,-0.025,-0.025,0.025,-0.0225,-0.015,0.0025,-0.0075,-0.0075,-0.01,0.0125,-0.0025,0.005
2007-10-09 00:00:00+00:00,-0.015,0.03,-0.0225,-0.035,0.0325,-0.02,-0.0175,0.0075,-0.0075,-0.0075,-0.0125,0.0225,-0.01,0.005
2007-10-10 00:00:00+00:00,-0.0275,0.03,-0.02,-0.0425,0.04,-0.0225,-0.01,0.0025,-0.005,-0.0075,-0.01,0.0075,0.0,-0.0025
2007-10-11 00:00:00+00:00,-0.04,-0.01,0.0175,-0.0325,0.0175,-0.0125,-0.01,0.005,-0.0075,-0.005,-0.0125,0.0,0.005,0.0125
2007-10-12 00:00:00+00:00,-0.0425,-0.0025,0.0175,-0.0625,0.02,0.005,-0.0025,0.01,-0.0075,-0.0075,-0.0075,0.0075,0.0025,0.005
2007-10-15 00:00:00+00:00,-0.0575,-0.0225,0.035,-0.0625,0.0175,0.01,0.0,0.01,-0.01,-0.0075,-0.015,0.015,-0.0025,-0.0075
2007-10-16 00:00:00+00:00,-0.0175,-0.0025,-0.005,0.0175,-0.0175,0.01,-0.0075,0.01,-0.0125,-0.0025,-0.0225,0.0175,0.005,-0.01
2007-10-17 00:00:00+00:00,0.0,-0.0175,0.01,-0.0125,0.01,0.0,-0.01,0.01,-0.0075,-0.0025,-0.02,0.0075,0.01,-0.02
2007-10-18 00:00:00+00:00,0.0025,-0.025,0.0175,-0.0275,0.0375,-0.0075,-0.0125,0.0025,-0.015,-0.0025,-0.0175,0.0125,0.0,0.0
2007-10-19 00:00:00+00:00,-0.02,-0.005,0.0625,-0.1175,0.1325,-0.055,-0.0175,0.005,-0.0125,-0.0125,-0.005,-0.01,0.0175,0.0
2007-10-21 00:00:00+00:00,-0.02,-0.005,0.0625,-0.1175,0.1375,-0.065,-0.0125,0.005,-0.0125,-0.0125,-0.005,-0.01,0.0175,0.0
2007-10-22 00:00:00+00:00,-0.03,-0.0,0.06,-0.1125,0.125,-0.045,-0.015,-0.005,-0.01,-0.0225,0.0025,0.02,-0.0175,0.01
2007-10-23 00:00:00+00:00,-0.02,-0.0075,0.065,-0.1225,0.1375,-0.0575,-0.01,-0.005,-0.0125,-0.0075,-0.01,0.005,0.0025,0.0025
2007-10-24 00:00:00+00:00,-0.02,-0.0075,0.085,-0.1625,0.185,-0.0825,-0.0125,-0.0075,-0.01,-0.01,-0.01,0.0225,-0.0175,0.005
2007-10-25 00:00:00+00:00,0.0225,-0.0875,0.1275,-0.1675,0.19,-0.0825,-0.0175,-0.005,-0.0125,-0.01,0.0,0.0,-0.01,0.02
2007-10-26 00:00:00+00:00,0.0275,-0.09,0.1175,-0.1475,0.17,-0.0725,-0.015,-0.01,-0.0075,-0.0075,-0.01,0.01,-0.0075,0.005
2007-10-29 00:00:00+00:00,0.05,-0.105,0.11,-0.1325,0.155,-0.0675,-0.015,-0.0025,-0.0125,-0.0075,-0.0125,0.01,-0.0025,0.0
2007-10-30 00:00:00+00:00,0.0475,-0.1075,0.085,-0.0825,0.105,-0.04,-0.02,0.0025,-0.01,-0.015,-0.005,0.0125,-0.005,-0.005
2007-10-31 00:00:00+00:00,0.065,-0.12,0.04,0.0075,-0.0025,0.0075,-0.005,0.005,-0.01,-0.0125,-0.0075,0.015,-0.0075,0.025
2007-11-01 00:00:00+00:00,0.05,-0.1075,0.08,-0.0725,0.09,-0.0425,-0.0075,0.0075,-0.015,-0.0075,-0.0075,0.0075,-0.01,0.01
2007-11-02 00:00:00+00:00,0.07,-0.1225,0.07,-0.0525,0.0725,-0.0275,-0.01,0.0025,-0.01,-0.0125,-0.0125,0.01,-0.0025,0.005
2007-11-05 00:00:00+00:00,0.0825,-0.13,0.0675,-0.0475,0.075,-0.0375,-0.0075,0.005,-0.01,-0.0125,-0.0075,0.0025,-0.0025,0.01
2007-11-06 00:00:00+00:00,0.0775,-0.1275,0.0675,-0.0475,0.07,-0.0325,-0.005,0.0025,-0.01,-0.01,-0.0125,0.0075,0.0025,0.0025
2007-11-07 00:00:00+00:00,0.065,-0.12,0.0825,-0.0775,0.1175,-0.055,-0.0175,0.0075,-0.0175,-0.005,-0.0175,0.0075,-0.0025,0.0075
2007-11-08 00:00:00+00:00,0.0375,-0.0975,0.105,-0.1225,0.1675,-0.08,-0.0225,0.0,-0.0075,-0.005,-0.02,0.0125,-0.0075,0.005
2007-11-09 00:00:00+00:00,0.035,-0.0975,0.1125,-0.1375,0.1875,-0.0925,-0.0225,-0.0075,0.005,-0.0125,-0.0175,0.0175,-0.0125,0.0125
2007-11-12 00:00:00+00:00,0.03,-0.0975,0.11,-0.1325,0.1825,-0.0825,-0.03,0.0025,-0.0125,-0.01,-0.0125,0.0075,0.0,0.01
2007-11-13 00:00:00+00:00,0.0425,-0.105,0.105,-0.1225,0.1625,-0.0725,-0.025,0.0025,-0.015,-0.0025,-0.015,0.015,-0.0075,0.0025
2007-11-14 00:00:00+00:00,0.06,-0.115,0.1025,-0.1175,0.1525,-0.07,-0.02,0.0,-0.01,-0.0075,-0.01,0.0075,-0.0025,0.0025
2007-11-15 00:00:00+00:00,0.0875,-0.135,0.1075,-0.1275,0.1825,-0.0875,-0.0275,-0.0025,-0.01,-0.005,-0.015,0.01,0.0025,0.0025
2007-11-16 00:00:00+00:00,0.1,-0.145,0.0825,-0.0775,0.14,-0.0725,-0.025,0.0,-0.0125,-0.0025,-0.0125,0.01,-0.0075,0.005
2007-11-19 00:00:00+00:00,0.115,-0.1525,0.1025,-0.1175,0.2025,-0.1025,-0.0325,-0.01,-0.0125,0.0025,-0.0175,0.01,0.0025,-0.015
2007-11-20 00:00:00+00:00,0.0,-0.0475,0.005,-0.0725,0.18,-0.08,-0.035,-0.0025,-0.01,-0.0075,0.0,-0.0025,0.005,-0.015
2007-11-21 00:00:00+00:00,-0.0075,-0.0225,-0.03,-0.055,0.215,-0.1125,-0.0425,-0.0025,-0.01,-0.005,-0.01,0.01,0.0025,-0.0025
2007-11-22 00:00:00+00:00,-0.015,-0.035,-0.015,-0.0625,0.2125,-0.1,-0.05,-0.0075,-0.01,0.0025,-0.0175,0.015,-0.0075,0.005
2007-11-23 00:00:00+00:00,0.0,-0.0375,-0.015,-0.0625,0.2075,-0.0975,-0.0475,-0.005,-0.0125,-0.005,-0.01,0.0075,0.0025,0.0075
2007-11-26 00:00:00+00:00,-0.005,-0.03,-0.03,-0.055,0.235,-0.1125,-0.055,-0.01,-0.015,-0.0025,-0.0075,-0.01,0.0425,-0.07
2007-11-27 00:00:00+00:00,-0.0175,-0.0675,0.03,-0.085,0.1875,-0.0725,-0.045,-0.0075,-0.0175,-0.005,-0.005,0.0,0.01,0.005
2007-11-28 00:00:00+00:00,0.005,-0.1075,0.07,-0.105,0.1575,-0.04,-0.0425,-0.02,-0.015,-0.0025,-0.0075,0.0125,0.0,0.0025
2007-11-29 00:00:00+00:00,-0.01,-0.0925,0.05,-0.095,0.1725,-0.05,-0.0475,-0.01,-0.0175,-0.01,-0.005,0.0075,0.0,0.0025
2007-11-30 00:00:00+00:00,0.0075,-0.1125,0.07,-0.105,0.145,-0.025,-0.0375,-0.015,-0.0225,-0.005,-0.0175,0.025,-0.0125,0.0075
2007-12-03 00:00:00+00:00,-0.015,-0.1275,0.09,-0.115,0.15,-0.025,-0.0375,-0.0125,-0.0225,-0.0075,-0.015,0.0125,-0.01,0.0125
2007-12-04 00:00:00+00:00,0.0,-0.1525,0.11,-0.125,0.1475,-0.01,-0.045,-0.0125,-0.0225,-0.015,-0.015,0.01,0.0,0.0
2007-12-05 00:00:00+00:00,-0.0225,-0.1175,0.075,-0.1075,0.1575,-0.025,-0.035,-0.0125,-0.02,-0.0225,-0.015,0.01,-0.0025,-0.0075
2007-12-06 00:00:00+00:00,-0.0025,-0.185,0.15,-0.145,0.115,0.0225,-0.03,-0.0175,-0.03,-0.02,-0.0075,0.005,-0.01,0.0125
2007-12-07 00:00:00+00:00,-0.1225,0.0325,0.0575,-0.1525,0.0875,0.0175,-0.0175,0.0075,-0.025,-0.02,-0.025,0.0075,0.0125,0.0
2007-12-10 00:00:00+00:00,-0.1075,0.0,0.11,-0.18,0.045,0.055,-0.0075,0.0025,-0.0275,-0.02,-0.015,0.01,0.0,0.0075
2007-12-11 00:00:00+00:00,-0.1125,-0.0375,0.1325,-0.185,0.0525,0.0625,-0.0125,-0.005,-0.02,-0.025,-0.02,0.0,0.01,0.0025
2007-12-12 00:00:00+00:00,-0.1125,0.0,0.095,-0.1675,0.035,0.0575,-0.0075,0.01,-0.025,-0.015,-0.0175,0.0,0.0075,-0.0075
2007-12-13 00:00:00+00:00,-0.1325,-0.005,0.14,-0.2,0.0125,0.085,-0.01,0.0025,-0.0125,-0.015,-0.0225,0.0025,-0.0025,0.005
2007-12-14 00:00:00+00:00,-0.1175,-0.015,0.145,-0.2025,0.005,0.09,-0.0025,0.0,-0.015,-0.02,-0.02,0.0025,0.0,0.005
2007-12-17 00:00:00+00:00,-0.18,0.0525,0.065,-0.1625,0.035,0.05,0.0025,0.005,-0.015,-0.025,-0.015,0.005,-0.0025,0.0025
2007-12-18 00:00:00+00:00,0.02,-0.0275,0.1125,-0.1825,0.105,-0.0025,0.01,-0.0125,-0.0175,-0.0225,0.0,0.0025,0.0025,-0.005
2007-12-19 00:00:00+00:00,-0.02,-0.0175,0.1175,-0.1725,0.1,-0.01,0.01,-0.0125,-0.015,-0.0275,0.01,-0.01,0.0075,-0.01
2007-12-20 00:00:00+00:00,0.0175,-0.03,0.1125,-0.16,0.08,0.0,0.005,-0.0075,-0.02,-0.02,0.0025,-0.0025,-0.0025,0.0
2007-12-21 00:00:00+00:00,0.005,0.0025,0.0925,-0.18,0.1125,-0.02,0.01,-0.01,-0.015,-0.0225,0.0025,-0.0025,-0.0,0.0025
2007-12-24 00:00:00+00:00,0.0,0.0075,0.09,-0.1725,0.1025,-0.0125,0.0075,-0.0175,-0.0075,-0.0275,0.005,-0.0025,-0.0075,0.01
2007-12-27 00:00:00+00:00,0.0,0.005,0.095,-0.1875,0.1125,-0.005,-0.0,-0.0125,-0.0125,-0.02,0.0,0.005,-0.0025,0.0
2007-12-28 00:00:00+00:00,-0.0125,0.01,0.0975,-0.1775,0.1175,-0.005,-0.005,-0.025,-0.0125,-0.0175,0.0025,0.0,-0.0025,-0.0025
2007-12-31 00:00:00+00:00,0.0025,-0.015,0.11,-0.1675,0.1025,-0.005,0.0025,-0.0225,-0.0175,-0.0225,0.0075,-0.0075,-0.01,0.015
2008-01-02 00:00:00+00:00,0.0075,-0.0375,0.1225,-0.1325,0.0825,-0.02,0.0025,-0.02,-0.0175,-0.02,-0.0025,0.0,0.0025,-0.0025
2008-01-03 00:00:00+00:00,0.0125,-0.0475,0.13,-0.1125,0.06,-0.015,-0.0025,-0.0125,-0.025,-0.02,0.0,-0.005,0.005,0.0
2008-01-04 00:00:00+00:00,0.005,-0.0475,0.1325,-0.1075,0.0725,-0.02,-0.0075,-0.025,-0.02,-0.02,-0.0075,0.0025,0.0025,0.0025
2008-01-07 00:00:00+00:00,0.0025,-0.0275,0.12,-0.125,0.095,-0.02,-0.005,-0.0275,-0.0225,-0.0275,0.005,-0.01,0.01,-0.0075
2008-01-08 00:00:00+00:00,-0.0075,-0.0275,0.1225,-0.1275,0.0925,-0.02,-0.0025,-0.0275,-0.0175,-0.0275,-0.005,-0.0025,0.01,-0.005
2008-01-09 00:00:00+00:00,-0.0075,-0.0375,0.1275,-0.12,0.0925,-0.025,0.0,-0.0275,-0.02,-0.035,0.005,0.0025,-0.015,0.015
2008-01-10 00:00:00+00:00,-0.0075,-0.0175,0.115,-0.1375,0.115,-0.0225,0.0025,-0.035,-0.03,-0.025,-0.0025,-0.0075,0.01,0.0
2008-01-11 00:00:00+00:00,-0.01,-0.0225,0.1225,-0.1225,0.1125,-0.0175,-0.0075,-0.04,-0.0325,-0.0325,0.0,-0.005,0.005,0.0025
2008-01-14 00:00:00+00:00,-0.0275,-0.0475,0.145,-0.085,0.0725,-0.02,-0.0075,-0.0375,-0.035,-0.025,-0.005,-0.0025,0.005,0.0
2008-01-15 00:00:00+00:00,-0.04,-0.0125,0.195,-0.1875,0.1475,-0.0525,-0.0,-0.0425,-0.03,-0.025,-0.0025,-0.0025,0.0025,0.005
2008-01-16 00:00:00+00:00,-0.0825,0.03,0.25,-0.2975,0.265,-0.125,0.0,-0.0425,-0.025,-0.0225,-0.0025,-0.0,0.005,0.01
2008-01-17 00:00:00+00:00,-0.0975,0.0425,0.275,-0.3475,0.3275,-0.1425,-0.02,-0.045,-0.0275,-0.015,-0.0125,0.0075,0.005,-0.0025
2008-01-18 00:00:00+00:00,-0.105,0.0475,0.28,-0.3575,0.34,-0.16,-0.0075,-0.045,-0.0275,-0.03,0.005,-0.01,0.0125,0.005
2008-01-21 00:00:00+00:00,-0.1425,0.0725,0.335,-0.4675,0.45,-0.225,-0.005,-0.0425,-0.0225,-0.0325,0.005,-0.0025,0.0025,0.0
2008-01-22 00:00:00+00:00,-0.18,0.11,0.3725,-0.5425,0.5,-0.2575,0.0025,-0.0375,-0.0175,-0.0325,-0.0125,0.0125,0.01,-0.0025
2008-01-23 00:00:00+00:00,-0.175,0.11,0.3775,-0.5525,0.52,-0.275,0.0025,-0.0375,-0.0225,-0.025,0.005,-0.005,0.0125,0.0275
2008-01-24 00:00:00+00:00,-0.08,0.0325,0.305,-0.4075,0.3675,-0.2,0.0075,-0.0325,-0.02,-0.0275,0.0025,0.0,0.005,0.0
2008-01-25 00:00:00+00:00,-0.1175,0.0475,0.32,-0.4375,0.4175,-0.2375,0.0,-0.025,-0.02,-0.025,-0.0125,0.02,-0.0025,0.0025
2008-01-28 00:00:00+00:00,-0.0925,0.0275,0.295,-0.3875,0.37,-0.2,-0.005,-0.035,-0.0225,-0.025,0.0,0.0025,0.01,0.0125
2008-01-29 00:00:00+00:00,-0.08,0.025,0.2825,-0.3625,0.345,-0.185,-0.01,-0.0325,-0.02,-0.025,0.0075,-0.0,0.0,0.0075
2008-01-30 00:00:00+00:00,-0.09,0.0375,0.305,-0.4075,0.385,-0.2075,-0.015,-0.0325,-0.0125,-0.0225,-0.005,0.02,0.005,-0.005
2008-01-31 00:00:00+00:00,-0.1075,0.0525,0.3275,-0.4525,0.4425,-0.235,-0.02,-0.0375,-0.015,-0.02,0.01,-0.0025,0.0125,-0.0025
2008-02-01 00:00:00+00:00,-0.075,0.0225,0.3,-0.3975,0.405,-0.2075,-0.03,-0.045,-0.0125,-0.0225,0.0075,0.005,0.01,-0.01
2008-02-04 00:00:00+00:00,-0.0725,0.0225,0.2875,-0.3725,0.3775,-0.1975,-0.0225,-0.045,-0.0225,-0.015,0.01,0.01,-0.0025,-0.0075
2008-02-05 00:00:00+00:00,-0.1175,0.0525,0.3525,-0.5025,0.5175,-0.265,-0.03,-0.04,-0.0325,-0.0175,0.0075,0.005,0.015,-0.005
2008-02-06 00:00:00+00:00,-0.115,0.05,0.35,-0.4975,0.505,-0.2575,-0.03,-0.0425,-0.0225,-0.0225,0.0125,-0.0025,0.0125,0.0075
2008-02-07 00:00:00+00:00,-0.1475,0.085,0.4125,-0.6225,0.6275,-0.335,-0.0275,-0.035,-0.02,-0.0175,0.0075,0.005,0.0125,-0.015
2008-02-08 00:00:00+00:00,-0.205,0.1125,0.45,-0.6975,0.715,-0.3725,-0.045,-0.04,-0.0175,-0.0125,0.0125,0.005,-0.0025,0.0
2008-02-11 00:00:00+00:00,-0.15,0.075,0.4175,-0.6325,0.6625,-0.345,-0.045,-0.05,-0.015,-0.015,0.0125,0.0,0.01,-0.0
2008-02-12 00:00:00+00:00,-0.1475,0.0725,0.415,-0.6275,0.645,-0.33,-0.04,-0.05,-0.02,-0.0175,0.015,-0.0025,0.01,0.0025
2008-02-13 00:00:00+00:00,0.06,-0.2775,0.5325,-0.5375,0.5525,-0.2825,-0.0325,-0.0525,-0.0275,-0.015,0.0275,-0.015,0.0125,-0.01
2008-02-14 00:00:00+00:00,0.06,-0.2825,0.495,-0.4625,0.4775,-0.235,-0.035,-0.0575,-0.0275,-0.025,0.02,0.005,0.0075,-0.01
2008-02-15 00:00:00+00:00,0.0675,-0.25,0.475,-0.4675,0.5,-0.2525,-0.0375,-0.0525,-0.0275,-0.025,0.0075,0.0225,-0.01,0.005
2008-02-18 00:00:00+00:00,0.0725,-0.255,0.455,-0.4275,0.4425,-0.215,-0.0375,-0.0525,-0.0275,-0.02,0.01,0.0,0.0025,0.005
2008-02-19 00:00:00+00:00,0.0725,-0.0025,-0.0525,0.1,-0.0425,-0.035,-0.055,-0.0275,-0.0275,0.0175,0.0025,0.025,-0.02,0.0175
2008-02-20 00:00:00+00:00,-0.005,0.025,-0.0325,0.075,-0.025,-0.035,-0.055,-0.03,-0.0225,0.0125,0.005,0.005,-0.0025,0.02
2008-02-21 00:00:00+00:00,0.015,-0.0075,0.0025,0.045,-0.0025,-0.0475,-0.0525,-0.0325,-0.0125,0.01,-0.005,0.02,-0.0075,0.0025
2008-02-22 00:00:00+00:00,0.0075,-0.0175,0.0275,0.0275,-0.105,0.1075,-0.0425,-0.0575,-0.025,-0.0225,0.015,0.005,0.0025,-0.0075
2008-02-25 00:00:00+00:00,0.0025,-0.0225,0.0375,0.0225,-0.1025,0.1,-0.04,-0.045,-0.035,-0.0175,0.0025,0.005,0.005,0.005
2008-02-26 00:00:00+00:00,0.005,-0.0325,0.0575,0.0125,-0.12,0.1175,-0.0375,-0.05,-0.03,-0.0175,0.015,-0.0075,0.01,-0.0
2008-02-27 00:00:00+00:00,0.02,-0.0475,0.0675,0.0075,-0.12,0.12,-0.0325,-0.0575,-0.0275,-0.0225,0.01,-0.005,0.005,0.0
2008-02-28 00:00:00+00:00,0.0175,-0.02,0.0175,0.0325,-0.0725,0.08,-0.0275,-0.0625,-0.03,-0.0275,0.005,0.0,-0.0075,0.015
2008-02-29 00:00:00+00:00,0.0,0.0225,-0.0325,0.0575,-0.0325,0.045,-0.0275,-0.06,-0.04,-0.0325,0.015,-0.03,0.03,0.0
2008-03-03 00:00:00+00:00,-0.0225,0.0025,0.0175,0.0325,-0.0825,0.095,-0.025,-0.0625,-0.0375,-0.03,0.0125,0.0025,-0.0125,0.0125
2008-03-04 00:00:00+00:00,0.02,-0.055,0.0725,0.005,-0.1,0.13,-0.0325,-0.065,-0.045,-0.0225,-0.0,-0.0025,0.01,-0.0025
2008-03-05 00:00:00+00:00,0.0375,-0.085,0.1125,-0.015,-0.13,0.155,-0.025,-0.0525,-0.0475,-0.0375,0.01,-0.01,-0.005,0.01
2008-03-06 00:00:00+00:00,0.0825,-0.16,0.1925,-0.055,-0.1625,0.2,-0.035,-0.055,-0.0425,-0.0425,0.0075,-0.005,0.0025,0.01
2008-03-07 00:00:00+00:00,0.08,-0.1675,0.1725,-0.045,-0.135,0.17,-0.03,-0.0525,-0.05,-0.04,0.0025,-0.005,0.0025,0.01
2008-03-10 00:00:00+00:00,0.0875,-0.195,0.1875,-0.0525,-0.1175,0.145,-0.025,-0.045,-0.05,-0.0425,0.005,-0.0075,0.0,0.0075
2008-03-11 00:00:00+00:00,0.115,-0.2325,0.2425,-0.08,-0.1725,0.185,-0.01,-0.045,-0.04,-0.0375,-0.0075,-0.0075,0.01,-0.0
2008-03-12 00:00:00+00:00,0.1125,-0.215,0.2125,-0.065,-0.16,0.1625,-0.0075,-0.04,-0.0375,-0.0425,0.0025,0.0,-0.01,0.0025
2008-03-13 00:00:00+00:00,0.1225,-0.2475,0.2525,-0.085,-0.185,0.1975,-0.0225,-0.035,-0.0375,-0.03,-0.0025,-0.01,-0.0025,0.005
2008-03-14 00:00:00+00:00,0.135,-0.25,0.2475,-0.0825,-0.175,0.1825,0.0,-0.0625,-0.03,-0.035,0.0125,-0.0225,-0.0075,0.0175
2008-03-17 00:00:00+00:00,0.08,-0.18,0.1525,-0.035,-0.1025,0.1025,-0.0025,-0.07,-0.0225,-0.03,0.0075,-0.015,0.005,0.0075
2008-03-18 00:00:00+00:00,0.0425,-0.025,0.0675,-0.105,0.06,0.0,-0.045,-0.0225,-0.0325,0.0025,-0.005,-0.005,0.005,-0.0025
2008-03-19 00:00:00+00:00,0.0375,-0.04,0.075,-0.0875,0.03,0.025,-0.05,-0.0275,-0.0375,0.0025,-0.015,0.0025,0.0025,0.0025
2008-03-20 00:00:00+00:00,-0.0075,0.025,0.0425,-0.13,0.065,0.015,-0.0325,-0.0225,-0.035,0.0025,-0.0175,0.005,0.0025,0.02
2008-03-25 00:00:00+00:00,-0.0825,0.13,-0.01,-0.1975,0.115,0.0325,-0.035,-0.0125,-0.055,0.025,-0.0125,-0.01,0.0,0.0275
2008-03-26 00:00:00+00:00,-0.1125,0.175,-0.0325,-0.21,0.1475,0.0225,-0.0475,-0.005,-0.055,0.0175,-0.0175,0.0025,-0.005,0.02
2008-03-27 00:00:00+00:00,-0.08,0.15,-0.02,-0.19,0.1225,0.03,-0.0575,-0.0025,-0.0525,0.02,-0.0175,-0.0025,0.0075,0.0175
2008-03-28 00:00:00+00:00,-0.045,0.1,0.005,-0.18,0.115,0.02,-0.055,-0.005,-0.0475,0.0225,-0.0225,0.005,-0.005,0.035
2008-03-30 00:00:00+00:00,-0.045,0.1,0.005,-0.18,0.115,0.02,-0.055,-0.005,-0.0475,0.0225,-0.0225,0.005,-0.005,0.035
2008-03-31 00:00:00+00:00,-0.0125,0.1025,-0.0125,-0.205,0.16,-0.0075,-0.0475,0.0,-0.055,0.0225,-0.0125,0.0075,-0.0075,0.02
2008-04-01 00:00:00+00:00,-0.0475,0.1475,-0.0375,-0.2325,0.17,0.0275,-0.0625,0.0,-0.055,0.0225,-0.015,0.0075,-0.0075,0.035
2008-04-02 00:00:00+00:00,-0.0125,0.165,-0.0675,-0.2725,0.2125,0.0275,-0.06,-0.0025,-0.055,0.015,-0.0125,0.01,-0.005,0.025
2008-04-03 00:00:00+00:00,0.005,0.155,-0.065,-0.27,0.22,0.025,-0.0675,-0.0075,-0.0475,0.015,-0.02,0.02,-0.0125,0.025
2008-04-04 00:00:00+00:00,0.0275,0.1125,-0.04,-0.25,0.1975,0.0275,-0.0675,-0.005,-0.05,0.015,-0.0125,0.005,-0.005,0.0225
2008-04-07 00:00:00+00:00,-0.01,0.1475,-0.055,-0.27,0.22,0.025,-0.0725,0.0025,-0.0525,0.015,-0.0125,0.005,-0.0025,0.025
2008-04-08 00:00:00+00:00,-0.015,0.155,-0.06,-0.2775,0.2325,0.03,-0.07,-0.0125,-0.0475,0.0125,-0.0075,0.005,-0.0125,0.025
2008-04-09 00:00:00+00:00,-0.0025,0.1725,-0.075,-0.29,0.275,-0.0125,-0.0375,-0.0375,-0.0425,0.0125,-0.005,-0.0025,-0.01,0.0225
2008-04-10 00:00:00+00:00,-0.01,0.1825,-0.0825,-0.3,0.2875,0.0075,-0.0775,-0.015,-0.05,0.0075,-0.01,0.005,0.0025,0.0175
2008-04-11 00:00:00+00:00,-0.01,0.175,-0.0775,-0.29,0.2875,0.0225,-0.09,-0.03,-0.0425,-0.0025,-0.0075,0.0075,-0.01,0.0275
2008-04-14 00:00:00+00:00,-0.0025,0.2025,-0.1,-0.325,0.315,0.0375,-0.0875,-0.0375,-0.05,0.01,-0.0125,0.0075,-0.0075,0.02
2008-04-15 00:00:00+00:00,0.0025,0.2,-0.3275,0.1325,0.0525,0.065,-0.08,-0.04,-0.05,0.015,-0.0075,-0.0025,-0.0125,0.035
2008-04-16 00:00:00+00:00,0.0325,0.175,-0.37,0.2175,-0.05,0.12,-0.0825,-0.0275,-0.0475,0.0125,-0.0125,0.005,-0.0125,0.025
2008-04-17 00:00:00+00:00,0.04,0.17,-0.3825,0.2425,-0.085,0.12,-0.0725,-0.0175,-0.0425,0.015,-0.005,-0.005,0.005,-0.0175
2008-04-18 00:00:00+00:00,0.02,0.1725,-0.405,0.2875,-0.1425,0.145,-0.0625,-0.015,-0.03,0.01,-0.0125,-0.005,-0.0325,0.05
2008-04-21 00:00:00+00:00,0.0475,0.16,-0.4075,0.2925,-0.1525,0.1525,-0.06,-0.0175,-0.03,0.015,-0.0125,0.0,-0.0225,0.025
2008-04-22 00:00:00+00:00,0.045,0.26,-0.545,0.4125,-0.2625,0.2175,-0.0675,-0.01,-0.0375,0.015,-0.0175,-0.0225,0.0025,0.02
2008-04-23 00:00:00+00:00,0.0225,0.275,-0.54,0.4025,-0.265,0.2175,-0.055,-0.01,-0.0375,0.0025,-0.0075,-0.005,-0.0175,0.0225
