Date-Time,Open,High,Low,Close,Volume
2006-01-03T08:10:00Z,96.63,96.63,96.63,96.63,200.0
2006-01-03T10:43:00Z,96.625,96.625,96.625,96.625,140.0
2006-01-03T14:45:00Z,96.615,96.615,96.615,96.615,1000.0
2006-01-03T15:01:00Z,96.615,96.615,96.615,96.615,500.0
2006-01-04T11:48:00Z,96.695,96.695,96.695,96.695,200.0
2006-01-04T14:27:00Z,96.69,96.69,96.69,96.69,200.0
2006-01-10T16:15:00Z,96.725,96.725,96.725,96.725,64.0
2006-01-10T16:35:00Z,96.725,96.725,96.72,96.72,74.0
2006-01-10T16:42:00Z,96.72,96.72,96.72,96.72,64.0
2006-01-12T09:36:00Z,96.685,96.685,96.685,96.685,200.0
2006-01-12T15:48:00Z,96.71,96.71,96.71,96.71,200.0
2006-01-12T15:49:00Z,96.705,96.705,96.705,96.705,200.0
2006-01-19T13:09:00Z,96.665,96.665,96.66,96.66,414.0
2006-01-19T13:17:00Z,96.66,96.66,96.66,96.66,200.0
2006-01-20T14:34:00Z,96.65,96.65,96.65,96.65,108.0
2006-01-23T08:47:00Z,96.625,96.625,96.625,96.625,200.0
2006-01-24T11:48:00Z,96.595,96.595,96.595,96.595,24.0
2006-01-26T09:13:00Z,96.525,96.525,96.525,96.525,200.0
2006-01-26T09:15:00Z,96.53,96.53,96.53,96.53,200.0
2006-01-26T09:30:00Z,96.53,96.53,96.53,96.53,100.0
2006-01-26T09:50:00Z,96.525,96.525,96.525,96.525,200.0
2006-01-26T17:36:00Z,96.505,96.505,96.505,96.505,2.0
2006-01-27T11:15:00Z,96.51,96.51,96.51,96.51,60.0
2006-01-31T14:30:00Z,96.49,96.49,96.49,96.49,2.0
2006-01-31T16:06:00Z,96.495,96.495,96.495,96.495,760.0
2006-02-01T11:07:00Z,96.51,96.51,96.51,96.51,40.0
2006-02-02T13:54:00Z,96.485,96.485,96.485,96.485,2.0
2006-02-09T14:16:00Z,96.445,96.445,96.445,96.445,200.0
2006-02-10T17:28:00Z,96.485,96.485,96.485,96.485,150.0
2006-02-13T09:31:00Z,96.465,96.465,96.465,96.465,52.0
2006-02-13T09:43:00Z,96.45,96.45,96.45,96.45,100.0
2006-02-13T17:15:00Z,96.45,96.45,96.445,96.445,8.0
2006-02-13T17:30:00Z,96.445,96.445,96.445,96.445,4.0
2006-02-23T09:34:00Z,96.5,96.5,96.5,96.5,12.0
2006-03-03T13:42:00Z,96.35,96.35,96.35,96.35,100.0
2006-03-13T09:25:00Z,96.22,96.22,96.22,96.22,46.0
2006-03-14T10:52:00Z,96.225,96.225,96.225,96.225,8.0
2006-03-14T15:29:00Z,96.22,96.22,96.22,96.22,2.0
2006-03-15T11:13:00Z,96.225,96.225,96.225,96.225,10.0
2006-03-15T11:15:00Z,96.225,96.225,96.225,96.225,10.0
2006-03-15T11:17:00Z,96.225,96.225,96.225,96.225,20.0
2006-03-15T11:24:00Z,96.225,96.225,96.225,96.225,20.0
2006-03-15T11:30:00Z,96.225,96.225,96.225,96.225,5.0
2006-03-15T11:46:00Z,96.225,96.225,96.225,96.225,20.0
2006-03-31T17:31:00Z,96.06,96.06,96.06,96.06,2.0
2006-03-31T17:32:00Z,96.06,96.06,96.06,96.06,2.0
2006-03-31T17:33:00Z,96.06,96.06,96.06,96.06,120.0
2006-03-31T17:42:00Z,96.055,96.055,96.055,96.055,120.0
2006-03-31T17:43:00Z,96.055,96.055,96.055,96.055,40.0
2006-04-03T12:49:00Z,96.025,96.025,96.025,96.025,56.0
2006-04-06T13:44:00Z,96.045,96.045,96.045,96.045,2.0
2006-04-06T16:48:00Z,95.97,95.97,95.97,95.97,1360.0
2006-04-07T16:30:00Z,95.945,95.945,95.945,95.945,1000.0
2006-04-11T15:21:00Z,95.965,95.965,95.965,95.965,200.0
2006-04-11T15:22:00Z,95.965,95.965,95.965,95.965,200.0
2006-04-11T15:46:00Z,95.96,95.96,95.96,95.96,200.0
2006-04-11T16:23:00Z,95.93,95.93,95.93,95.93,360.0
2006-04-12T06:29:00Z,95.975,95.975,95.975,95.975,200.0
2006-04-12T06:32:00Z,95.98,95.98,95.98,95.98,200.0
2006-04-13T13:19:00Z,95.865,95.865,95.865,95.865,18.0
2006-04-18T08:10:00Z,95.88,95.88,95.88,95.88,10.0
2006-04-18T10:56:00Z,95.905,95.905,95.905,95.905,200.0
2006-04-18T11:02:00Z,95.905,95.905,95.905,95.905,260.0
2006-04-18T12:23:00Z,95.905,95.905,95.905,95.905,422.0
2006-04-18T14:55:00Z,95.875,95.875,95.875,95.875,4.0
2006-04-18T14:56:00Z,95.875,95.875,95.875,95.875,4.0
2006-04-18T15:15:00Z,95.855,95.86,95.855,95.86,4.0
2006-04-18T15:18:00Z,95.86,95.865,95.86,95.865,4.0
