Date-Time,Open,High,Low,Close,Volume,FEIcm12
2006-01-02 00:00:00+00:00,96.715,96.715,96.7,96.71,2199.0,6199.0
2006-01-03 00:00:00+00:00,96.7,96.72,96.68,96.72,22208.0,11544.0
2006-01-04 00:00:00+00:00,96.76,96.87,96.745,96.815,11877.0,15466.0
2006-01-05 00:00:00+00:00,96.82,96.825,96.765,96.82,8200.0,17265.0
2006-01-06 00:00:00+00:00,96.81,96.835,96.8,96.835,1790.0,17462.0
2006-01-09 00:00:00+00:00,96.815,96.825,96.795,96.795,1269.0,17742.0
2006-01-10 00:00:00+00:00,96.795,96.8,96.775,96.78,5347.0,17678.0
2006-01-11 00:00:00+00:00,96.78,96.78,96.74,96.74,4879.0,17865.0
2006-01-12 00:00:00+00:00,96.735,96.79,96.735,96.77,4309.0,18550.0
2006-01-13 00:00:00+00:00,96.78,96.78,96.75,96.77,1185.0,18744.0
2006-01-16 00:00:00+00:00,96.815,96.815,96.765,96.765,802.0,18636.0
2006-01-17 00:00:00+00:00,96.805,96.805,96.785,96.795,2434.0,18551.0
2006-01-18 00:00:00+00:00,96.83,96.83,96.745,96.755,644.0,18661.0
2006-01-19 00:00:00+00:00,96.72,96.73,96.69,96.69,2567.0,18646.0
2006-01-20 00:00:00+00:00,96.68,96.71,96.665,96.68,2077.0,18934.0
2006-01-23 00:00:00+00:00,96.695,96.7,96.635,96.645,1948.0,18740.0
2006-01-24 00:00:00+00:00,96.65,96.665,96.64,96.655,2602.0,18621.0
2006-01-25 00:00:00+00:00,96.65,96.65,96.59,96.6,3648.0,19415.0
2006-01-26 00:00:00+00:00,96.58,96.61,96.555,96.555,11030.0,22926.0
2006-01-27 00:00:00+00:00,96.56,96.59,96.525,96.53,1350.0,22867.0
2006-01-30 00:00:00+00:00,96.535,96.55,96.51,96.535,5347.0,23193.0
2006-01-31 00:00:00+00:00,96.55,96.565,96.53,96.55,2550.0,23243.0
2006-02-01 00:00:00+00:00,96.555,96.58,96.51,96.51,2484.0,23282.0
2006-02-02 00:00:00+00:00,96.5,96.53,96.49,96.525,3397.0,23475.0
2006-02-03 00:00:00+00:00,96.515,96.555,96.5,96.54,1904.0,23449.0
2006-02-06 00:00:00+00:00,96.54,96.555,96.535,96.54,3414.0,23476.0
2006-02-07 00:00:00+00:00,96.545,96.58,96.525,96.525,2340.0,23628.0
2006-02-08 00:00:00+00:00,96.555,96.555,96.52,96.525,3357.0,23181.0
2006-02-09 00:00:00+00:00,96.52,96.565,96.495,96.565,2885.0,23504.0
2006-02-10 00:00:00+00:00,96.56,96.605,96.55,96.565,2377.0,23789.0
2006-02-13 00:00:00+00:00,96.55,96.555,96.53,96.54,4963.0,23649.0
2006-02-14 00:00:00+00:00,96.545,96.56,96.53,96.535,1719.0,23502.0
2006-02-15 00:00:00+00:00,96.56,96.565,96.525,96.525,2742.0,24138.0
2006-02-16 00:00:00+00:00,96.55,96.55,96.515,96.515,2455.0,24251.0
2006-02-17 00:00:00+00:00,96.56,96.585,96.55,96.57,8219.0,25683.0
2006-02-20 00:00:00+00:00,96.59,96.605,96.59,96.6,1666.0,26047.0
2006-02-21 00:00:00+00:00,96.595,96.62,96.585,96.585,822.0,26305.0
2006-02-22 00:00:00+00:00,96.58,96.61,96.56,96.605,3623.0,27297.0
2006-02-23 00:00:00+00:00,96.6,96.6,96.53,96.535,4028.0,26700.0
2006-02-24 00:00:00+00:00,96.52,96.54,96.51,96.53,3580.0,26620.0
