Date-Time,Open,High,Low,Close,Volume,FEIcm9
2006-01-02 00:00:00+00:00,96.825,96.825,96.765,96.78,3936.0,67556.0
2006-01-03 00:00:00+00:00,96.8,96.8,96.755,96.79,10270.0,69007.0
2006-01-04 00:00:00+00:00,96.835,96.945,96.74,96.92,10189.0,69214.0
2006-01-05 00:00:00+00:00,96.94,96.945,96.86,96.91,8196.0,70107.0
2006-01-06 00:00:00+00:00,96.93,96.93,96.89,96.92,7322.0,70407.0
2006-01-09 00:00:00+00:00,96.895,96.915,96.875,96.875,7867.0,70138.0
2006-01-10 00:00:00+00:00,96.895,96.9,96.84,96.84,11040.0,70849.0
2006-01-11 00:00:00+00:00,96.83,96.835,96.8,96.805,6694.0,71307.0
2006-01-12 00:00:00+00:00,96.81,96.86,96.795,96.84,7112.0,71531.0
2006-01-13 00:00:00+00:00,96.855,96.855,96.83,96.85,4377.0,71692.0
2006-01-16 00:00:00+00:00,96.85,96.86,96.845,96.85,4778.0,72257.0
2006-01-17 00:00:00+00:00,96.845,96.885,96.845,96.88,8917.0,72239.0
2006-01-18 00:00:00+00:00,96.885,96.92,96.82,96.835,13088.0,72962.0
2006-01-19 00:00:00+00:00,96.845,96.845,96.76,96.76,7653.0,73197.0
2006-01-20 00:00:00+00:00,96.735,96.795,96.735,96.77,8593.0,73023.0
2006-01-23 00:00:00+00:00,96.75,96.78,96.71,96.73,7759.0,72708.0
2006-01-24 00:00:00+00:00,96.72,96.755,96.715,96.725,12022.0,72288.0
2006-01-25 00:00:00+00:00,96.71,96.725,96.675,96.685,12071.0,71904.0
2006-01-26 00:00:00+00:00,96.685,96.715,96.655,96.66,14836.0,71448.0
2006-01-27 00:00:00+00:00,96.635,96.685,96.62,96.635,9346.0,71112.0
2006-01-30 00:00:00+00:00,96.63,96.64,96.595,96.63,22830.0,71679.0
2006-01-31 00:00:00+00:00,96.615,96.645,96.615,96.635,10217.0,72924.0
2006-02-01 00:00:00+00:00,96.63,96.67,96.595,96.6,13936.0,74961.0
2006-02-02 00:00:00+00:00,96.6,96.63,96.59,96.61,8899.0,75736.0
2006-02-03 00:00:00+00:00,96.595,96.655,96.59,96.645,9075.0,75899.0
2006-02-06 00:00:00+00:00,96.635,96.66,96.635,96.645,4256.0,75855.0
2006-02-07 00:00:00+00:00,96.64,96.68,96.62,96.635,16439.0,76004.0
2006-02-08 00:00:00+00:00,96.635,96.67,96.625,96.625,17882.0,75519.0
2006-02-09 00:00:00+00:00,96.635,96.68,96.605,96.67,23437.0,78954.0
2006-02-10 00:00:00+00:00,96.655,96.72,96.65,96.66,15172.0,79106.0
2006-02-13 00:00:00+00:00,96.675,96.675,96.645,96.665,5483.0,79806.0
2006-02-14 00:00:00+00:00,96.66,96.685,96.645,96.655,14391.0,80786.0
2006-02-15 00:00:00+00:00,96.67,96.69,96.63,96.65,29631.0,82799.0
2006-02-16 00:00:00+00:00,96.66,96.66,96.62,96.64,10457.0,83596.0
2006-02-17 00:00:00+00:00,96.65,96.705,96.65,96.695,21637.0,84366.0
