Date-Time,Open,High,Low,Close,Volume,FEIcm13
2006-01-03 00:00:00+00:00,96.695,96.695,96.67,96.67,1580.0,2400.0
2006-01-04 00:00:00+00:00,96.75,96.76,96.75,96.76,400.0,2400.0
2006-01-05 00:00:00+00:00,96.765,96.765,96.765,96.765,120.0,2400.0
2006-01-06 00:00:00+00:00,96.78,96.78,96.78,96.78,87.0,2400.0
2006-01-09 00:00:00+00:00,96.78,96.78,96.78,96.78,48.0,2419.0
2006-01-10 00:00:00+00:00,96.79,96.79,96.77,96.77,161.0,2434.0
2006-01-11 00:00:00+00:00,96.755,96.755,96.755,96.755,2.0,2434.0
2006-01-12 00:00:00+00:00,96.74,96.78,96.74,96.78,602.0,2605.0
2006-01-13 00:00:00+00:00,96.785,96.785,96.75,96.755,409.0,2605.0
2006-01-16 00:00:00+00:00,96.75,96.75,96.75,96.75,120.0,2580.0
2006-01-19 00:00:00+00:00,96.7,96.7,96.695,96.7,156.0,2580.0
2006-01-20 00:00:00+00:00,96.685,96.685,96.685,96.685,182.0,2555.0
2006-01-23 00:00:00+00:00,96.67,96.67,96.62,96.63,642.0,2579.0
2006-01-24 00:00:00+00:00,96.64,96.65,96.635,96.65,1700.0,3234.0
2006-01-25 00:00:00+00:00,96.635,96.635,96.585,96.585,727.0,3418.0
2006-01-26 00:00:00+00:00,96.59,96.59,96.505,96.505,2139.0,4087.0
2006-01-27 00:00:00+00:00,96.54,96.54,96.54,96.54,203.0,4187.0
2006-01-30 00:00:00+00:00,96.485,96.53,96.485,96.53,116.0,4211.0
2006-01-31 00:00:00+00:00,96.55,96.55,96.525,96.535,776.0,4214.0
2006-02-01 00:00:00+00:00,96.555,96.555,96.49,96.49,288.0,4326.0
2006-02-02 00:00:00+00:00,96.47,96.495,96.47,96.495,210.0,4326.0
2006-02-03 00:00:00+00:00,96.51,96.535,96.51,96.535,90.0,4326.0
2006-02-06 00:00:00+00:00,96.52,96.53,96.52,96.53,502.0,4454.0
2006-02-07 00:00:00+00:00,96.535,96.535,96.525,96.525,172.0,4497.0
2006-02-09 00:00:00+00:00,96.485,96.485,96.485,96.485,202.0,4598.0
2006-02-10 00:00:00+00:00,96.54,96.565,96.535,96.54,658.0,4826.0
2006-02-13 00:00:00+00:00,96.515,96.515,96.51,96.51,1910.0,5402.0
2006-02-14 00:00:00+00:00,96.52,96.53,96.52,96.53,70.0,5432.0
2006-02-15 00:00:00+00:00,96.53,96.53,96.53,96.53,12.0,5438.0
2006-02-16 00:00:00+00:00,96.51,96.51,96.49,96.49,1169.0,5793.0
2006-02-17 00:00:00+00:00,96.535,96.54,96.53,96.54,1904.0,5893.0
2006-02-20 00:00:00+00:00,96.575,96.575,96.575,96.575,15.0,5893.0
2006-02-21 00:00:00+00:00,96.6,96.6,96.565,96.565,128.0,5895.0
2006-02-22 00:00:00+00:00,96.55,96.575,96.55,96.575,136.0,5925.0
2006-02-23 00:00:00+00:00,96.55,96.55,96.515,96.515,386.0,5908.0
2006-02-24 00:00:00+00:00,96.515,96.52,96.51,96.52,617.0,6106.0
2006-02-27 00:00:00+00:00,96.46,96.485,96.46,96.47,1640.0,5881.0
2006-02-28 00:00:00+00:00,96.455,96.47,96.455,96.47,1016.0,5800.0
2006-03-01 00:00:00+00:00,96.485,96.485,96.465,96.475,603.0,5601.0
2006-03-02 00:00:00+00:00,96.47,96.48,96.4,96.4,677.0,5679.0
2006-03-03 00:00:00+00:00,96.39,96.39,96.355,96.365,1078.0,5848.0
2006-03-06 00:00:00+00:00,96.375,96.375,96.36,96.37,283.0,5943.0
2006-03-07 00:00:00+00:00,96.355,96.36,96.325,96.345,185.0,5994.0
2006-03-08 00:00:00+00:00,96.36,96.365,96.345,96.35,4102.0,6829.0
2006-03-09 00:00:00+00:00,96.33,96.335,96.33,96.335,844.0,6939.0
2006-03-10 00:00:00+00:00,96.34,96.345,96.335,96.335,4104.0,7675.0
2006-03-13 00:00:00+00:00,96.29,96.295,96.25,96.265,6386.0,7012.0
2006-03-14 00:00:00+00:00,96.27,96.29,96.27,96.29,96.0,3020.0
2006-03-15 00:00:00+00:00,96.29,96.29,96.275,96.275,400.0,2972.0
2006-03-17 00:00:00+00:00,96.295,96.315,96.295,96.295,1000.0,2757.0
2006-03-22 00:00:00+00:00,96.315,96.315,96.315,96.315,68.0,2761.0
2006-03-23 00:00:00+00:00,96.34,96.34,96.305,96.305,161.0,2801.0
2006-03-27 00:00:00+00:00,96.345,96.345,96.345,96.345,122.0,2848.0
2006-03-28 00:00:00+00:00,96.32,96.32,96.235,96.245,372.0,2923.0
2006-03-29 00:00:00+00:00,96.225,96.225,96.165,96.19,381.0,2941.0
2006-03-30 00:00:00+00:00,96.18,96.18,96.155,96.155,47.0,2942.0
2006-03-31 00:00:00+00:00,96.14,96.15,96.135,96.14,2102.0,2942.0
2006-04-03 00:00:00+00:00,96.11,96.11,96.075,96.075,176.0,2942.0
2006-04-04 00:00:00+00:00,96.07,96.07,96.06,96.07,358.0,2962.0
2006-04-05 00:00:00+00:00,96.085,96.1,96.085,96.09,1599.0,2962.0
2006-04-06 00:00:00+00:00,96.115,96.115,96.055,96.055,1172.0,3428.0
2006-04-07 00:00:00+00:00,96.065,96.12,96.065,96.075,5882.0,4844.0
