Date-Time,Open,High,Low,Close,Volume
2006-01-02T14:00:00Z,97.38,97.38,97.38,97.38,2.0
2006-01-03T07:00:00Z,97.38,97.38,97.38,97.38,400.0
2006-01-03T08:00:00Z,97.38,97.38,97.38,97.38,300.0
2006-01-03T10:00:00Z,97.38,97.38,97.38,97.38,572.0
2006-01-03T11:00:00Z,97.38,97.38,97.375,97.375,416.0
2006-01-03T12:00:00Z,97.375,97.375,97.375,97.375,568.0
2006-01-04T08:00:00Z,97.385,97.385,97.385,97.385,1700.0
2006-01-04T09:00:00Z,97.385,97.39,97.385,97.39,1188.0
2006-01-04T12:00:00Z,97.395,97.395,97.395,97.395,1800.0
2006-01-04T13:00:00Z,97.395,97.4,97.395,97.4,600.0
2006-01-04T15:00:00Z,97.41,97.41,97.41,97.41,2.0
2006-01-05T07:00:00Z,97.42,97.42,97.42,97.42,1600.0
2006-01-05T15:00:00Z,97.41,97.41,97.41,97.41,2.0
2006-01-05T16:00:00Z,97.42,97.42,97.42,97.42,2.0
2006-01-06T13:00:00Z,97.42,97.42,97.42,97.42,600.0
2006-01-06T15:00:00Z,97.42,97.42,97.415,97.415,402.0
2006-01-06T16:00:00Z,97.415,97.42,97.415,97.42,1650.0
2006-01-09T15:00:00Z,97.41,97.41,97.41,97.41,2.0
2006-01-09T16:00:00Z,97.42,97.42,97.42,97.42,20.0
2006-01-10T10:00:00Z,97.4,97.4,97.4,97.4,400.0
2006-01-10T16:00:00Z,97.4,97.405,97.4,97.4,460.0
2006-01-11T08:00:00Z,97.4,97.4,97.4,97.4,1529.0
2006-01-11T09:00:00Z,97.395,97.395,97.395,97.395,100.0
2006-01-11T12:00:00Z,97.39,97.39,97.39,97.39,15.0
2006-01-11T13:00:00Z,97.39,97.39,97.39,97.39,4.0
2006-01-11T14:00:00Z,97.39,97.39,97.39,97.39,1029.0
2006-01-12T07:00:00Z,97.39,97.39,97.385,97.385,204.0
2006-01-12T09:00:00Z,97.385,97.385,97.385,97.385,900.0
2006-01-12T10:00:00Z,97.38,97.38,97.38,97.38,320.0
2006-01-12T12:00:00Z,97.385,97.385,97.385,97.385,800.0
2006-01-12T13:00:00Z,97.4,97.405,97.4,97.405,2044.0
2006-01-12T14:00:00Z,97.405,97.415,97.405,97.415,2732.0
2006-01-12T15:00:00Z,97.415,97.415,97.405,97.405,423.0
2006-01-12T16:00:00Z,97.41,97.41,97.41,97.41,200.0
2006-01-13T13:00:00Z,97.41,97.41,97.41,97.41,594.0
2006-01-13T14:00:00Z,97.41,97.41,97.41,97.41,606.0
2006-01-13T15:00:00Z,97.42,97.42,97.41,97.41,590.0
2006-01-13T16:00:00Z,97.41,97.41,97.41,97.41,1000.0
2006-01-13T17:00:00Z,97.41,97.42,97.41,97.42,1390.0
2006-01-16T07:00:00Z,97.41,97.41,97.41,97.41,100.0
2006-01-16T08:00:00Z,97.41,97.41,97.41,97.41,904.0
2006-01-16T09:00:00Z,97.41,97.415,97.41,97.415,3950.0
2006-01-16T10:00:00Z,97.415,97.415,97.415,97.415,1664.0
2006-01-16T11:00:00Z,97.41,97.415,97.41,97.415,1590.0
2006-01-16T12:00:00Z,97.415,97.415,97.415,97.415,29.0
2006-01-16T13:00:00Z,97.415,97.415,97.41,97.415,1137.0
2006-01-16T14:00:00Z,97.415,97.415,97.415,97.415,9.0
2006-01-16T15:00:00Z,97.415,97.415,97.41,97.41,14.0
